,고객번호,성별,CAT연령대,지역,경쟁사이용횟수,채널이용횟수,멤버십가입개수,RECENCY6,RECENCY7,고객구분1_7,고객구분1_8,주말구매액비중,주말방문비중,선매품구매비중,편의품구매비중,전문품구매비중
2653,2680,F,장년층,광주,0,0,1,1,0,증가,감소,0.287592545,0.278283485,0.46249774076760314,0.5375022592323969,0.0
2654,2681,M,장년층,경기,0,0,0,0,0,증가,감소,0.257107245,0.28424015,0.10571529642186887,0.8942847035781312,0.0
2655,2682,F,장년층,경기,0,0,0,11,13,감소,증가,0.212747976,0.135620915,0.5768465435521061,0.39835005350610714,0.024803402941786755
2656,2683,F,장년층,서울,0,0,0,0,4,감소,감소,0.285196073,0.172219615,0.6295508265825241,0.33389594096374275,0.036553232453733105
2657,2684,F,장년층,경기,1,0,0,3,0,증가,증가,0.347139771,0.295589988,0.3540983798284845,0.6387590872371987,0.007142532934316822
2658,2685,F,장년층,서울,1,34,0,0,0,감소,증가,0.356048539,0.326462766,0.4456673026097604,0.40019842296360647,0.1541342744266331
2659,2686,F,장년층,서울,0,0,1,8,23,감소,증가,0.555592753,0.313888889,0.8730043800062541,0.08385961334016229,0.04313600665358362
2660,2687,F,장년층,부산,0,22,0,0,0,감소,감소,0.213651574,0.248180495,0.6555185077636462,0.3444814922363538,0.0
2661,2688,F,장년층,경기,0,0,0,7,0,감소,감소,0.383585775,0.330740741,0.15645726872486965,0.8435427312751304,0.0
2662,2689,F,장년층,경기,0,0,1,1,1,감소,감소,0.295217522,0.259982639,0.049363241041217844,0.9506367589587822,0.0
2663,2690,F,장년층,경기,0,0,0,2,5,증가,증가,0.347927325,0.276887872,0.46858646909065543,0.4469896370520053,0.08442389385733928
2664,2691,F,장년층,서울,0,11,0,2,5,증가,증가,0.455102715,0.376033058,0.9158997694146767,0.08410023058532336,0.0
2665,2692,M,장년층,서울,0,0,1,5,5,증가,증가,0.337634972,0.291793313,0.6937943583603108,0.27801003520900297,0.028195606430686204
2666,2693,M,장년층,서울,0,0,0,1,0,감소,감소,0.201713298,0.113146552,0.306760286580742,0.3130655618524212,0.3801741515668368
2667,2694,F,장년층,서울,1,0,0,12,0,감소,증가,0.13270039,0.201456311,0.626160653098719,0.3211828713588541,0.05265647554242686
2668,2695,F,장년층,서울,1,0,0,1,1,감소,감소,0.222972349,0.273306312,0.6869140600511756,0.30816399606927564,0.004921943879548743
2669,2696,F,장년층,경기,5,0,1,1,6,증가,감소,0.208736959,0.124760077,0.5879172203149169,0.35899213919932543,0.05309064048575769
2670,2697,F,장년층,인천,13,0,1,4,5,감소,감소,0.735050591,0.599297012,0.6931564662858006,0.2026509463589763,0.10419258735522312
2671,2698,F,장년층,서울,0,0,0,0,1,증가,증가,0.582535032,0.590200445,0.5364439381627376,0.38335269922011905,0.08020336261714334
2672,2699,F,장년층,경남,0,0,0,3,0,증가,감소,0.304185203,0.313052522,0.058364535954580805,0.9416354640454192,0.0
2673,2700,F,장년층,서울,0,0,1,3,0,감소,감소,0.260213079,0.246242775,0.5986429918597033,0.38442496370604157,0.01693204443425521
2674,2701,F,장년층,경북,3,0,0,0,0,증가,감소,0.2293119,0.244464528,0.1721442318459943,0.8157323471374328,0.01212342101657285
2675,2702,M,장년층,서울,0,0,0,1,1,감소,감소,0.3386213,0.350649351,0.5178952147279613,0.4424261966833952,0.039678588588643454
2676,2703,F,장년층,경기,0,0,0,0,0,증가,감소,0.193791977,0.223091076,0.10334971344880652,0.8966502865511935,0.0
2677,2704,F,장년층,인천,0,0,0,3,0,감소,감소,0.283360042,0.240700219,0.3330090430198706,0.6669909569801293,0.0
2678,2705,F,장년층,서울,1,0,0,1,1,감소,감소,0.522985628,0.494199536,0.24414972388030473,0.745794163008535,0.010056113111160274
2679,2706,F,장년층,대구,0,0,0,5,12,감소,감소,0.264077873,0.265265265,0.44360884533827005,0.5472512810111544,0.009139873650575593
2680,2707,F,장년층,경기,8,0,1,1,8,감소,감소,0.475491653,0.49039548,0.7541865816467124,0.23123748901069568,0.014575929342591967
2681,2708,M,장년층,서울,0,0,0,3,2,증가,증가,0.390120122,0.365775401,0.6130755951128826,0.34894909746358127,0.03797530742353616
2682,2710,F,장년층,서울,5,0,1,2,0,증가,증가,0.608581605,0.543478261,0.37705853847644893,0.6229414615235511,0.0
2683,2711,F,장년층,서울,0,0,0,0,1,감소,감소,0.252134823,0.223152709,0.048697576537021295,0.9513024234629787,0.0
2684,2712,F,장년층,부산,2,4,0,0,0,감소,감소,0.291510588,0.224080268,0.50002965854001,0.49997034145999,0.0
2685,2713,M,장년층,서울,11,0,1,1,1,증가,증가,0.277048559,0.21656051,0.06462748252616181,0.9353725174738382,0.0
2686,2714,F,장년층,충남,0,1,0,0,0,증가,감소,0.231412679,0.282521947,0.24014705082806706,0.7598529491719329,0.0
2687,2715,F,장년층,경기,3,0,1,1,0,감소,감소,0.362858787,0.265950726,0.34551087111210366,0.6544891288878963,0.0
2688,2716,F,장년층,서울,0,0,1,2,8,감소,증가,0.572142554,0.234113712,0.17891675486901779,0.1803986824889974,0.6406845626419848
2689,2717,F,장년층,광주,0,2,0,4,12,증가,증가,0.380996241,0.280230326,0.7801768719873542,0.13364807861870837,0.08617504939393743
2690,2718,F,장년층,부산,0,0,1,0,6,증가,증가,0.363383251,0.470219436,0.6759040944802412,0.32258059607581774,0.001515309443941032
2691,2719,F,장년층,서울,0,0,1,0,0,증가,감소,0.0911897234,0.0824742268,0.017815725225140328,0.9821842747748597,0.0
2692,2720,F,장년층,인천,0,0,1,2,0,감소,감소,0.427247677,0.394171779,0.8538189843641556,0.13912771210325944,0.0070533035325849305
2693,2721,F,장년층,광주,0,7,0,3,2,감소,감소,0.319474813,0.275100402,0.06977676269148618,0.9302232373085139,0.0
2694,2722,M,장년층,경기,0,0,0,1,0,증가,감소,0.31962022,0.236032643,0.48448161505398324,0.4590240623425488,0.05649432260346801
2695,2723,F,장년층,서울,0,11,1,0,1,증가,감소,0.299638566,0.267396907,0.35588050776220814,0.6174759769641192,0.026643515273672667
2696,2724,F,장년층,서울,1,0,0,0,0,증가,증가,0.53644068,0.288227334,0.796161376603295,0.12262882937952303,0.081209794017182
2697,2725,F,장년층,부산,2,0,0,2,2,증가,감소,0.829404954,0.760714286,0.7577379812823141,0.11594609584421993,0.126315922873466
2698,2726,F,장년층,광주,0,0,0,0,1,감소,증가,0.352107508,0.301204819,0.763486090221283,0.1880559726781406,0.04845793710057639
2699,2727,F,장년층,경기,4,40,0,0,1,감소,감소,0.284210638,0.232348523,0.1956744498472995,0.8043255501527005,0.0
2700,2728,F,장년층,충북,0,0,0,0,1,증가,증가,0.235544462,0.232242125,0.08697930035672428,0.9130206996432757,0.0
2701,2729,M,장년층,경기,0,1,0,0,1,증가,감소,0.478063791,0.293918919,0.48498577020272476,0.4980739949458311,0.016940234851444105
2702,2730,M,장년층,광주,0,8,1,3,1,증가,감소,0.421363363,0.335066865,0.4030125657330411,0.5969874342669589,0.0
2703,2731,F,장년층,서울,3,0,0,3,5,감소,감소,0.345174749,0.296081277,0.6192138579714325,0.376143104625567,0.004643037403000487
2704,2732,F,장년층,서울,1,8,1,3,4,감소,감소,0.49665041,0.362524147,0.3733030201921962,0.6266969798078038,0.0
2705,2733,F,장년층,서울,7,0,1,0,0,증가,감소,0.352045914,0.326479751,0.13797266914947273,0.8620273308505273,0.0
2706,2734,F,장년층,서울,8,0,0,0,1,증가,감소,0.33516403,0.298383146,0.18127982990439423,0.8187201700956057,0.0
2707,2735,F,장년층,경기,0,0,0,7,6,감소,증가,0.361547934,0.336094675,0.5413247169470916,0.3996757715197127,0.05899951153319566
2708,2736,F,장년층,부산,18,0,0,1,0,감소,증가,0.441233748,0.36492891,0.11013060476084742,0.8898693952391525,0.0
2709,2737,F,장년층,경남,4,0,0,2,0,감소,감소,0.246844596,0.307692308,0.4732838747369205,0.5230685314960682,0.0036475937670112164
2710,2738,M,장년층,전남,0,0,0,0,5,증가,감소,0.11440095,0.101029601,0.09961297128387785,0.9003870287161222,0.0
2711,2739,F,장년층,부산,0,38,0,0,0,증가,증가,0.282017748,0.268760908,0.1853316357955272,0.8146683642044729,0.0
2712,2740,F,장년층,대구,0,0,0,0,0,증가,증가,0.329903293,0.277596342,0.3568434030407484,0.6431565969592515,0.0
2713,2741,F,장년층,대구,4,0,0,2,0,증가,증가,0.188174834,0.260057471,0.43590245581892,0.18105762030695138,0.38303992387412855
2714,2742,M,장년층,울산,1,0,0,28,7,감소,감소,0.412848283,0.214634146,0.8379716471965247,0.14648001273727723,0.015548340066198041
2715,2743,F,장년층,경기,1,1,0,1,1,증가,감소,0.26960822,0.24109768,0.11038751593635854,0.8896124840636415,0.0
2716,2744,F,장년층,서울,4,5,0,1,0,증가,증가,0.262486916,0.185528757,0.5163796107819265,0.4801203690357963,0.0035000201822771816
2717,2745,F,장년층,서울,0,2,0,4,0,증가,감소,0.266036467,0.217146433,0.393326477651575,0.606673522348425,0.0
2718,2746,F,장년층,인천,0,9,1,0,0,감소,감소,0.265061688,0.265306122,0.22740222429763998,0.77259777570236,0.0
2719,2747,F,장년층,부산,1,0,0,0,0,감소,증가,0.204838588,0.166386555,0.4349677311157548,0.5634392086024097,0.0015930602818355357
2720,2748,F,장년층,서울,0,0,0,1,0,감소,감소,0.244188923,0.29216018,0.13675524057911576,0.8632447594208843,0.0
2721,2749,F,장년층,서울,0,5,1,2,1,감소,증가,0.405463952,0.172774869,0.522168835703234,0.4772403876203929,0.0005907766763731274
2722,2750,F,장년층,경북,0,0,0,0,0,증가,감소,0.368843347,0.300837321,0.22094929804159616,0.7790507019584039,0.0
2723,2751,F,장년층,부산,1,1,0,1,0,감소,감소,0.527208273,0.389952153,0.43251706332154577,0.47989889846608186,0.08758403821237232
2724,2752,F,장년층,광주,0,5,1,0,0,감소,감소,0.464034572,0.346580407,0.3569199432028723,0.6430800567971277,0.0
2725,2753,F,장년층,서울,0,0,0,7,5,증가,감소,0.301557401,0.303317536,0.6758301043952021,0.3220917530437293,0.002078142561068664
2726,2754,F,장년층,부산,0,23,0,0,0,증가,증가,0.480285314,0.238133548,0.31391316786966067,0.5590271348623007,0.1270596972680386
2727,2755,F,장년층,경기,1,19,1,2,0,감소,증가,0.335502983,0.394340759,0.27453910112100743,0.7254608988789926,0.0
2728,2756,F,장년층,서울,0,0,1,0,4,증가,증가,0.202521285,0.194701987,0.7213619128208865,0.2096568107991963,0.06898127637991723
2729,2757,F,장년층,부산,0,0,0,5,1,증가,감소,0.483636071,0.41712204,0.7332250399197188,0.2356912264978573,0.031083733582423962
2730,2758,F,장년층,부산,1,0,0,0,0,증가,증가,0.292596963,0.250420168,0.30580684259997803,0.6932823183742131,0.0009108390258088998
2731,2759,F,장년층,서울,1,0,0,1,4,감소,증가,0.784414881,0.796992481,0.27752978514644416,0.6895139358877146,0.032956278965841225
2732,2760,F,장년층,서울,0,0,1,0,1,감소,증가,0.504114711,0.349027636,0.3017386230238244,0.16317515165300922,0.5350862253231664
2733,2761,M,장년층,서울,2,1,0,3,1,증가,감소,0.644316234,0.425078864,0.4274189981507863,0.11343822602009972,0.45914277582911395
2734,2762,F,장년층,서울,0,0,0,0,0,증가,감소,0.289566714,0.331450094,0.5053325384184361,0.494667461581564,0.0
2735,2763,F,장년층,서울,0,0,0,3,0,감소,감소,0.611104402,0.41796517,0.4575408302211635,0.22168762482565527,0.3207715449531813
2736,2764,F,장년층,대구,0,0,0,0,1,증가,증가,0.231933281,0.25395733,0.057391659460582195,0.9426083405394178,0.0
2737,2765,F,장년층,서울,0,20,1,1,0,증가,증가,0.250206994,0.271903323,0.21612723769458325,0.7575797875040353,0.026292974801381448
2738,2766,F,장년층,서울,0,0,0,1,0,감소,증가,0.452149118,0.363906792,0.0,1.0,0.0
2739,2767,M,장년층,경기,0,0,0,0,1,증가,증가,0.412059043,0.316455696,0.6391206491799458,0.2071800950651572,0.153699255754897
2740,2768,F,장년층,부산,8,0,0,0,4,감소,감소,0.0914789712,0.133333333,0.688759329491772,0.30104113004533617,0.010199540462891801
2741,2769,F,장년층,부산,0,2,0,0,0,증가,증가,0.203666188,0.255064763,0.23178246239055564,0.7682175376094443,0.0
2742,2770,F,장년층,대전,0,8,0,0,0,감소,감소,0.408840597,0.255780347,0.49180173250885734,0.5081982674911426,0.0
2743,2771,F,장년층,부산,0,0,1,0,45,감소,증가,0.273320588,0.328257191,0.5856056296714385,0.4066483235919813,0.007746046736580291
2744,2772,F,장년층,부산,0,0,1,3,0,증가,감소,0.533041763,0.481888035,0.4876481364048265,0.5123518635951735,0.0
2745,2774,M,장년층,서울,14,0,0,0,0,감소,감소,0.371565888,0.307692308,0.30499834249705937,0.5779766476139339,0.11702500988900674
2746,2775,F,장년층,경북,7,0,0,0,1,감소,감소,0.356068078,0.355036855,0.49411596877250547,0.5058840312274946,0.0
2747,2776,F,장년층,경기,0,0,0,4,0,감소,감소,0.119878745,0.111486486,0.8276879276322401,0.1723120723677599,0.0
2748,2777,F,장년층,부산,4,0,0,3,0,증가,증가,0.139195409,0.166204986,0.5513900341265374,0.3941215483009725,0.054488417572490136
2749,2778,F,장년층,부산,5,0,0,2,0,증가,감소,0.525935764,0.377703827,0.6111786293605803,0.3574816644494079,0.03133970619001179
2750,2779,F,장년층,서울,9,0,0,0,1,증가,감소,0.165937757,0.191808874,0.4457071079208947,0.5190932928873561,0.035199599191749247
2751,2780,M,장년층,부산,19,0,0,1,0,증가,감소,0.275956303,0.221967963,0.541973327408775,0.458026672591225,0.0
2752,2781,F,장년층,서울,0,26,1,1,12,감소,감소,0.349115832,0.319059614,0.7936622087457624,0.14206001015625624,0.06427778109798128
2753,2782,F,장년층,경기,0,0,0,2,0,증가,증가,0.368965642,0.336254107,0.764081115289541,0.20673991841073297,0.029178966299726005
2754,2783,F,장년층,인천,0,26,1,0,1,증가,증가,0.299882227,0.25367287,0.38378635748406326,0.6162136425159368,0.0
2755,2784,F,장년층,서울,0,0,1,0,2,증가,증가,0.327708331,0.282880552,0.22694071894395118,0.7730592810560488,0.0
2756,2785,F,장년층,광주,0,3,0,0,0,증가,감소,0.142080964,0.186939821,0.40197232166234215,0.5980276783376579,0.0
2757,2786,F,장년층,인천,0,0,0,9,5,감소,감소,0.576002847,0.41627543,0.8429218180508141,0.1436559945349151,0.01342218741427075
2758,2787,M,장년층,인천,0,0,0,1,1,감소,감소,0.454354293,0.491312163,0.16384167865536586,0.8361583213446341,0.0
2759,2788,M,장년층,인천,0,0,0,1,0,증가,증가,0.311397289,0.257628814,0.1234146257943365,0.8765853742056635,0.0
2760,2789,F,장년층,서울,0,0,0,1,2,감소,증가,0.248008898,0.205411375,0.12664882391522145,0.8733511760847785,0.0
2761,2790,F,장년층,인천,0,16,1,0,2,감소,감소,0.235772238,0.206730769,0.32161739275835577,0.6783826072416442,0.0
2762,2791,F,장년층,경남,0,0,1,0,4,증가,증가,0.384665087,0.253003003,0.4881984895835485,0.16138773128660788,0.3504137791298436
2763,2792,F,장년층,경기,0,0,0,2,0,증가,감소,0.499358742,0.420716113,0.108285137462225,0.891714862537775,0.0
2764,2793,F,장년층,서울,0,0,1,0,0,감소,감소,0.244918312,0.155908096,0.37012763195546095,0.6284188446019676,0.0014535234425714341
2765,2794,F,장년층,전남,12,0,0,0,2,증가,증가,0.189763628,0.305125149,0.6796717723872633,0.24037395236677342,0.07995427524596328
2766,2795,F,장년층,경기,0,0,1,0,4,감소,감소,0.276024926,0.273927393,0.34687463683315173,0.6531253631668482,0.0
2767,2796,F,장년층,경기,0,20,1,0,5,증가,증가,0.477781791,0.515376458,0.7690716237595615,0.20021891321962107,0.03070946302081741
2768,2797,F,장년층,서울,4,0,1,0,0,감소,감소,0.247727428,0.23797306,0.5797044015248968,0.39206162961622393,0.028233968858879348
2769,2798,F,장년층,인천,0,0,1,1,0,감소,감소,0.400280392,0.266194332,0.3948822388004485,0.5450758814092496,0.060041879790302
2770,2799,F,장년층,서울,0,0,0,0,1,감소,증가,0.2676626,0.264310602,0.05292353522275425,0.9470764647772457,0.0
2771,2800,M,장년층,부산,6,0,1,0,5,증가,증가,0.570063721,0.445440957,0.6778360124350002,0.16223594663880556,0.15992804092619423
2772,2801,F,장년층,인천,0,0,0,1,1,감소,감소,0.308888454,0.285350318,0.1588352409033542,0.8411647590966458,0.0
2773,2802,F,장년층,서울,0,18,1,0,0,증가,증가,0.228691848,0.245454545,0.5021042650772954,0.4952322191484705,0.002663515774234095
2774,2803,F,장년층,경기,0,20,0,1,0,증가,감소,0.277164608,0.266579974,0.18545099813500207,0.8145490018649979,0.0
2775,2804,F,장년층,서울,0,0,1,3,5,증가,증가,0.439305957,0.257575758,0.6158102683709008,0.22664342576927599,0.15754630585982315
2776,2805,F,장년층,서울,2,0,0,3,5,증가,증가,0.227741067,0.255857545,0.5458276149774492,0.4534644121506552,0.0007079728718954947
2777,2806,F,장년층,경기,0,0,0,1,0,증가,증가,0.122994434,0.13304721,0.2940395919567158,0.7041458790731971,0.0018145289700870072
2778,2807,F,장년층,서울,4,0,0,0,0,감소,증가,0.373496376,0.288748565,0.3525706910482755,0.6474293089517246,0.0
2779,2808,F,장년층,부산,0,0,0,4,6,감소,증가,0.244360596,0.188453159,0.7286063682080849,0.27073365112388675,0.0006599806680283358
2780,2809,F,장년층,인천,0,0,0,3,2,감소,증가,0.462302481,0.341733871,0.631003006188098,0.20229739404716718,0.16669959976473478
2781,2810,M,장년층,서울,0,0,0,2,0,증가,증가,0.481019072,0.29498164,0.3106159709399679,0.23404002381031155,0.4553440052497206
2782,2811,F,장년층,서울,0,0,1,0,1,증가,증가,0.647776005,0.453475936,0.7051082074246501,0.24136951543082566,0.053522277144524295
2783,2812,F,장년층,서울,0,0,0,1,11,증가,증가,0.303564665,0.303614458,0.8259735222456162,0.14555120497970367,0.028475272774680174
2784,2813,F,장년층,서울,0,0,0,0,1,증가,감소,0.254328893,0.268664564,0.13785222817307075,0.8621477718269293,0.0
2785,2814,F,장년층,부산,0,0,1,1,0,증가,감소,0.340647011,0.257189365,0.21206514881887806,0.7853118944305131,0.00262295675060882
2786,2815,F,장년층,광주,0,35,0,0,1,증가,감소,0.311587374,0.311575283,0.4272831556536894,0.5727168443463105,0.0
2787,2816,F,장년층,경남,2,0,0,4,0,감소,감소,0.21605469,0.274240232,0.279538745799225,0.637584493510097,0.08287676069067795
2788,2817,F,장년층,부산,0,0,0,0,0,감소,감소,0.358282329,0.288863765,0.43474800576448175,0.5649454000460147,0.00030659418950356907
2789,2818,F,장년층,서울,9,2,0,1,6,증가,증가,0.206829902,0.203225806,0.6003955369144844,0.1346186487103131,0.26498581437520247
2790,2819,M,장년층,인천,2,3,1,2,1,감소,감소,0.539041101,0.394886364,0.689363943678708,0.19207120410848133,0.1185648522128107
2791,2820,F,장년층,경기,1,0,0,1,1,감소,감소,0.486148661,0.386861314,0.6096421975905094,0.2601395597047684,0.13021824270472224
2792,2821,F,장년층,부산,4,0,0,3,7,증가,감소,0.522875216,0.315340909,0.7355286910746258,0.036238638934322345,0.22823266999105188
2793,2822,F,장년층,경기,0,47,0,0,0,감소,감소,0.67369974,0.242152466,0.5289777835085089,0.45309694469014283,0.01792527180134822
2794,2823,M,장년층,울산,0,2,0,1,6,감소,감소,0.42390909,0.34633758,0.5958155173940313,0.40418448260596873,0.0
2795,2824,F,장년층,경기,0,0,0,3,1,감소,감소,0.320345104,0.326597488,0.2500778790195298,0.7445157677044179,0.005406353276052353
2796,2825,F,장년층,경북,0,13,0,0,1,증가,증가,0.330356168,0.267687819,0.2950989890208313,0.7049010109791687,0.0
2797,2826,F,장년층,경남,0,6,1,0,0,감소,증가,0.267439693,0.244099021,0.619889644517419,0.3036663432198023,0.07644401226277873
2798,2827,F,장년층,서울,2,0,0,0,0,감소,감소,0.283797422,0.259380584,0.06966528709680753,0.9303347129031925,0.0
2799,2828,F,장년층,경남,2,0,0,2,0,감소,감소,0.808112522,0.728278041,0.5344081880285403,0.4593358370266394,0.006255974944820346
2800,2829,M,장년층,부산,3,0,1,2,1,감소,감소,0.27361513,0.122770199,0.5700873593628888,0.28969733635761125,0.14021530427949996
2801,2830,M,장년층,광주,0,0,0,2,5,감소,감소,0.309869433,0.344927536,0.7601130908750813,0.21522474622794788,0.024662162896970832
2802,2831,F,장년층,서울,0,11,0,4,0,감소,감소,0.308161405,0.290651307,0.19336827188982864,0.8066317281101714,0.0
2803,2832,F,장년층,서울,13,0,0,0,0,감소,감소,0.450125668,0.405270655,0.6738919449958943,0.3010457609349347,0.025062294069171036
2804,2833,F,장년층,경남,0,0,0,2,52,감소,감소,0.413435162,0.306686047,0.3024088857456855,0.6975911142543145,0.0
2805,2834,F,장년층,서울,0,7,0,1,12,감소,감소,0.240188723,0.215156794,0.8123983050655164,0.12735688133487788,0.060244813599605734
2806,2835,F,장년층,서울,5,14,1,0,0,증가,증가,0.235664328,0.21657754,0.23363389868844045,0.7663661013115596,0.0
2807,2836,M,장년층,광주,5,0,0,1,1,증가,증가,0.45863935,0.357394366,0.520299943557837,0.29598237013486306,0.18371768630729995
2808,2837,F,장년층,인천,0,0,0,3,4,증가,증가,0.329251716,0.395107034,0.4806979289799698,0.5193020710200301,0.0
2809,2838,M,장년층,서울,7,0,0,1,5,증가,증가,0.353197483,0.257493188,0.5859882992064994,0.3742824786607122,0.039729222132788476
2810,2839,F,장년층,서울,1,0,0,0,0,증가,증가,0.206431291,0.215317919,0.18644782485302291,0.8135521751469771,0.0
2811,2840,F,장년층,경기,0,13,0,0,4,감소,감소,0.324454516,0.328825623,0.09503414000427,0.90496585999573,0.0
2812,2841,M,장년층,서울,0,0,0,0,0,증가,증가,0.307664176,0.282808137,0.011728892270459182,0.9882711077295409,0.0
2813,2842,F,장년층,경북,0,8,0,0,4,증가,증가,0.278243376,0.249326871,0.36107881489433297,0.638921185105667,0.0
2814,2843,F,장년층,부산,5,0,0,2,4,증가,증가,0.724453204,0.569873998,0.5618498127865037,0.4110693404196304,0.027080846793865937
2815,2844,F,장년층,서울,0,0,0,3,2,감소,감소,0.356432452,0.327226785,0.09109337078878403,0.908906629211216,0.0
2816,2845,F,장년층,서울,0,0,0,27,11,감소,감소,0.44990592,0.369491525,0.7208488456950284,0.2791511543049716,0.0
2817,2846,F,장년층,서울,2,2,1,7,1,감소,증가,0.526714083,0.295275591,0.5306127332623868,0.2552243221582035,0.21416294457940974
2818,2847,F,장년층,서울,0,37,0,0,0,증가,감소,0.388716008,0.306329114,0.03737696853974773,0.9626230314602523,0.0
2819,2848,F,장년층,서울,0,0,1,0,28,감소,감소,0.244488328,0.311958406,0.27030504627964497,0.729694953720355,0.0
2820,2849,F,장년층,서울,4,0,0,3,5,증가,증가,0.325583286,0.282258065,0.2987653414210846,0.1500984927660447,0.5511361658128707
2821,2850,F,장년층,충남,2,0,1,1,0,감소,감소,0.277189939,0.259358289,0.18548109856249761,0.8145189014375024,0.0
2822,2851,F,장년층,서울,4,0,0,0,1,증가,증가,0.725444655,0.613076923,0.125079813598092,0.8732040944483077,0.0017160919536003058
2823,2852,M,장년층,서울,0,0,0,3,5,감소,감소,0.690093865,0.592050209,0.6144308740520608,0.38425537505322954,0.001313750894709661
2824,2853,M,장년층,서울,0,0,0,4,0,증가,감소,0.23056669,0.251985177,0.31592310146744007,0.6840768985325599,0.0
2825,2854,F,장년층,경기,0,16,1,0,1,증가,증가,0.360082519,0.354874042,0.1529569714187216,0.8470430285812783,0.0
2826,2855,F,장년층,서울,0,0,0,1,0,감소,감소,0.38918758,0.219387755,0.5777718516349162,0.23575425473156933,0.18647389363351444
2827,2856,M,장년층,충남,2,0,1,1,5,감소,감소,0.671797524,0.479274611,0.6538301193972714,0.3024154772232399,0.043754403379488715
2828,2857,F,장년층,경기,0,0,0,5,0,증가,감소,0.230395648,0.287907869,0.2659695040435789,0.7334950407927592,0.0005354551636618707
2829,2858,F,장년층,경기,0,20,0,2,2,감소,증가,0.436092262,0.336126629,0.3748539185312667,0.6251460814687333,0.0
2830,2859,F,장년층,광주,0,0,0,0,0,감소,감소,0.254529184,0.256852792,0.218804989924161,0.781195010075839,0.0
2831,2860,M,장년층,부산,1,0,1,0,1,증가,증가,0.514054631,0.428414097,0.49024150057240085,0.3567977276250585,0.1529607718025406
2832,2861,F,장년층,경기,10,0,0,5,5,감소,감소,0.304110229,0.221494102,0.7004739609803954,0.2984633950053183,0.0010626440142862857
2833,2862,F,장년층,인천,0,3,0,0,0,증가,증가,0.303414566,0.239570918,0.46601501264826367,0.5339849873517363,0.0
2834,2863,F,장년층,경기,0,0,0,2,0,감소,증가,0.304618572,0.186684073,0.785856304926328,0.2109212833247629,0.0032224117489091444
2835,2864,F,장년층,경기,0,45,0,1,1,증가,증가,0.40631394,0.218234027,0.5972149858338955,0.344106889794917,0.05867812437118745
2836,2865,F,장년층,경기,0,0,1,0,0,감소,감소,0.357440185,0.290662651,0.32246785389555993,0.6775321461044401,0.0
2837,2866,M,장년층,전남,0,0,0,1,1,증가,감소,0.224003152,0.2262309,0.10201035694659627,0.8979896430534037,0.0
2838,2867,F,장년층,경기,15,4,0,0,0,감소,증가,0.218221557,0.200623701,0.5721186029091455,0.38732870349371956,0.04055269359713497
2839,2868,F,장년층,경남,0,0,0,0,0,감소,감소,0.223970924,0.259756098,0.7719496041026644,0.09414072663165732,0.13390966926567818
2840,2869,F,장년층,서울,0,0,1,0,2,감소,감소,0.253974206,0.233758701,0.3583527330100561,0.6416472669899439,0.0
2841,2870,M,장년층,서울,0,0,0,4,2,감소,증가,0.389236328,0.400197628,0.4522526644625363,0.5281880707557611,0.01955926478170253
2842,2871,F,장년층,서울,1,0,0,0,0,감소,증가,0.60580027,0.407061267,0.7559198643606596,0.21629944504394377,0.027780690595396645
2843,2872,F,장년층,경기,0,0,0,0,1,증가,증가,0.411391383,0.342028986,0.21714442886285165,0.7828555711371483,0.0
2844,2873,F,장년층,경기,4,40,1,0,0,증가,증가,0.341017089,0.322072072,0.19275546343103908,0.8072445365689609,0.0
2845,2874,F,장년층,부산,0,17,0,11,5,감소,감소,0.440053075,0.295783133,0.15847319282974398,0.7711798452580758,0.07034696191218016
2846,2875,F,장년층,서울,8,44,1,4,5,증가,감소,0.630394619,0.434689507,0.19531026406390609,0.336351864394198,0.46833787154189593
2847,2876,M,장년층,서울,3,1,1,2,0,증가,증가,0.35437156,0.492731446,0.3961590933347059,0.05662322543080906,0.5472176812344851
2848,2877,F,장년층,경기,0,0,0,0,0,증가,감소,0.26593283,0.275296778,0.12781707739561637,0.8721829226043837,0.0
2849,2878,F,장년층,경남,0,0,0,4,2,감소,감소,0.144624105,0.211267606,0.8233141858653996,0.05320252128414851,0.12348329285045187
2850,2879,M,장년층,서울,0,0,1,2,6,감소,감소,0.190124299,0.195708155,0.640431234057188,0.3139868725468626,0.045581893395949424
2851,2880,F,장년층,인천,0,11,0,0,2,감소,감소,0.403139915,0.321163366,0.3021033571527008,0.6978966428472991,0.0
2852,2881,M,장년층,서울,0,23,0,0,1,감소,감소,0.384882031,0.387033399,0.0657271692763117,0.9342728307236883,0.0
2853,2882,F,장년층,강원,0,0,1,0,0,증가,증가,0.312623157,0.300601202,0.30999195252759665,0.6900080474724033,0.0
2854,2883,F,장년층,대구,0,3,0,0,0,증가,증가,0.236456026,0.285788652,0.11167917068313057,0.8883208293168694,0.0
2855,2884,F,장년층,전북,0,45,0,11,0,감소,감소,0.223294496,0.165797706,0.5765639515782954,0.42343604842170457,0.0
2856,2885,F,장년층,광주,1,0,0,1,0,감소,감소,0.260301289,0.270711785,0.21460681871514017,0.7853931812848598,0.0
2857,2886,F,장년층,강원,1,14,0,0,1,감소,증가,0.150292523,0.237783595,0.48148274386665446,0.40802049504585775,0.11049676108748777
