"생산작업지시구분(생산:A,생산제외:D)","사업단위(평택:20000,태안:60000등)",작업지시타입(일반:WO/재투입:WR),작업공정정보(PCW11/PCW12),생산작업요청일자,장소정보,LOT번호,분할순번,제품코드,제품BOM차수,제품명,"생산작업지시순번(일련번호(1,2,3,4…))",LOT생산요청총중량ⓐ,LOT실수량ⓑ,LOT실중량ⓒ,작업지시및주문비고사항1,작업지시및주문비고사항2,시방적요,생산단위,작업지시구분(D:내수/E:수출),생산제조일자,비고
A,20000,WO,PCW12,2021-03-07,3,HR1521030727,0,PEMA143057600,130,PEMA-HR1500 한국흄관(울산),1,10000,1,10000,PC소포제2통 유지비율 필히 많이 상향,,,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,PCM221030703,0,PEMA063061300,138,PEMA-PCM2000 장원(남양주),3,5000,1,5000,Ae제1.5프로 5톤 pcm2000b5톤섞어서10톤납품,,pc소포제5캔상차,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,PCMB21030704,0,PEMA073061300,159,PEMA-PCM2000B 장원(남양주),4,5000,1,5000,Pcmb 에이제1.5프로,,,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,PR1021030701,0,PEMA013129802,11,PEMA-PR1000 삼일(칠서),1,15000,1,15000,1번탱크,,"7호 조일남 기사님 
레벨게이지 교체요구",KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,PR1021030701,1,PEMA013129802,11,PEMA-PR1000 삼일(칠서),2,10000,1,10000,1번탱크,,"7호 조일남 기사님 
레벨게이지 교체요구",KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,PR2021030707,0,PEMA023901510,152,PEMA-PR2000 동양파일(익산),7,10000,1,10000,전과동일,,,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,SR2A21030715,0,PEMA053048500,5,PEMA-SR2000A 쌍용(광주),3,10000,1,10000,공기량0.5% 하함,,,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-07,3,SR3F21030706,0,PEMA033023006,44,PEMA-SR3000F 동양(정관),6,5000,1,5000,고재범과장 통화,,테크니션수수료,KG,D,2021-03-07,
A,20000,WO,PCW12,2021-03-08,3,580F21030819,0,PEMA033103000,19,PEMA-580FX 미래(담양),11,15000,1,15000,시간엄수,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,580F21030830,0,PEMA033101400,26,PEMA-580FX 하나(금산),4,15000,1,15000,580FX,,외부계근 시간엄수,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,AE21030802,0,SSA013035303,2,AE 삼표(성수),4,3000,1,3000,Ae제,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,AE21030805,0,SSA073046500,290,AE 신일(송파),5,1000,1,1000,AE제,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,AE21030842,0,SSA013085300,20,AE 흥국(미사리),9,7000,1,7000,Ae제,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CR1021030818,0,PEMA033040300,13,PEMA-CR1000 성신(공주),10,10000,1,10000,공기량 1%상향,,시간엄수,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA421030828,0,PEMA013046500,378,CSA4000 신일(송파),8,10000,1,10000,외부계근할것  pc소포제3캔상차,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA521030801,0,PEMA033035303,5,CSA5000 삼표(성수),1,5000,1,5000,연구소제출샘플챙길것  pc소포제2캔상차,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA521030807,0,PEMA043099300,15,CSA5000 대왕(안성),1,10000,1,10000,전과동일,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA521030825,0,PEMA013070800,200,CSA5000 청주금성,1,10000,1,10000,pc소포제 4통,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA521030829,0,PEMA033035307,59,CSA5000 삼표(풍납),9,8000,1,8000,.,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,CSA521030837,0,PEMA033035303,6,CSA5000 삼표(성수),4,10000,1,10000,연구소제출샘플챙길것,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030803,0,PEMA033046500,394,PEMA-HR1000 신일(송파),2,10000,1,10000,외부계근할것  pc소포제3캔상차,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030808,0,PEMA013105210,108,PEMA-HR1000 삼우(대구),1,9000,1,9000,전과동일 pc소포제 2개,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030809,0,PEMA013116100,12,PEMA-HR1000 추부(금산),2,10000,1,10000,공기량 전과동일 유동화제 5통,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030811,0,PEMA023058200,65,PEMA-HR1000 유니온(포항),4,9000,1,9000,필요사항 없음,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030812,0,PEMA023105100,56,PEMA-HR1000 삼우(경산),5,10000,1,10000,전과동일 pc소포제 1개,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030814,0,PEMA013132400,3,PEMA-HR1000 삼화알엠씨(양주),7,7000,1,7000,AE제 3.3%타잎,,혼화제이송작업있음,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030817,0,PEMA153048300,127,PEMA-HR1000 대호(서산),9,10000,1,10000,공기량1% 상향,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030821,0,PEMA043023200,133,PEMA-HR1000 동양(광주),1,10000,1,10000,FA용 샘플병 지참  공기량조정,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030824,0,PEMA013046900,87,PEMA-HR1000 신진(대구),1,10000,1,10000,시간정확히,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030826,0,PEMA013103100,31,PEMA-HR1000 부청(안동),1,7000,1,7000,시간엄수,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030833,0,PEMA153001100,85,PEMA-HR1000 우성(강릉),11,10000,1,10000,"슬라그용

HR1500
송장 계근표 성적서",,"HR1500
송장 계근표 성적서
별도첨부",KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030835,0,PEMA13031400,190,PEMA-HR1000 산하(덕소),3,10000,1,10000,opc용,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030836,0,PEMA013072100,182,PEMA-HR1000 태명실업(이천),4,8000,1,8000,"FA용 전과동일
샘플통 1리터 요청
입고시험 1시간",,PC소포제 3캔,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030838,0,PEMA043041502,194,PEMA-HR1000 성진(화성),3,9000,1,9000,AE제 2.5%타잎,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1021030841,0,PEMA253048300,46,PEMA-HR1000 서해(태안),10,8000,1,8000,공기량1%상향,,고형분 14.5%이상,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1521030804,0,PEMA053046500,243,PEMA-HR1500 신일(송파),3,5000,1,5000,.,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1521030813,0,PEMA033014200,24,PEMA-HR1500 대성(울산),6,10000,1,10000,전과동일 2번탱크하차,,백두케미칼수수료,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1521030822,0,PEMA033030500,319,PEMA-HR1500 부산(부산),1,11000,1,11000,전과동일,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,HR1521030840,0,PEMA023113300,7,PEMA-HR1500 동명(울산),2,10000,1,10000,공기량2%상향 AE제2캐ㆍ PC소포제1캔,,신우에이엔씨 수수료,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,PCM221030834,0,PEMA043031800,23,PEMA-PCM2000 삼덕(평택),12,8000,1,8000,"자체계근신경
PC소포제 2캔",,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,PR1021030806,0,PEMA013024804,156,PEMA-PR1000 동진파일(서산),1,20000,1,20000,2공장에 입고해주세요,,입고전 사진촬영  영업사원통화,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,PR2021030810,0,PEMA023024804,86,PEMA-PR2000 동진파일(서산),3,10000,1,10000,2공장에 입고해주세요아침7~8시에 입고해주세요,,시간엄수 입고전 사진촬영  영업사원통화,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,SR2021030827,0,PEMA333048200,4,PEMA-SR2000 신창(포항),7,10000,1,10000,안윤광차장통화,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,SR2A21030831,0,PEMA043043200,5,PEMA-SR2000A 세진(광주),10,7000,1,7000,"전과동일
PC유동화제 3캔 ( 사무실요청 )",,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,SR3F21030823,0,PEMA063030500,179,PEMA-SR3000F 부산(부산),2,4000,1,4000,전과동일 PC소포제4캔,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-08,3,SR3F21030832,0,PEMA043046500,81,PEMA-SR3000F 신일(송파),11,3000,1,3000,.,,,KG,D,2021-03-08,
A,20000,WO,PCW12,2021-03-09,3,580F21030902,0,PEMA013099150,95,PEMA-580FX 쌍용(부천),1,20000,1,20000,3/10 수 580FX 20톤,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,580F21030919,0,PEMA013113800,30,PEMA-580FX 영남씨앤씨(경주),7,15000,1,15000,전과동일,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,AE21030916,0,SSA013035309,8,AE 삼표(용인),6,2000,1,2000,"샘플2통
공장진입시 출입영상 등록.",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,AE21030935,0,SSA013035303,3,AE 삼표(성수),12,2000,1,2000,필요사항 없음,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,CSA521030911,0,PEMA023037900,17,CSA5000 서우(서산),6,8000,1,8000,강세황대리배합,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,CSA521030917,0,PEMA033035309,47,CSA5000 삼표(용인),8,7000,1,7000,"샘플2통
공장진입시 출입영상 등록.",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,CSA521030929,0,PEMA013031700,31,CSA5000 삼덕(인천),11,10000,1,10000,pc소포제 2캔상차,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,CSA521030932,0,PEMA033120700,19,CSA5000 삼일(안성),15,10000,1,10000,"전과동일
PC소포제 2캔",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-08,3,HR1021030815,0,PEMA033088300,544,PEMA-HR1000 성진(안양),1,7000,1,7000,ae 3.0 ( ad1 ),,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-08,3,HR1021030816,0,PEMA033088300,545,PEMA-HR1000 성진(안양),2,5000,1,5000,ae 2.0 (ad2),,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-08,3,HR1021030839,0,PEMA063041501,447,PEMA-HR1000 성진(인천),3,10000,1,10000,.,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030905,0,PEMA043101200,181,PEMA-HR1000 영진(칠곡),2,10000,1,10000,fa용,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030906,0,PEMA013048900,79,PEMA-HR1000 아성(남원),2,8000,1,8000,전과동일,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030907,0,PEMA013114400,58,PEMA-HR1000 한빛(부안),3,10000,1,10000,삼성레미콘 계근후 하차 시간엄수 혼화제 조정,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030910,0,PEMA013041507,13,PEMA-HR1000 성진도시(화성) 구. 성진 서수원,4,7000,1,7000,시간절대엄수  서수원공장,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030915,0,PEMA013032302,65,PEMA-HR1000 아세아(수원),10,7000,1,7000,전과동일,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030918,0,PEMA13031400,191,PEMA-HR1000 산하(덕소),6,10000,1,10000,플라이애시용 공기량1.5프로상향,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030920,0,PEMA013075900,64,PEMA-HR1000 한국(고령),15,10000,1,10000,김동진사원통화 시간정확히,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030921,0,PEMA013000210,123,PEMA-HR1000 가야(인천),7,7000,1,7000,2번탱크 7t 11시 ae1.8%  pc소포제2캔상차,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030924,0,PEMA023034201,3,PEMA-HR1000 삼양(남양주),1,7000,1,7000,Ae제포지션5프로타잎,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030931,0,PEMA013087700,169,PEMA-HR1000 우성기업(진주),13,10000,1,10000,공기량 1프로하향,,배차후 배차기사 연락처 발송,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030933,0,PEMA013044801,4,PEMA-HR1000 수강에스디(사천),14,10000,1,10000,전과동일,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030936,0,PEMA013061000,73,PEMA-HR1000 일진(양평),3,3000,1,3000,"OPC용
AE제 0.45%
3번탱크입고",,자체계근신경요청,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030937,0,PEMA013115800,31,PEMA-HR1000 일진기업(양평),4,5000,1,5000,"OPC용 5톤
FA용 5톤
전괴동일",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1021030938,0,PEMA013115800,32,PEMA-HR1000 일진기업(양평),5,5000,1,5000,"OPC용 5톤
FA용 5톤
전괴동일",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1521030901,0,PEMA013120100,96,PEMA-HR1500 성우(영동),4,10000,1,10000,입고샘플 실험실 전달,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,HR1521030939,0,PEMA023061000,14,PEMA-HR1500 일진(양평),6,7000,1,7000,"포장용
입고전 이송작업후 입고 ( 약 1톤 )",,4번탱크 입고,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PCM221030925,0,PEMA063061300,139,PEMA-PCM2000 장원(남양주),13,2000,1,2000,Ae제0.7프로 pcm2000b 2톤섞어서 4톤납품,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PCM221030926,0,PEMA063061300,140,PEMA-PCM2000 장원(남양주),14,3000,1,3000,Ae제1.5프로 pcm2000b 3톤섞어서 6톤납품,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PCMB21030927,0,PEMA073061300,161,PEMA-PCM2000B 장원(남양주),15,2000,1,2000,Pcmb 에이제0.7프로,,pc소포제5캔상차,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PCMB21030928,0,PEMA073061300,160,PEMA-PCM2000B 장원(남양주),16,3000,1,3000,Pcmb 에이제1.5프로,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-08,3,PR1021030820,0,PEMA023033303,152,PEMA-PR1000 삼성(문경),3,15000,1,15000,고재범과장통화,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PR1021030903,0,PEMA023129801,23,PEMA-PR1000 삼일(충주),2,22000,1,22000,방문이력있는 탱크로리 배차요청,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PR1021030903,1,PEMA023129801,23,PEMA-PR1000 삼일(충주),3,3000,1,3000,방문이력있는 탱크로리 배차요청,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PR1021030908,0,PEMA013901520,167,PEMA-PR1000 동양파일(아산),4,20000,1,20000,"전과동일
샘플병 1리터요청",,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,PR1021030909,0,PEMA023019800,69,PEMA-PR1000 도봉(여주),1,2000,1,2000,전과동일,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-08,3,SR3F21030843,0,PEMA013081906,3,PEMA-SR3000F 현대(서울),3,3000,1,3000,교환용,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-09,3,SR3F21030934,0,PEMA023035303,9,PEMA-SR3000F 삼표(성수),11,6000,1,6000,롯데청량리현장용,,,KG,D,2021-03-09,
A,20000,WO,PCW12,2021-03-10,3,500F21031001,0,PEMA023058600,516,PEMA-500FR 유진(강서),1,3000,1,3000,500FR 23톤 11-11시30분 상차 부탁드려요,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,500F21031001,1,PEMA023058600,516,PEMA-500FR 유진(강서),2,20000,1,20000,500FR 23톤 11-11시30분 상차 부탁드려요,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,AE21030922,0,SSA013035315,4,AE 삼표(오산),6,3000,1,3000,필요사항 없음,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,AE21030923,0,SSA013069401,50,AE 천마(서울),7,10000,1,10000,.,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,CSA521030912,0,PEMA023035315,38,CSA5000 삼표(오산),3,8000,1,8000,필요사항 없음,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,CSA521030930,0,PEMA013085300,355,CSA5000 흥국(미사리),8,10000,1,10000,입고샘플시험실전달  pc소포제3캔상차,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031009,0,PEMA013020300,94,CSA5000 동남(장수),1,10000,1,10000,Ae제 1.1% 혼화제 조정,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031015,0,PEMA043116900,5,CSA5000 찬우(김해),6,10000,1,10000,공기량1프로하향,,신우,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031019,0,PEMA013128700,9,CSA5000 은성(천안),4,10000,1,10000,오전중 전과동일,,바닥강화제 1캔 피씨소포제1캔,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031027,0,PEMA013111300,37,CSA5000 대원(청주),7,10000,1,10000,플라이애시용,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031028,0,PEMA013126100,12,CSA5000 서호(태안),12,8000,1,8000,강세황대리배합,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,CSA521031031,0,PEMA033035303,7,CSA5000 삼표(성수),15,10000,1,10000,.,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,HR1021030913,0,PEMA043030401,96,PEMA-HR1000 부국(부천) 공기량낮은TYPE,4,8000,1,8000,공기량 낮은타입,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031002,0,PEMA013099140,41,PEMA-HR1000 쌍용(평택),1,10000,1,10000,"FA용
공기량 2% 상향
PC소포제 2캔",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031007,0,PEMA033009000,127,PEMA-HR1000 나성(나주),4,10000,1,10000,고속도로용 10톤 일반용 10톤 하차시 혼용금지,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031008,0,PEMA033009000,126,PEMA-HR1000 나성(나주),5,10000,1,10000,고속도로용 10톤 일반용 10톤 하차시 혼용금지,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031010,0,PEMA023111400,30,PEMA-HR1000 남부(화순),2,10000,1,10000,공기량조정,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031014,0,PEMA023100800,68,PEMA-HR1000 대종(경주),5,10000,1,10000,"AE제 5% 타입
하차후 이송작업 12톤
탱크수리",,시간엄수,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031016,0,PEMA013117000,22,PEMA-HR1000 알파(공주),5,5000,1,5000,일과중,,공기량 2%상향,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031017,0,PEMA013058620,18,PEMA-HR1000 유진(군산),1,10000,1,10000,전과동일,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031018,0,PEMA013073200,116,PEMA-HR1000 태형(화성),3,10000,1,10000,"PC소포제3캔상차
9시이전 꼭 도착요망",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031020,0,PEMA023026700,47,PEMA-HR1000 모헨즈(당진),7,10000,1,10000,전과동일,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031021,0,PEMA093001100,123,PEMA-HR1000 동해(동해),2,5000,1,5000,"일반 5톤
삼성분계 5톤
전과동일",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031022,0,PEMA093001100,122,PEMA-HR1000 동해(동해),3,5000,1,5000,"일반 5톤
삼성분계 5톤
전과동일",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031023,0,PEMA013013100,31,PEMA-HR1000 대림(장성),2,10000,1,10000,OPC용 혼화제 조정,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031024,0,PEMA013052400,35,PEMA-HR1000 영산(용인),8,7000,1,7000,AE제 포지션 3%,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031033,0,PEMA053049403,63,PEMA-HR1000 아이에스(이천),8,5000,1,5000,"1비피 5톤 입고
2비피 7톤 입고
김범중통화요청",,레벨게이지 12톤 탱크 2개 교체,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1021031034,0,PEMA053049403,64,PEMA-HR1000 아이에스(이천),9,7000,1,7000,"1비피 5톤 입고
2비피 7톤 입고
김범중통화요청",,레벨게이지 12톤 탱크 2개 교체,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,HR1521030914,0,PEMA033035315,4,PEMA-HR1500 삼표(오산),5,5000,1,5000,필요사항 없음,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1521031004,0,PEMA013082100,95,PEMA-HR1500 대원씨앤엠(울산),2,15000,1,15000,이현구과장 통화,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,HR1521031006,0,PEMA033060200,35,PEMA-HR1500 일강(해남),1,10000,1,10000,공기량조정 시간엄수 pc소포제 1캔상차요망,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,PR1021031003,0,PEMA093050413,8,PR1000 (AJU-4000PR) 아주(가좌)_미얀마,1,14000,1,14000,컨테이너 작업시간 : 3/11 13시30분아주 라벨붙여,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,PR1021031005,0,PEMA093050413,9,PR1000 (AJU-4000PR) 아주(가좌)_미얀마,1,14000,1,14000,아주미얀마 파일혼화제 수출용입니다.아주 라벨 붙여주시고,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,PR1021031013,0,PEMA013049402,130,PEMA-PR1000 1.5% 아이에스(청양),5,10000,1,10000,배합 박광서 차장님,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,PR1021031013,1,PEMA013049402,130,PEMA-PR1000 1.5% 아이에스(청양),6,10000,1,10000,배합 박광서 차장님,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,PR2021030904,0,PEMA023045801,66,PEMA-PR2000 신아(영동),1,3000,1,3000,이상태실장통화,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,PR2021030904,1,PEMA023045801,66,PEMA-PR2000 신아(영동),2,22000,1,22000,이상태실장통화,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,SN4021031035,0,TSN4012000306,1,PEMA-SN400 강릉(파주),15,5000,1,5000,,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-09,3,SR2021030940,0,PEMA033049301,25,PEMA-SR2000 아세아(안양),9,5000,1,5000,"전과동일
도착하기 30분전 차석통화",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,SR2021031012,0,PEMA053048519,5,PEMA-SR2000 쌍용(울산),5,5000,1,5000,구현우대리 통화 강도 잘나와야함,,신우에이엔씨 수수료,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,SR2021031026,0,PEMA013076910,2,PEMA-SR2000 경동(대구),9,10000,1,10000,도로공사용 전과동일 고형분비중체크 샘플필히전달,,pc유동화제 3캔,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,SR2A21031011,0,PEMA063023200,6,PEMA-SR2000A 동양(광주),4,5000,1,5000,공기량조정 시간엄수 샘플병 준비,,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-10,3,SR2A21031030,0,PEMA023117801,4,PEMA-SR2000A 에스피(광주),14,5000,1,5000,"전과동일
샘플병 1리터 요청",,,KG,D,2021-03-10,
A,20000,WO,PCW12,2021-03-11,3,580F21031104,0,PEMA043090700,22,PEMA-580FX 삼영씨앤텍(양주),2,15000,1,15000,기사님마스크필수착용,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,580F21031105,0,PEMA073050413,65,PEMA-580FX 아주(가좌),2,10000,1,10000,.,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,580F21031105,1,PEMA073050413,65,PEMA-580FX 아주(가좌),3,10000,1,10000,.,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,AE21031112,0,SSA013089210,8,AE 고려(공주),1,2000,1,2000,필요사항 없음,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,AE21031124,0,SSA073046500,291,AE 신일(송파),9,2000,1,2000,AE제,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,AE21031126,0,SSA013035307,39,AE 삼표(풍납),12,1000,1,1000,.,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-10,3,CSA521031029,0,PEMA023106900,68,CSA5000 동원(세종),2,10000,1,10000,시간엄수 블리딩 감소요청,,유동성 상향요청,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,CSA521031102,0,PEMA023054400,1,CSA5000 예일(예산),1,8000,1,8000,배합 김현섭대리 에이제포지션 3%,,당일오더,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,CSA521031114,0,PEMA023048701,5,CSA5000 아산(아산),3,7000,1,7000,2호기2번텡크 전과동일,,피씨소포제1캔,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-11,3,CSA521031125,0,PEMA033035307,60,CSA5000 삼표(풍납),15,8000,1,8000,.,,,KG,D,2021-03-11,
A,20000,WO,PCW12,2021-03-10,3,HR1021031025,0,PEMA013064802,15,PEMA-HR1000 주안(계룡),1,8000,1,8000,혼화제 약 2톤 이송작업  대리점 신우,,에이제포지션 0.83  고형분 상향요청,KG,D,2021-03-11,
