,SOLDDATE,CUSTID,PRODNAME,PRODCODE,REGION_U,TEMP,HUM,CONSTRUCTION,CONSTRUCTION_RATE,QUANT
5984,2019-07-25,2007400,PEMA-HR1000,PEMA033009000,전라남도,1.464156886,1.649768929,-0.143951848,-0.165457994,3000.0
5985,2019-07-25,2002200,PEMA-HR1000,PEMA013114400,전라북도,1.474684206,1.988515209,-0.143951848,-0.165457994,4000.0
5986,2019-07-25,2004300,PEMA-HR1000,PEMA043077300,세종시,1.253610487,1.957720093,-0.143951848,-0.165457994,4000.0
5987,2019-07-25,2003700,PEMA-HR1000,PEMA013072100,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,3000.0
5988,2019-07-25,2003000,PEMA-HR1000,PEMA013115800,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,3000.0
5989,2019-07-25,2005600,PEMA-HR1000,PEMA013061000,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,3000.0
5990,2019-07-25,2007302,PEMA-PR1000,PEMA023129801,충청북도,1.306247086,1.717518185,-0.143951848,-0.165457994,4000.0
5991,2019-07-25,2002500,PEMA-PR1000,PEMA023129801,충청북도,1.306247086,1.717518185,-0.143951848,-0.165457994,4000.0
5992,2019-07-25,2006800,CSA5000,PEMA013072700,대구광역시,1.453629566,1.341817766,-0.143951848,-0.165457994,4000.0
5993,2019-07-25,2002600,PEMA-HR1000,PEMA093001100,강원도,1.316774406,1.163206091,-0.143951848,-0.165457994,3000.0
5994,2019-07-25,2001102,PEMA-SR3000F,PEMA053006900,경상남도,1.432574926,1.113933905,-0.143951848,-0.165457994,2000.0
5995,2019-07-25,2005700,AE,SSA013035307,서울,1.327301726,1.501952371,-0.143951848,-0.165457994,1000.0
5996,2019-07-25,2005100,PEMA-HR1500,PEMA023061000,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,2000.0
5997,2019-07-25,2003100,PEMA-SR2000,PEMA033126700,경상남도,1.432574926,1.113933905,-0.143951848,-0.165457994,2000.0
5998,2019-07-25,2004800,PEMA-SR2000,PEMA373048200,경상북도,1.327301726,1.748313302,-0.143951848,-0.165457994,2000.0
5999,2019-07-25,2001200,PEMA-HR1500,PEMA013120100,충청북도,1.306247086,1.717518185,-0.143951848,-0.165457994,2000.0
6000,2019-07-25,2006600,PEMA-SR2000,PEMA043062007,경기도북부,1.232555847,2.025469349,-0.143951848,-0.165457994,2000.0
6001,2019-07-25,2005900,PEMA-HR1500,PEMA033035315,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,2000.0
6002,2019-07-25,2001700,PEMA-SR2000,PEMA043091500,울산광역시,1.432574926,1.391089952,-0.143951848,-0.165457994,3000.0
6003,2019-07-25,2006500,CSA5000,PEMA043099300,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,4000.0
6004,2019-07-25,2003900,PEMA-HR1500,PEMA023006800,경상남도,1.432574926,1.113933905,-0.143951848,-0.165457994,3000.0
6005,2019-07-25,2007000,PEMA-SR2000A,PEMA063023200,경기도남부,1.316774406,1.797585488,-0.143951848,-0.165457994,2000.0
6006,2019-07-25,2003000,PEMA-HR1500,PEMA023087900,대구광역시,1.453629566,1.341817766,-0.143951848,-0.165457994,3000.0
6007,2019-07-26,2007200,PEMA-SN400,TSN4012026905,경기도북부,1.116755327,2.099377628,-0.143951848,-0.165457994,3000.0
6008,2019-07-26,2006609,PEMA-SR3000F,PEMA043069401,서울,1.200973887,1.822221581,-0.143951848,-0.165457994,1000.0
6009,2019-07-26,2006900,PEMA-HR1000,PEMA013089220,충청남도,1.179919247,1.926924977,-0.143951848,-0.165457994,4000.0
6010,2019-07-26,2004700,PEMA-HR1500,PEMA033023500,경상남도,1.464156886,0.972276369,-0.143951848,-0.165457994,3000.0
6011,2019-07-26,2007800,PEMA-SR2000,PEMA383048200,경상북도,1.506266166,1.040025625,-0.143951848,-0.165457994,2000.0
6012,2019-07-26,2004400,CSA5000,PEMA013085300,경기도남부,1.274665127,1.760631348,-0.143951848,-0.165457994,5000.0
6013,2019-07-26,2007000,PEMA-PR1000,PEMA013901520,충청남도,1.179919247,1.926924977,-0.143951848,-0.165457994,5000.0
6014,2019-07-26,2005300,PEMA-HR1500,PEMA033006900,경상남도,1.464156886,0.972276369,-0.143951848,-0.165457994,3000.0
6015,2019-07-26,2001400,PEMA-HR1000,PEMA013103400,강원도,1.243083167,1.403407998,-0.143951848,-0.165457994,4000.0
6016,2019-07-26,2001200,PEMA-580FX,PEMA033101400,충청남도,1.179919247,1.926924977,-0.143951848,-0.165457994,7000.0
6017,2019-07-26,2001200,PEMA-HR1000,PEMA013125500,충청남도,1.179919247,1.926924977,-0.143951848,-0.165457994,4000.0
6018,2019-07-26,2002100,PEMA-HR1000,PEMA023069403,충청남도,1.179919247,1.926924977,-0.143951848,-0.165457994,4000.0
6019,2019-07-26,2003700,PEMA-HR1000,PEMA023111400,전라남도,1.443102246,1.545065534,-0.143951848,-0.165457994,3000.0
6020,2019-07-26,2001200,CSA5000,PEMA003039101,충청북도,1.422047606,1.428044092,-0.143951848,-0.165457994,5000.0
6021,2019-07-26,2002800,PEMA-HR1500,PEMA013111900,경상남도,1.464156886,0.972276369,-0.143951848,-0.165457994,3000.0
6022,2019-07-26,2007000,PEMA-HR1500,PEMA063048100,전라남도,1.443102246,1.545065534,-0.143951848,-0.165457994,2000.0
6023,2019-07-26,2007302,PEMA-580FX,PEMA043090700,경기도북부,1.116755327,2.099377628,-0.143951848,-0.165457994,7000.0
6024,2019-07-26,2004700,PEMA-SN400,TSN4012032804,부산광역시,1.274665127,1.871493767,-0.143951848,-0.165457994,3000.0
6025,2019-07-26,2005800,PEMA-HR1000,PEMA023121400,강원도,1.243083167,1.403407998,-0.143951848,-0.165457994,4000.0
6026,2019-07-26,2005200,PEMA-HR1000,PEMA013037300,경기도남부,1.274665127,1.760631348,-0.143951848,-0.165457994,4000.0
6027,2019-07-26,2005200,PEMA-HR1000,PEMA013121910,강원도,1.243083167,1.403407998,-0.143951848,-0.165457994,4000.0
6028,2019-07-27,2004500,CSA5000,PEMA013107700,경기도북부,1.422047606,1.434203115,-0.143951848,-0.165457994,5000.0
6029,2019-07-27,2003700,PEMA-HR1000,PEMA013112900,강원도,1.495738846,0.602734973,-0.143951848,-0.165457994,5000.0
6030,2019-07-27,2002300,PEMA-HR1000,PEMA013121600,경기도북부,1.422047606,1.434203115,-0.143951848,-0.165457994,4000.0
6031,2019-07-27,2002100,PEMA-HR1000,PEMA013037300,경기도남부,1.537848126,1.120092928,-0.143951848,-0.165457994,3000.0
6032,2019-07-27,2005000,PEMA-HR1000,PEMA023100800,경상북도,1.453629566,1.206319254,-0.143951848,-0.165457994,3000.0
6033,2019-07-27,2004000,CSA5000,PEMA003039101,충청북도,1.569430086,0.996912462,-0.143951848,-0.165457994,4000.0
6034,2019-07-27,2006500,PEMA-PR1000,PEMA013024804,충청남도,1.358883686,1.59433772,-0.143951848,-0.165457994,4000.0
6035,2019-07-27,2003900,AE,SSA013035303,서울,1.548375446,0.670484229,-0.143951848,-0.165457994,2000.0
6036,2019-07-27,2005700,AE,SSA073046500,서울,1.548375446,0.670484229,-0.143951848,-0.165457994,2000.0
6037,2019-07-27,2001500,PEMA-SR2000,PEMA053062006,서울,1.548375446,0.670484229,-0.143951848,-0.165457994,4000.0
6038,2019-07-27,2002400,PEMA-HR1000,PEMA013019701,강원도,1.495738846,0.602734973,-0.143951848,-0.165457994,5000.0
6039,2019-07-27,2007200,PEMA-HR1000,PEMA033046500,서울,1.548375446,0.670484229,-0.143951848,-0.165457994,5000.0
6040,2019-07-27,2006200,PEMA-HR1000,PEMA013046900,대구광역시,1.516793486,1.163206091,-0.143951848,-0.165457994,3000.0
6041,2019-07-27,2002800,PEMA-HR1000,PEMA213048300,충청남도,1.358883686,1.59433772,-0.143951848,-0.165457994,3000.0
6042,2019-07-27,2006606,CSA5000,PEMA023002000,경기도남부,1.537848126,1.120092928,-0.143951848,-0.165457994,4000.0
6043,2019-07-27,2005500,PEMA-HR1500,PEMA033014200,울산광역시,1.453629566,1.378771905,-0.143951848,-0.165457994,3000.0
6044,2019-07-27,2002600,PEMA-HR1500,PEMA023022400,경상남도,1.400992966,1.397248975,-0.143951848,-0.165457994,3000.0
6045,2019-07-27,2003200,PEMA-PCR3000N,PEMA013133000,서울,1.548375446,0.670484229,-0.143951848,-0.165457994,2000.0
6046,2019-07-27,2003900,CSA5000,PEMA023007400,전라남도,1.337829046,1.957720093,-0.143951848,-0.165457994,5000.0
6047,2019-07-27,2001400,PEMA-PR2000,PEMA023045801,충청북도,1.569430086,0.996912462,-0.143951848,-0.165457994,2000.0
6048,2019-07-27,2007302,PEMA-580FX,PEMA043090700,경기도북부,1.422047606,1.434203115,-0.143951848,-0.165457994,8000.0
6049,2019-07-28,2007100,PEMA-580FX,PEMA013107101,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,8000.0
6050,2019-07-28,2004700,PEMA-HR1000,PEMA093001100,강원도,1.295719766,1.157047068,-0.143951848,-0.165457994,3000.0
6051,2019-07-28,2002500,PEMA-HR1000,PEMA013119500,강원도,1.295719766,1.157047068,-0.143951848,-0.165457994,3000.0
6052,2019-07-28,2002300,PEMA-HR1000,PEMA013121600,경기도북부,1.190446567,2.019310326,-0.143951848,-0.165457994,4000.0
6053,2019-07-28,2006100,PEMA-HR1000,PEMA063041501,인천,1.243083167,1.865334744,-0.143951848,-0.165457994,4000.0
6054,2019-07-28,2005000,CSA5000,PEMA013130300,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,5000.0
6055,2019-07-28,2002600,PEMA-HR1000,PEMA013087700,경상남도,1.548375446,0.590416926,-0.143951848,-0.165457994,5000.0
6056,2019-07-28,2006500,PEMA-SR3000F,PEMA013072101,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,2000.0
6057,2019-07-28,2004400,PEMA-SR3000F,PEMA023117000,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,2000.0
6058,2019-07-28,2004300,SRE-110,PEMA023118900,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,2000.0
6059,2019-07-28,2001600,PEMA-HR1000,PEMA023105100,경상북도,1.495738846,1.144729021,-0.143951848,-0.165457994,3000.0
6060,2019-07-28,2005800,AE,SSA013035307,서울,1.306247086,1.391089952,-0.143951848,-0.165457994,1000.0
6061,2019-07-28,2006606,CSA5000,PEMA013128700,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,5000.0
6062,2019-07-28,2007400,PEMA-SR2000,PEMA043080500,울산광역시,1.537848126,0.775187625,-0.143951848,-0.165457994,4000.0
6063,2019-07-28,2007500,AE,SSA013082500,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,1000.0
6064,2019-07-28,2003200,PEMA-HR1000,PEMA013128300,강원도,1.295719766,1.157047068,-0.143951848,-0.165457994,3000.0
6065,2019-07-28,2007400,PEMA-HR1000,PEMA013050400,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,4000.0
6066,2019-07-28,2003600,PEMA-HR1000,PEMA023024801,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,4000.0
6067,2019-07-28,2005000,PEMA-CR1000,PEMA023123000,인천,1.243083167,1.865334744,-0.143951848,-0.165457994,3000.0
6068,2019-07-28,2004000,CSA5000,PEMA053054200,경상북도,1.495738846,1.144729021,-0.143951848,-0.165457994,4000.0
6069,2019-07-28,2001500,CSA5000,PEMA013061900,경상북도,1.495738846,1.144729021,-0.143951848,-0.165457994,4000.0
6070,2019-07-28,2007600,CSA5000,PEMA063069401,서울,1.306247086,1.391089952,-0.143951848,-0.165457994,5000.0
6071,2019-07-28,2004500,CSA5000,PEMA033035307,서울,1.306247086,1.391089952,-0.143951848,-0.165457994,5000.0
6072,2019-07-28,2001400,PEMA-HR1000,PEMA013043200,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,4000.0
6073,2019-07-28,2007500,PEMA-HR1000,PEMA033088300,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,4000.0
6074,2019-07-28,2001600,CSA5000,PEMA013023500,경상남도,1.548375446,0.590416926,-0.143951848,-0.165457994,6000.0
6075,2019-07-28,2003300,PEMA-SR3000F,PEMA013042200,경상북도,1.495738846,1.144729021,-0.143951848,-0.165457994,2000.0
6076,2019-07-28,2005200,PEMA-HR1500,PEMA053046500,서울,1.306247086,1.391089952,-0.143951848,-0.165457994,3000.0
6077,2019-07-28,2003700,PEMA-HR1500,PEMA033117000,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,3000.0
6078,2019-07-28,2002800,PEMA-HR1500,PEMA023104400,충청북도,1.390465646,1.421885068,-0.143951848,-0.165457994,3000.0
6079,2019-07-28,2002500,PEMA-HR1500,PEMA013120100,충청북도,1.390465646,1.421885068,-0.143951848,-0.165457994,3000.0
6080,2019-07-28,2005700,PEMA-PR2000,PEMA013131000,충청남도,1.264137807,1.91460693,-0.143951848,-0.165457994,2000.0
6081,2019-07-28,2004600,PEMA-PR2000,PEMA023045801,충청북도,1.390465646,1.421885068,-0.143951848,-0.165457994,2000.0
6082,2019-07-28,2004700,CSA5000,PEMA023002000,경기도남부,1.337829046,1.489634324,-0.143951848,-0.165457994,5000.0
6083,2019-07-29,2001400,PEMA-SR3000F,PEMA013042200,경상북도,1.569430086,0.565780833,-0.143951848,-0.165457994,4000.0
6084,2019-07-29,2004500,PEMA-HR1000,PEMA033046500,서울,1.453629566,0.54114474,-0.143951848,-0.165457994,5000.0
6085,2019-07-29,2005200,PEMA-HR1000,PEMA013122400,부산광역시,1.400992966,1.421885068,-0.143951848,-0.165457994,4000.0
6086,2019-07-29,2006612,PEMA-HR1000,PEMA013099140,경기도남부,1.506266166,0.89836809,-0.143951848,-0.165457994,3000.0
6087,2019-07-29,2002100,PEMA-HR1000,PEMA013032200,전라북도,1.579957406,1.194001207,-0.143951848,-0.165457994,3000.0
6088,2019-07-29,2007200,PEMA-HR1000,PEMA013125010,경상북도,1.569430086,0.565780833,-0.143951848,-0.165457994,5000.0
6089,2019-07-29,2002500,PEMA-HR1000,PEMA023099800,경상북도,1.569430086,0.565780833,-0.143951848,-0.165457994,5000.0
6090,2019-07-29,2007200,PEMA-PR1000,PEMA013033510,경상남도,1.527320806,0.688961299,-0.143951848,-0.165457994,7000.0
6091,2019-07-29,2002200,PEMA-PR2000,PEMA023024804,충청남도,1.379938326,1.317181673,-0.143951848,-0.165457994,2000.0
6092,2019-07-29,2007800,PEMA-HR1000,PEMA063041501,인천,1.379938326,1.126251951,-0.143951848,-0.165457994,3000.0
6093,2019-07-29,2004100,PEMA-580FX,PEMA023098200,충청남도,1.379938326,1.317181673,-0.143951848,-0.165457994,6000.0
6094,2019-07-29,2001500,PEMA-500FR,PEMA023058600,서울,1.453629566,0.54114474,-0.143951848,-0.165457994,11000.0
6095,2019-07-29,2004100,PEMA-580FX,PEMA013113800,경상북도,1.569430086,0.565780833,-0.143951848,-0.165457994,10000.0
6096,2019-07-29,2005500,PEMA-HR1500,PEMA023000210,인천,1.379938326,1.126251951,-0.143951848,-0.165457994,3000.0
6097,2019-07-29,2003300,PEMA-HR1500,PEMA013082100,울산광역시,1.516793486,0.93532223,-0.143951848,-0.165457994,3000.0
6098,2019-07-29,2007100,PEMA-PCM2000,PEMA063061300,경기도북부,1.369411006,1.347976789,-0.143951848,-0.165457994,2000.0
6099,2019-07-29,2003800,PEMA-HR1500,PEMA053046500,서울,1.453629566,0.54114474,-0.143951848,-0.165457994,5000.0
6100,2019-07-29,2006609,PEMA-PCM2000,PEMA063061300,경기도북부,1.369411006,1.347976789,-0.143951848,-0.165457994,2000.0
6101,2019-07-29,2007302,PEMA-580FX,PEMA033101400,충청남도,1.379938326,1.317181673,-0.143951848,-0.165457994,6000.0
6102,2019-07-29,2005400,PEMA-580FX,PEMA013126200,충청북도,1.632594006,0.362533065,-0.143951848,-0.165457994,15000.0
6103,2019-07-29,2005800,AE,SSA073046500,서울,1.453629566,0.54114474,-0.143951848,-0.165457994,2000.0
6104,2019-07-29,2004400,PEMA-580FX,PEMA013107101,경기도남부,1.506266166,0.89836809,-0.143951848,-0.165457994,6000.0
6105,2019-07-29,2006700,PEMA-500FR,PEMA023058600,서울,1.453629566,0.54114474,-0.143951848,-0.165457994,11000.0
6106,2019-07-29,2004901,PEMA-HR1000,PEMA063041501,인천,1.379938326,1.126251951,-0.143951848,-0.165457994,3000.0
6107,2019-07-30,2003300,PEMA-HR1000,PEMA013120900,경상북도,1.643121326,0.313260879,-0.143951848,-0.165457994,7000.0
6108,2019-07-30,2007700,PEMA-HR1000,PEMA013015800,전라북도,1.632594006,1.298704603,-0.143951848,-0.165457994,3000.0
6109,2019-07-30,2007302,PEMA-HR1000,PEMA013117801,경기도남부,1.579957406,0.842936881,-0.143951848,-0.165457994,3000.0
6110,2019-07-30,2002100,PEMA-HR1000,PEMA353048300,충청북도,1.695757926,0.282465763,-0.143951848,-0.165457994,7000.0
6111,2019-07-30,2006700,PEMA-HR1000,PEMA013118500,강원도,1.558902766,0.054581902,-0.143951848,-0.165457994,7000.0
6112,2019-07-30,2007302,PEMA-HR1000,PEMA013005900,전라남도,1.548375446,1.194001207,-0.143951848,-0.165457994,3000.0
6113,2019-07-30,2007200,PEMA-HR1000,PEMA013005900,전라남도,1.548375446,1.194001207,-0.143951848,-0.165457994,3000.0
6114,2019-07-30,2004400,PEMA-HR1500,PEMA013030801,부산광역시,1.474684206,1.360294836,-0.143951848,-0.165457994,3000.0
6115,2019-07-30,2005900,PEMA-HR1500,PEMA023110500,울산광역시,1.590484726,0.627371066,-0.143951848,-0.165457994,5000.0
6116,2019-07-30,2002400,CSA5000,PEMA033035303,서울,1.516793486,0.590416926,-0.143951848,-0.165457994,6000.0
6117,2019-07-30,2007000,CSA5000,PEMA023133200,경상북도,1.643121326,0.313260879,-0.143951848,-0.165457994,8000.0
6118,2019-07-30,2007100,PEMA-HR1000,PEMA013010900,충청남도,1.411520286,1.532747487,-0.143951848,-0.165457994,4000.0
6119,2019-07-30,2003200,PEMA-SR3000F,PEMA023027100,전라남도,1.548375446,1.194001207,-0.143951848,-0.165457994,2000.0
6120,2019-07-30,2006600,PEMA-SR2000A,PEMA063023200,경기도남부,1.579957406,0.842936881,-0.143951848,-0.165457994,3000.0
6121,2019-07-30,2002000,PEMA-SR2000A,PEMA063023200,경기도남부,1.579957406,0.842936881,-0.143951848,-0.165457994,3000.0
6122,2019-07-30,2006600,PEMA-HR1500,PEMA053046500,서울,1.516793486,0.590416926,-0.143951848,-0.165457994,5000.0
6123,2019-07-30,2005000,PEMA-SR2000A,PEMA023117801,경기도남부,1.579957406,0.842936881,-0.143951848,-0.165457994,3000.0
6124,2019-07-30,2003100,PEMA-SN400,TSN4012001730,경기도남부,1.579957406,0.842936881,-0.143951848,-0.165457994,2000.0
6125,2019-07-30,2006300,CSA4000,PEMA013046500,서울,1.516793486,0.590416926,-0.143951848,-0.165457994,5000.0
6126,2019-07-30,2005300,PEMA-PR1000,PEMA023129801,충청북도,1.695757926,0.282465763,-0.143951848,-0.165457994,10000.0
6127,2019-07-30,2004000,PEMA-PR1000,PEMA023129801,충청북도,1.695757926,0.282465763,-0.143951848,-0.165457994,10000.0
6128,2019-07-30,2006609,CSA4000,PEMA143027400,부산광역시,1.474684206,1.360294836,-0.143951848,-0.165457994,3000.0
6129,2019-07-31,2004800,PEMA-SR2000,PEMA033049301,경기도남부,1.390465646,1.458839208,-0.143951848,-0.165457994,3000.0
6130,2019-07-31,2003900,CSA5000,PEMA033035303,서울,1.274665127,1.563542604,-0.143951848,-0.165457994,4000.0
6131,2019-07-31,2007500,PEMA-PR1000,PEMA023033303,경상북도,1.664175966,0.424123298,-0.143951848,-0.165457994,11000.0
6132,2019-07-31,2002100,PEMA-PR1000,PEMA013033302,경상북도,1.664175966,0.424123298,-0.143951848,-0.165457994,11000.0
6133,2019-07-31,2001400,PEMA-PR2000,PEMA023901510,전라북도,1.685230606,1.212478277,-0.143951848,-0.165457994,2000.0
6134,2019-07-31,2002100,PEMA-HR1500,PEMA033027400,부산광역시,1.506266166,1.064661718,-0.143951848,-0.165457994,3000.0
6135,2019-07-31,2007600,PEMA-HR1500,PEMA053031200,경상남도,1.685230606,0.362533065,-0.143951848,-0.165457994,8000.0
6136,2019-07-31,2006900,PEMA-HR1500,PEMA023087900,대구광역시,1.822085765,-0.074757587,-0.143951848,-0.165457994,7000.0
6137,2019-07-31,2005100,PEMA-HR1500,PEMA013128400,충청북도,1.695757926,0.25782967,-0.143951848,-0.165457994,7000.0
6138,2019-07-31,2007400,PEMA-HR1500,PEMA013128400,충청북도,1.695757926,0.25782967,-0.143951848,-0.165457994,7000.0
6139,2019-07-31,2005700,CSA5000,PEMA013103801,경기도북부,1.127282647,2.019310326,-0.143951848,-0.165457994,4000.0
6140,2019-07-31,2001300,CSA5000,PEMA023091600,충청남도,1.316774406,1.926924977,-0.143951848,-0.165457994,5000.0
6141,2019-07-31,2003400,PEMA-500FR,PEMA023058600,서울,1.274665127,1.563542604,-0.143951848,-0.165457994,6000.0
6142,2019-07-31,2006700,PEMA-SR2000,PEMA043062007,경기도북부,1.127282647,2.019310326,-0.143951848,-0.165457994,2000.0
6143,2019-07-31,2001300,PEMA-SN400,TSN4012030609,경기도북부,1.127282647,2.019310326,-0.143951848,-0.165457994,3000.0
6144,2019-07-31,2004300,CSA5000,PEMA033035307,서울,1.274665127,1.563542604,-0.143951848,-0.165457994,4000.0
6145,2019-07-31,2004500,CSA5000,PEMA063048300,충청남도,1.316774406,1.926924977,-0.143951848,-0.165457994,5000.0
6146,2019-07-31,2006900,PEMA-HR1000,PEMA033009000,전라남도,1.611539366,1.064661718,-0.143951848,-0.165457994,3000.0
6147,2019-07-31,2001400,PEMA-HR1000,PEMA013043200,경기도남부,1.390465646,1.458839208,-0.143951848,-0.165457994,4000.0
6148,2019-07-31,2002300,PEMA-HR1000,PEMA013122400,부산광역시,1.506266166,1.064661718,-0.143951848,-0.165457994,3000.0
6149,2019-07-31,2001700,PEMA-HR1000,PEMA023099800,경상북도,1.664175966,0.424123298,-0.143951848,-0.165457994,8000.0
6150,2019-07-31,2003500,PEMA-HR1000,PEMA023041503,충청남도,1.316774406,1.926924977,-0.143951848,-0.165457994,4000.0
6151,2019-07-31,2001300,CSA5000,PEMA023006200,충청남도,1.316774406,1.926924977,-0.143951848,-0.165457994,5000.0
6152,2019-07-31,2007500,PEMA-HR1000,PEMA013118500,강원도,1.379938326,0.793664694,-0.143951848,-0.165457994,4000.0
6153,2019-07-31,2007800,CSA4000,PEMA013046500,서울,1.274665127,1.563542604,-0.143951848,-0.165457994,3000.0
6154,2019-07-31,2001800,PEMA-HR1000,PEMA093001100,강원도,1.379938326,0.793664694,-0.143951848,-0.165457994,4000.0
6155,2019-08-01,2003900,PEMA-SR3000F,PEMA043001000,인천,1.274665127,1.711359162,-0.811003471,-0.525638662,2000.0
6156,2019-08-01,2004200,PEMA-PR10001,PEMA013049402,충청북도,1.664175966,0.411805252,-0.811003471,-0.525638662,18000.0
6157,2019-08-01,2004300,PEMA-PCM2000B,PEMA073061300,경기도북부,1.264137807,1.729836232,-0.811003471,-0.525638662,1000.0
6158,2019-08-01,2002400,PEMA-HR1000,PEMA013032200,전라북도,1.590484726,1.366453859,-0.811003471,-0.525638662,3000.0
6159,2019-08-01,2005400,PEMA-HR1000,PEMA033041500,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,3000.0
6160,2019-08-01,2007200,PEMA-HR1000,PEMA013073200,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,3000.0
6161,2019-08-01,2004700,PEMA-HR1500,PEMA013901100,충청북도,1.664175966,0.411805252,-0.811003471,-0.525638662,8000.0
6162,2019-08-01,2006900,PEMA-HR1000,PEMA013114400,전라북도,1.590484726,1.366453859,-0.811003471,-0.525638662,3000.0
6163,2019-08-01,2003000,PEMA-HR1000,PEMA023058622,전라남도,1.632594006,0.89836809,-0.811003471,-0.525638662,3000.0
6164,2019-08-01,2007600,PEMA-HR1000,PEMA013125500,충청남도,1.432574926,1.464998231,-0.811003471,-0.525638662,4000.0
6165,2019-08-01,2003000,CSA5000,PEMA013111300,충청북도,1.664175966,0.411805252,-0.811003471,-0.525638662,9000.0
6166,2019-08-01,2003400,PEMA-PCR3000E,PEMA013123501,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,2000.0
6167,2019-08-01,2005200,PEMA-SR3000F,PEMA023080100,대구광역시,1.832613085,-0.025485401,-0.811003471,-0.525638662,5000.0
6168,2019-08-01,2007400,PEMA-HR1000,PEMA023024801,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,3000.0
6169,2019-08-01,2002800,PEMA-SR3000F,PEMA023002600,부산광역시,1.516793486,0.996912462,-0.811003471,-0.525638662,2000.0
6170,2019-08-01,2001400,PEMA-HR1000,PEMA013050400,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,3000.0
6171,2019-08-01,2006300,PEMA-500FR,PEMA023058600,서울,1.327301726,1.27406851,-0.811003471,-0.525638662,6000.0
6172,2019-08-01,2004100,CSA5000,PEMA023001000,인천,1.274665127,1.711359162,-0.811003471,-0.525638662,4000.0
6173,2019-08-01,2001700,CSA5000,PEMA023038000,충청남도,1.432574926,1.464998231,-0.811003471,-0.525638662,5000.0
6174,2019-08-01,2003900,AE,SSA013082500,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,1000.0
6175,2019-08-01,2007800,PEMA-SR2000,PEMA043005600,전라남도,1.632594006,0.89836809,-0.811003471,-0.525638662,2000.0
6176,2019-08-01,2004800,CSA5000,PEMA023002000,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,4000.0
6177,2019-08-01,2002300,CSA5000,PEMA023106900,세종시,1.548375446,0.824459811,-0.811003471,-0.525638662,4000.0
6178,2019-08-01,2002000,PEMA-HR1000,PEMA013050401,경기도남부,1.474684206,1.23711437,-0.811003471,-0.525638662,3000.0
6179,2019-08-01,2001700,PEMA-HR1000,PEMA013078018,강원도,1.453629566,0.621212043,-0.811003471,-0.525638662,5000.0
6180,2019-08-01,2004500,PEMA-HR1000,PEMA153001100,강원도,1.453629566,0.621212043,-0.811003471,-0.525638662,5000.0
6181,2019-08-01,2004901,PEMA-HR1000,PEMA013122500,강원도,1.453629566,0.621212043,-0.811003471,-0.525638662,5000.0
6182,2019-08-01,2005200,PEMA-HR1000,PEMA013131100,강원도,1.453629566,0.621212043,-0.811003471,-0.525638662,5000.0
6183,2019-08-01,2003800,PEMA-HR1000,PEMA063041501,인천,1.274665127,1.711359162,-0.811003471,-0.525638662,3000.0
6184,2019-08-02,2001600,CSA5000,PEMA043069400,경기도남부,1.548375446,0.775187625,-0.811003471,-0.525638662,7000.0
6185,2019-08-02,2002300,CSA5000,PEMA023054400,충청남도,-1.441383428,-4.047327598,-0.811003471,-0.525638662,8000.0
6186,2019-08-02,2004800,CSA5000,PEMA033035303,서울,1.548375446,0.547303764,-0.811003471,-0.525638662,6000.0
6187,2019-08-02,2006800,PEMA-HR1000,PEMA013041507,경기도남부,1.548375446,0.775187625,-0.811003471,-0.525638662,5000.0
6188,2019-08-02,2006606,PEMA-HR1000,PEMA033046500,서울,1.548375446,0.547303764,-0.811003471,-0.525638662,5000.0
6189,2019-08-02,2005800,PEMA-HR1000,PEMA043101200,경상북도,1.685230606,0.140808228,-0.811003471,-0.525638662,6000.0
6190,2019-08-02,2007100,PEMA-PR1000,PEMA013129802,경상남도,1.653648646,0.565780833,-0.811003471,-0.525638662,7000.0
