수주번호,거래처코드,제품코드,"영업등록구분(계획, 추가)",수주량,수주단가,수주금액,수주예정일자,수주일자,납기예정일자,납기일자,생산계획확정여부,자재계획확정여부,판매수량,진행현황,적재창고위치,적재창고위치명,긴급여부,비고
HR1021030808,2001700.0,PEMA013105210,계획,9000.0,1361.0,12249000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000.0,완료,20000.0,태안,N,
HR1021030809,2001800.0,PEMA013116100,계획,10000.0,1362.0,13620000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030811,2002000.0,PEMA023058200,계획,9000.0,1363.0,12267000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000.0,완료,20000.0,태안,N,
HR1021030812,2002100.0,PEMA023105100,계획,10000.0,1364.0,13640000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030814,2002200.0,PEMA013132400,계획,7000.0,1365.0,9555000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030817,2002300.0,PEMA153048300,계획,10000.0,1366.0,13660000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030821,2002400.0,PEMA043023200,계획,10000.0,1367.0,13670000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030824,2002500.0,PEMA013046900,계획,10000.0,1368.0,13680000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030826,2002600.0,PEMA013103100,계획,7000.0,1369.0,9583000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030833,2002700.0,PEMA153001100,계획,10000.0,1370.0,13700000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030835,2002800.0,PEMA13031400,계획,10000.0,1371.0,13710000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030836,2002900.0,PEMA013072100,계획,8000.0,1372.0,10976000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021030838,2003000.0,PEMA043041502,계획,9000.0,1373.0,12357000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,9000.0,완료,20000.0,태안,N,
HR1021030841,2003100.0,PEMA253048300,계획,8000.0,1374.0,10992000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000.0,완료,20000.0,태안,N,
HR1521030804,2003200.0,PEMA053046500,계획,5000.0,1375.0,6875000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,5000.0,완료,20000.0,태안,N,
HR1521030813,2003300.0,PEMA033014200,계획,10000.0,1376.0,13760000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1521030822,2003400.0,PEMA033030500,계획,11000.0,1377.0,15147000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,11000.0,완료,20000.0,태안,N,
HR1521030840,2003500.0,PEMA023113300,계획,10000.0,1378.0,13780000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
PCM221030834,2003600.0,PEMA043031800,계획,8000.0,1379.0,11032000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,8000.0,완료,20000.0,태안,N,
PR1021030806,2003700.0,PEMA013024804,계획,20000.0,1380.0,27600000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,20000.0,완료,20000.0,태안,N,
PR2021030810,2003800.0,PEMA023024804,계획,10000.0,1381.0,13810000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
SR2021030827,2003900.0,PEMA333048200,계획,10000.0,1382.0,13820000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
SR2A21030831,2004000.0,PEMA043043200,계획,7000.0,1383.0,9681000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000.0,완료,20000.0,태안,N,
SR3F21030823,2004100.0,PEMA063030500,계획,4000.0,1384.0,5536000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,4000.0,완료,20000.0,태안,N,
SR3F21030832,2004104.0,PEMA043046500,계획,3000.0,1385.0,4155000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,3000.0,완료,20000.0,태안,N,
580F21030902,2004200.0,PEMA013099150,계획,20000.0,1386.0,27720000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,20000.0,완료,20000.0,태안,N,
580F21030919,2004300.0,PEMA013113800,계획,15000.0,1387.0,20805000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,15000.0,완료,20000.0,태안,N,
AE21030916,2004400.0,SSA013035309,계획,2000.0,1388.0,2776000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000.0,완료,20000.0,태안,N,
AE21030935,2004500.0,SSA013035303,계획,2000.0,1389.0,2778000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000.0,완료,20000.0,태안,N,
CSA521030911,2004600.0,PEMA023037900,계획,8000.0,1390.0,11120000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000.0,완료,20000.0,태안,N,
CSA521030917,2004700.0,PEMA033035309,계획,7000.0,1391.0,9737000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
CSA521030929,2004800.0,PEMA013031700,계획,10000.0,1392.0,13920000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521030932,2004901.0,PEMA033120700,계획,10000.0,1393.0,13930000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030815,2005000.0,PEMA033088300,계획,7000.0,1394.0,9758000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030816,2005100.0,PEMA033088300,계획,5000.0,1395.0,6975000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021030839,2005200.0,PEMA063041501,계획,10000.0,1396.0,13960000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030905,2005300.0,PEMA043101200,계획,10000.0,1397.0,13970000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030906,2005400.0,PEMA013048900,계획,8000.0,1398.0,11184000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021030907,2005500.0,PEMA013114400,계획,10000.0,1399.0,13990000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030910,2005600.0,PEMA013041507,계획,7000.0,1400.0,9800000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030915,2005700.0,PEMA013032302,계획,7000.0,1401.0,9807000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030918,2005800.0,PEMA13031400,계획,10000.0,1402.0,14020000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030920,2005900.0,PEMA013075900,계획,10000.0,1403.0,14030000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030921,2006000.0,PEMA013000210,계획,7000.0,1404.0,9828000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030924,2006100.0,PEMA023034201,계획,7000.0,1405.0,9835000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021030931,2006200.0,PEMA013087700,계획,10000.0,1406.0,14060000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030933,2006300.0,PEMA013044801,계획,10000.0,1407.0,14070000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030936,2006400.0,PEMA013061000,계획,3000.0,1408.0,4224000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
HR1021030937,2006500.0,PEMA013115800,계획,5000.0,1409.0,7045000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021030938,2006600.0,PEMA013115800,계획,5000.0,1410.0,7050000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000.0,완료,20000.0,태안,N,
HR1521030901,2006606.0,PEMA013120100,계획,10000.0,1411.0,14110000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
HR1521030939,2006609.0,PEMA023061000,계획,7000.0,1412.0,9884000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,7000.0,완료,20000.0,태안,N,
PCM221030925,2006612.0,PEMA063061300,계획,2000.0,1413.0,2826000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000.0,완료,20000.0,태안,N,
PCM221030926,2006700.0,PEMA063061300,계획,3000.0,1414.0,4242000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
PCMB21030927,2006800.0,PEMA073061300,계획,2000.0,1415.0,2830000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000.0,완료,20000.0,태안,N,
PCMB21030928,2006900.0,PEMA073061300,계획,3000.0,1416.0,4248000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
PR1021030820,2007000.0,PEMA023033303,계획,15000.0,1417.0,21255000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,15000.0,완료,20000.0,태안,N,
PR1021030903,2007100.0,PEMA023129801,계획,22000.0,1418.0,31196000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,22000.0,완료,20000.0,태안,N,
PR1021030903,2007200.0,PEMA023129801,계획,3000.0,1419.0,4257000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
PR1021030908,2007302.0,PEMA013901520,계획,20000.0,1420.0,28400000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,20000.0,완료,20000.0,태안,N,
PR1021030909,2007400.0,PEMA023019800,계획,2000.0,1421.0,2842000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,2000.0,완료,20000.0,태안,N,
SR3F21030843,2007500.0,PEMA013081906,계획,3000.0,1422.0,4266000.0,2021-03-08,2021-03-08,2021-03-11,2021-03-11,Y,Y,3000.0,완료,20000.0,태안,N,
SR3F21030934,2007600.0,PEMA023035303,계획,6000.0,1423.0,8538000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,6000.0,완료,20000.0,태안,N,
500F21031001,2007700.0,PEMA023058600,계획,3000.0,1424.0,4272000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,3000.0,완료,20000.0,태안,N,
500F21031001,2007800.0,PEMA023058600,계획,20000.0,1425.0,28500000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,20000.0,완료,20000.0,태안,N,
AE21030922,2001102.0,SSA013035315,계획,3000.0,1426.0,4278000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
AE21030923,2001200.0,SSA013069401,계획,10000.0,1427.0,14270000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521030912,2001300.0,PEMA023035315,계획,8000.0,1428.0,11424000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000.0,완료,20000.0,태안,N,
CSA521030930,2001400.0,PEMA013085300,계획,10000.0,1429.0,14290000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031009,2001500.0,PEMA013020300,계획,10000.0,1430.0,14300000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031015,2001600.0,PEMA043116900,계획,10000.0,1431.0,14310000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031019,2001700.0,PEMA013128700,계획,10000.0,1432.0,14320000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031027,2001800.0,PEMA013111300,계획,10000.0,1433.0,14330000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031028,2002000.0,PEMA013126100,계획,8000.0,1434.0,11472000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,8000.0,완료,20000.0,태안,N,
CSA521031031,2002100.0,PEMA033035303,계획,10000.0,1435.0,14350000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021030913,2002200.0,PEMA043030401,계획,8000.0,1436.0,11488000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021031002,2002300.0,PEMA013099140,계획,10000.0,1437.0,14370000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031007,2002400.0,PEMA033009000,계획,10000.0,1438.0,14380000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031008,2002500.0,PEMA033009000,계획,10000.0,1439.0,14390000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031010,2002600.0,PEMA023111400,계획,10000.0,1440.0,14400000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031014,2002700.0,PEMA023100800,계획,10000.0,1441.0,14410000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031016,2002800.0,PEMA013117000,계획,5000.0,1442.0,7210000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031017,2002900.0,PEMA013058620,계획,10000.0,1443.0,14430000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031018,2003000.0,PEMA013073200,계획,10000.0,1444.0,14440000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031020,2003100.0,PEMA023026700,계획,10000.0,1445.0,14450000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031021,2003200.0,PEMA093001100,계획,5000.0,1446.0,7230000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031022,2003300.0,PEMA093001100,계획,5000.0,1447.0,7235000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031023,2003400.0,PEMA013013100,계획,10000.0,1448.0,14480000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031024,2003500.0,PEMA013052400,계획,7000.0,1449.0,10143000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021031033,2003600.0,PEMA053049403,계획,5000.0,1450.0,7250000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031034,2003700.0,PEMA053049403,계획,7000.0,1451.0,10157000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,7000.0,완료,20000.0,태안,N,
HR1521030914,2003800.0,PEMA033035315,계획,5000.0,1452.0,7260000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000.0,완료,20000.0,태안,N,
HR1521031004,2003900.0,PEMA013082100,계획,15000.0,1453.0,21795000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,15000.0,완료,20000.0,태안,N,
HR1521031006,2004000.0,PEMA033060200,계획,10000.0,1454.0,14540000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
PR1021031003,2004100.0,PEMA093050413,계획,14000.0,1455.0,20370000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000.0,완료,20000.0,태안,N,
PR1021031005,2004104.0,PEMA093050413,계획,14000.0,1456.0,20384000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,14000.0,완료,20000.0,태안,N,
PR1021031013,2004200.0,PEMA013049402,계획,10000.0,1457.0,14570000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
PR1021031013,2004300.0,PEMA013049402,계획,10000.0,1458.0,14580000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
PR2021030904,2004400.0,PEMA023045801,계획,3000.0,1459.0,4377000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,3000.0,완료,20000.0,태안,N,
PR2021030904,2004500.0,PEMA023045801,계획,22000.0,1460.0,32120000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,22000.0,완료,20000.0,태안,N,
SN4021031035,2004600.0,TSN4012000306,계획,5000.0,1461.0,7305000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
SR2021030940,2004700.0,PEMA033049301,계획,5000.0,1462.0,7310000.0,2021-03-09,2021-03-09,2021-03-12,2021-03-12,Y,Y,5000.0,완료,20000.0,태안,N,
SR2021031012,2004800.0,PEMA053048519,계획,5000.0,1463.0,7315000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
SR2021031026,2004901.0,PEMA013076910,계획,10000.0,1464.0,14640000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
SR2A21031011,2005000.0,PEMA063023200,계획,5000.0,1465.0,7325000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
SR2A21031030,2005100.0,PEMA023117801,계획,5000.0,1466.0,7330000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,5000.0,완료,20000.0,태안,N,
580F21031104,2005200.0,PEMA043090700,계획,15000.0,1467.0,22005000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,15000.0,완료,20000.0,태안,N,
580F21031105,2005300.0,PEMA073050413,계획,10000.0,1468.0,14680000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
580F21031105,2005400.0,PEMA073050413,계획,10000.0,1469.0,14690000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
AE21031112,2005500.0,SSA013089210,계획,2000.0,1470.0,2940000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000.0,완료,20000.0,태안,N,
AE21031124,2005600.0,SSA073046500,계획,2000.0,1471.0,2942000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,2000.0,완료,20000.0,태안,N,
AE21031126,2005700.0,SSA013035307,계획,1000.0,1472.0,1472000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,1000.0,완료,20000.0,태안,N,
CSA521031029,2005800.0,PEMA023106900,계획,10000.0,1473.0,14730000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031102,2005900.0,PEMA023054400,계획,8000.0,1474.0,11792000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000.0,완료,20000.0,태안,N,
CSA521031114,2006000.0,PEMA023048701,계획,7000.0,1475.0,10325000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
CSA521031125,2006100.0,PEMA033035307,계획,8000.0,1476.0,11808000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021031025,2006200.0,PEMA013064802,계획,8000.0,1477.0,11816000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021031044,2006300.0,PEMA013103910,계획,7000.0,1478.0,10346000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021031101,2006400.0,PEMA373048300,계획,7000.0,1479.0,10353000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
HR1021031103,2006500.0,PEMA013118500,계획,10000.0,1480.0,14800000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031108,2006600.0,PEMA013116700,계획,10000.0,1481.0,14810000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031110,2006606.0,PEMA023041503,계획,10000.0,1482.0,14820000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031111,2006609.0,PEMA043019000,계획,10000.0,1483.0,14830000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031113,2006612.0,PEMA013089210,계획,8000.0,1484.0,11872000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021031117,2006700.0,PEMA013105210,계획,9000.0,1485.0,13365000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,9000.0,완료,20000.0,태안,N,
HR1021031119,2006800.0,PEMA013117810,계획,8000.0,1486.0,11888000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,8000.0,완료,20000.0,태안,N,
HR1021031121,2006900.0,PEMA013112900,계획,5000.0,1487.0,7435000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031122,2007000.0,PEMA033046500,계획,5000.0,1488.0,7440000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000.0,완료,20000.0,태안,N,
HR1021031129,2007100.0,PEMA023046501,계획,10000.0,1489.0,14890000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031131,2007200.0,PEMA353048300,계획,7000.0,1490.0,10430000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
HR1521031032,2007302.0,PEMA013120100,계획,10000.0,1491.0,14910000.0,2021-03-10,2021-03-10,2021-03-13,2021-03-13,Y,Y,10000.0,완료,20000.0,태안,N,
HR1521031109,2007400.0,PEMA053061600,계획,10000.0,1492.0,14920000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1521031118,2007500.0,PEMA023126700,계획,10000.0,1493.0,14930000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1521031123,2007600.0,PEMA053046500,계획,7000.0,1494.0,10458000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
PCR321031107,2007700.0,PEMA013123501,계획,5000.0,1495.0,7475000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000.0,완료,20000.0,태안,N,
SR2021031106,2007800.0,PEMA023041301,계획,5000.0,1496.0,7480000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,5000.0,완료,20000.0,태안,N,
SR2021031127,2001102.0,PEMA053062006,계획,7000.0,1497.0,10479000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
SR3F21031116,2001200.0,PEMA033041501,계획,7000.0,1498.0,10486000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,7000.0,완료,20000.0,태안,N,
SR5F21031130,2001300.0,PEMA043072101,계획,10000.0,1499.0,14990000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
500F21031219,2001400.0,PEMA023058600,계획,13000.0,1500.0,19500000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,13000.0,완료,20000.0,태안,N,
AE21031203,2001500.0,SSA013082500,계획,10000.0,1501.0,15010000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031115,2001600.0,PEMA023089240,계획,10000.0,1502.0,15020000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031210,2001700.0,PEMA053072101,계획,10000.0,1503.0,15030000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031213,2001800.0,PEMA023007400,계획,10000.0,1504.0,15040000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
CSA521031217,2002000.0,PEMA553048200,계획,10000.0,1505.0,15050000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031120,2002100.0,PEMA013106100,계획,10000.0,1506.0,15060000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031128,2002200.0,PEMA013031800,계획,10000.0,1507.0,15070000.0,2021-03-11,2021-03-11,2021-03-14,2021-03-14,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031201,2002300.0,PEMA033041500,계획,10000.0,1508.0,15080000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
HR1021031202,2002400.0,PEMA013082500,계획,10000.0,1509.0,15090000.0,2021-03-12,2021-03-12,2021-03-15,2021-03-15,Y,Y,10000.0,완료,20000.0,태안,N,
