"°í°´¹øÈ£","¼ºº°","2014³â ÃÑ±¸¸Å¾×","2015³â ÃÑ±¸¸Å¾×","Áõ°¨·ü"
"05357","F",18722662,17517580,-6.44
"05358","M",6317434,8513214,34.76
"05359","F",10985475,7730083,-29.63
"05360","F",56426240,51196810,-9.27
"05361","M",8737054,9606836,9.96
"05362","F",11914210,7874410,-33.91
"05363","F",16169820,10405740,-35.65
"05364","M",8749620,25263700,188.74
"05365","F",45626670,27226080,-40.33
"05366","F",6837949,7703858,12.66
"05367","M",5068855,5192110,2.43
"05368","F",12400998,13337299,7.55
"05369","F",5665239,7016082,23.84
"05370","F",30917730,49094430,58.79
"05371","F",23819044,13106950,-44.97
"05372","M",7019904,10822420,54.17
"05373","F",6260536,5241907,-16.27
"05374","F",10059920,10326600,2.65
"05375","F",8988101,8049000,-10.45
"05376","F",9793247,11534458,17.78
"05377","M",7227790,15762271,118.08
"05378","M",9030240,12882903,42.66
"05379","F",27970020,19102880,-31.7
"05380","F",87215420,102351600,17.35
"05381","F",12431656,9807600,-21.11
"05382","F",23496273,23349116,-0.63
"05383","M",8866703,6791481,-23.4
"05384","F",6493291,8111720,24.92
"05385","F",27208644,31536119,15.9
"05386","M",28829310,15309159,-46.9
"05387","F",4542663,6792753,49.53
"05388","F",57353010,29104501,-49.25
"05389","F",7793430,5096972,-34.6
"05390","F",13968420,17158033,22.83
"05391","F",26322915,20649984,-21.55
"05392","F",4263923,3985798,-6.52
"05393","M",17726817,16562627,-6.57
"05394","F",9475320,8294972,-12.46
"05395","F",5938081,3257786,-45.14
"05396","F",6771811,7771067,14.76
"05397","F",10259597,15452029,50.61
"05398","F",6879270,10090213,46.68
"05399","F",6030653,5279197,-12.46
"05400","F",5020575,5616883,11.88
"05401","F",13387161,15480077,15.63
"05402","F",4327171,4659012,7.67
"05403","F",8732374,8526108,-2.36
"05404","F",30772850,33351980,8.38
"05405","F",8283099,6745568,-18.56
"05406","F",5379124,6202912,15.31
"05407","F",8841716,8554802,-3.25
"05408","F",20439032,14742195,-27.87
"05409","F",69839056,83052042,18.92
"05410","F",4657733,4806031,3.18
"05411","F",5717498,7609981,33.1
"05412","M",7974448,9802608,22.93
"05413","M",12572518,11567151,-8
"05414","F",5780501,9328755,61.38
"05415","M",51716990,40833362,-21.04
"05416","F",2971043,4390726,47.78
"05417","F",38072604,49875580,31
"05418","F",7264620,8348743,14.92
"05419","F",34314290,18194987,-46.98
"05420","F",7221915,11562260,60.1
"05421","F",33788654,28694865,-15.08
"05422","F",8045935,6876971,-14.53
"05423","M",7323516,6793017,-7.24
"05424","F",59142207,57088775,-3.47
"05425","F",3861421,3947567,2.23
"05426","M",15231750,14494300,-4.84
"05427","F",25053131,10158343,-59.45
"05428","F",41511251,48846936,17.67
"05429","F",9570572,7305047,-23.67
"05430","F",14584623,10430890,-28.48
"05431","F",16043851,15058148,-6.14
"05432","F",65118784,61007256,-6.31
"05433","F",10196080,9884960,-3.05
"05434","F",5280647,9127748,72.85
"05435","F",8621840,5801426,-32.71
"05436","F",8132394,7215935,-11.27
"05437","F",25437838,19422855,-23.65
"05438","F",6053638,3792209,-37.36
"05439","M",8867202,14228167,60.46
"05440","M",11992497,15960489,33.09
"05441","F",4920487,8306722,68.82
"05442","M",67259892,48692692,-27.61
"05443","F",8304568,10701637,28.86
"05444","F",3861812,6324803,63.78
"05445","F",38431837,41430987,7.8
"05446","F",4046803,6760530,67.06
"05447","F",3826970,2402370,-37.23
"05448","F",5378604,6049055,12.47
"05449","F",7864587,4804039,-38.92
"05450","F",9945894,8010782,-19.46
"05451","F",7974155,8779236,10.1
"05452","F",4130678,4247620,2.83
"05453","M",7360198,3280573,-55.43
"05454","F",2185910,5493270,151.3
"05455","M",4914026,3262362,-33.61
"05456","F",10196987,6237149,-38.83
"05457","F",29302854,18633400,-36.41
"05458","F",4762459,4625173,-2.88
"05459","M",8878256,10132340,14.13
"05460","M",27022923,21159846,-21.7
"05461","F",7855082,10934622,39.2
"05462","F",23883840,31311790,31.1
"05463","M",7428963,5839776,-21.39
"05464","F",4765457,8352046,75.26
"05465","F",11744134,8407982,-28.41
"05466","F",24186191,30524194,26.21
"05467","F",7337665,7216816,-1.65
"05468","F",57806640,82913380,43.43
"05469","F",10069028,8721201,-13.39
"05470","F",13259540,13667660,3.08
"05471","F",7634480,7365851,-3.52
"05472","F",6560074,5349954,-18.45
"05473","M",44585569,37912396,-14.97
"05474","M",7284359,6931537,-4.84
"05475","F",45711200,15576240,-65.92
"05476","F",28862390,31159920,7.96
"05477","F",6518817,8641050,32.56
"05478","M",3867085,24146658,524.41
"05479","M",10079320,8847116,-12.23
"05480","F",5410704,5505816,1.76
"05481","M",23663464,37649820,59.11
"05482","M",19370978,24023576,24.02
"05483","F",3080407,2431504,-21.07
"05484","F",32878182,59242350,80.19
"05485","F",10160562,12874341,26.71
"05486","F",12010840,23382134,94.68
"05487","F",10262907,19520150,90.2
"05488","F",47071674,13303096,-71.74
"05489","F",15739600,15546910,-1.22
"05490","M",13824400,22375376,61.85
"05491","F",47742440,30082900,-36.99
"05492","F",13111369,10939824,-16.56
"05493","F",36714989,15130830,-58.79
"05494","F",48294150,73163992,51.5
"05495","F",12079832,72484930,500.05
"05496","F",43528596,47118033,8.25
"05497","F",5292611,10217997,93.06
"05498","M",19909917,15584427,-21.73
"05499","F",41050570,42338216,3.14
"05500","F",5606314,4780631,-14.73
"05501","F",9503384,28721830,202.23
"05502","F",5891940,6116494,3.81
"05503","M",13162360,17302160,31.45
"05504","M",30427180,35752832,17.5
"05505","F",17981804,21620414,20.23
"05506","F",6799754,9328990,37.2
"05507","F",27762188,37017873,33.34
"05508","F",4139174,3114825,-24.75
"05509","F",7122161,5880510,-17.43
"05510","M",7625429,15745470,106.49
"05511","F",9381700,7969870,-15.05
"05512","F",7413218,12124525,63.55
"05513","F",2481907,1964875,-20.83
"05514","F",5406596,8618721,59.41
"05515","M",7286520,7612056,4.47
"05516","F",10218534,10188837,-0.29
"05517","F",10986753,9601854,-12.61
"05518","F",6389758,7031265,10.04
"05519","M",3581915,4552763,27.1
"05520","F",5570890,6101940,9.53
"05521","F",15624380,21884508,40.07
"05522","F",5068383,5835794,15.14
"05523","F",11936157,15054000,26.12
"05524","F",5072528,5147078,1.47
"05525","F",5501364,8354743,51.87
"05526","F",9969922,23374000,134.45
"05527","M",112651380,104298740,-7.41
"05528","F",4595784,4615061,0.42
"05529","M",51412664,70266217,36.67
"05530","F",14140670,11615471,-17.86
"05531","F",948290,2586442,172.75
"05532","F",59019801,71944030,21.9
"05533","F",4099550,3654536,-10.86
"05534","F",6805184,5263800,-22.65
"05535","F",6767479,7877465,16.4
"05536","F",13238380,10873350,-17.86
"05537","F",2588847,10691548,312.98
"05538","F",8316296,7908916,-4.9
"05539","F",8763695,10213284,16.54
"05540","M",25072811,18351423,-26.81
"05541","F",27889390,31121615,11.59
"05542","F",42139230,42895289,1.79
"05543","M",2277168,2328230,2.24
"05544","F",24172174,34438194,42.47
"05545","F",3479647,3854248,10.77
"05546","F",36473350,44023300,20.7
"05547","F",12987270,9147024,-29.57
"05548","M",5593637,4812321,-13.97
"05549","F",18425143,17343229,-5.87
"05550","F",8263521,7444402,-9.91
"05551","F",2480560,2288636,-7.74
"05552","F",44793593,38800176,-13.38
"05553","F",8437592,7084661,-16.03
"05554","F",26958131,22934391,-14.93
"05555","F",87483732,33777540,-61.39
"05556","F",18601243,21023011,13.02
"05557","F",15748899,20473818,30
"05558","F",8801776,10532241,19.66
"05559","F",6187734,7900176,27.67
"05560","F",8926638,7257198,-18.7
"05561","F",35261734,60320073,71.06
"05562","F",17380996,12251545,-29.51
"05563","F",7136698,9075010,27.16
"05564","F",38762078,57037170,47.15
"05565","F",47574682,52879158,11.15
"05566","F",8393493,6500668,-22.55
"05567","F",11834302,11281921,-4.67
"05568","F",19284191,29020389,50.49
"05569","M",19893122,23961791,20.45
"05570","M",19409752,16131658,-16.89
"05571","M",8918057,15802162,77.19
"05572","F",2671904,2005979,-24.92
"05573","F",13904340,15491580,11.42
"05574","F",5856042,13773481,135.2
"05575","F",16684126,19702403,18.09
"05576","F",7512354,7626365,1.52
"05577","F",16418890,25979348,58.23
"05578","M",398307,703042,76.51
"05579","F",12949247,13454823,3.9
"05580","F",16002995,14043226,-12.25
"05581","F",3311219,3376837,1.98
"05582","F",49550640,38085361,-23.14
"05583","M",18101914,10651077,-41.16
"05584","F",370628475,198105690,-46.55
"05585","M",6661197,10045595,50.81
"05586","F",4944552,5506548,11.37
"05587","F",5259119,6611390,25.71
"05588","F",8021543,7306338,-8.92
"05589","F",30262870,23999620,-20.7
"05590","F",43669680,27654491,-36.67
"05591","F",6076777,5815836,-4.29
"05592","F",78493574,67747964,-13.69
"05593","F",15701750,23306893,48.44
"05594","F",59933650,51134389,-14.68
"05595","F",6613614,3699171,-44.07
"05596","F",13189318,26167865,98.4
"05597","F",5551948,20893072,276.32
"05598","F",18428636,33009215,79.12
"05599","F",2802508,3514822,25.42
"05600","F",6282256,5864395,-6.65
"05601","F",40170100,39725490,-1.11
"05602","F",20061914,26008872,29.64
"05603","M",3787219,3934994,3.9
"05604","F",14718597,6789143,-53.87
"05605","F",6448013,8828870,36.92
"05606","F",26841780,56765190,111.48
"05607","F",28286300,37738410,33.42
"05608","F",18328290,3834720,-79.08
"05609","F",77261970,108822727,40.85
"05610","F",10476680,3342510,-68.1
"05611","F",4746100,4233274,-10.81
"05612","M",8828110,6681924,-24.31
"05613","F",4252375,4054045,-4.66
"05614","F",7390946,8299775,12.3
"05615","M",10133861,12749970,25.82
"05616","F",14024930,18639260,32.9
"05617","F",57117290,82326430,44.14
"05618","F",5630183,6576311,16.8
"05619","M",31225089,44196662,41.54
"05620","M",5593881,5351575,-4.33
"05621","M",14952811,14824816,-0.86
"05622","F",11642151,19296528,65.75
"05623","F",62241046,60913870,-2.13
"05624","F",56064989,66627540,18.84
"05625","F",2914220,8902560,205.49
"05626","M",1723573,1740377,0.97
"05627","F",9868929,6526260,-33.87
"05628","F",9792985,4773850,-51.25
"05629","F",26529133,7607082,-71.33
"05630","F",54220650,35437830,-34.64
"05631","F",7631435,11575482,51.68
"05632","F",7858642,7098781,-9.67
"05633","M",5674890,6411736,12.98
"05634","F",15618710,10099134,-35.34
"05635","M",4299928,3288562,-23.52
"05636","M",18149204,24961165,37.53
"05637","F",20356261,23588388,15.88
"05638","F",17982987,23524267,30.81
"05639","F",34564233,23383270,-32.35
"05640","F",2991761,4614402,54.24
"05641","F",4894173,4018452,-17.89
"05642","F",54055188,47730219,-11.7
"05643","M",37648521,45527172,20.93
"05644","F",21510173,14343424,-33.32
"05645","F",74779185,62575080,-16.32
"05646","F",7497184,9958685,32.83
"05647","F",32268990,16291060,-49.51
"05648","F",23101826,21911173,-5.15
"05649","M",6700663,7667986,14.44
"05650","F",5291263,6398550,20.93
"05651","F",25579112,16923589,-33.84
"05652","M",8821440,9400270,6.56
"05653","F",7627085,6005291,-21.26
"05654","F",5506305,8010535,45.48
"05655","F",10329183,12713969,23.09
"05656","F",2020130,1512972,-25.11
"05657","F",30447672,17709988,-41.83
"05658","F",40667910,37238079,-8.43
"05659","M",3532218,3659434,3.6
"05660","M",5825329,8686051,49.11
"05661","M",14374947,14271065,-0.72
"05662","F",19381999,17408146,-10.18
"05663","F",51648948,77570181,50.19
"05664","F",15081817,17251797,14.39
"05665","F",4325872,5379282,24.35
"05666","F",13594768,6720726,-50.56
"05667","F",16954837,20213877,19.22
"05668","F",4730082,8105035,71.35
"05669","F",26890626,11918666,-55.68
"05670","F",22368819,23563352,5.34
"05671","F",30073601,33127887,10.16
"05672","M",4335633,5365627,23.76
"05673","F",10024242,7019748,-29.97
"05674","F",4244220,10179093,139.83
"05675","F",3485818,9939979,185.15
"05676","F",10087592,10561218,4.7
"05677","F",4548207,4209006,-7.46
"05678","M",16856320,13174922,-21.84
"05679","M",35752070,62634040,75.19
"05680","F",10046503,15026301,49.57
"05681","F",42486292,51034472,20.12
"05682","M",22152282,15400774,-30.48
"05683","F",50456180,31222678,-38.12
"05684","F",3575630,3267145,-8.63
"05685","M",4854734,6601409,35.98
"05686","M",54096280,44410860,-17.9
"05687","F",19578380,11706500,-40.21
"05688","F",7373280,9717762,31.8
"05689","F",8049918,9109313,13.16
"05690","M",21922257,22157823,1.07
"05691","F",71386472,49786845,-30.26
"05692","F",6450983,5064902,-21.49
"05693","M",13376650,16168920,20.87
"05694","F",29750530,50612850,70.12
"05695","F",7805430,8168019,4.65
"05696","F",11632513,7554547,-35.06
"05697","F",90273446,86725671,-3.93
"05698","F",31260799,27465570,-12.14
"05699","M",47920430,101948500,112.75
"05700","F",8011100,8229313,2.72
"05701","F",7610773,8630110,13.39
"05702","M",45751520,46585806,1.82
"05703","M",15168830,13798770,-9.03
"05705","F",11918189,7135203,-40.13
"05706","F",9643913,10533953,9.23
"05707","M",22272970,20852100,-6.38
"05708","F",30312619,32620220,7.61
"05709","F",7437154,7611887,2.35
"05710","F",7250640,16219700,123.7
"05711","F",11180530,22591252,102.06
"05712","M",13823150,11307320,-18.2
"05713","F",17671080,13835190,-21.71
"05714","F",7778638,7526509,-3.24
"05715","F",59853057,47735229,-20.25
"05716","F",50240874,14959300,-70.22
"05717","F",12564820,22054220,75.52
"05718","F",4838901,5807706,20.02
"05719","F",6087515,7232853,18.81
"05720","M",106574997,405260705,280.26
"05721","F",9820244,8932199,-9.04
"05722","F",6392310,5881350,-7.99
"05723","F",12221336,11713617,-4.15
"05724","F",19845470,19514320,-1.67
"05725","F",58480042,78715885,34.6
"05726","F",46228148,41084330,-11.13
"05727","F",24353730,30193480,23.98
"05728","F",7728373,6654070,-13.9
"05729","F",4309473,5005842,16.16
"05730","F",11220990,25401010,126.37
"05731","F",11573296,20786554,79.61
"05732","F",7050470,4970130,-29.51
"05733","F",6304155,9002277,42.8
"05734","F",7604126,5733050,-24.61
"05735","F",3641207,3698763,1.58
"05736","F",26597553,23461020,-11.79
"05737","F",7159869,6362446,-11.14
"05738","F",6146471,6892882,12.14
"05739","F",46297488,15957013,-65.53
"05740","F",36268919,45680726,25.95
"05741","M",7398818,7612005,2.88
"05742","F",26029634,27240642,4.65
"05743","F",6283913,4959439,-21.08
"05744","F",11411167,19196171,68.22
"05745","F",9751648,7725234,-20.78
"05746","F",8948078,13309509,48.74
"05747","F",39075150,74613286,90.95
"05748","F",4925109,4606449,-6.47
"05749","F",1317190,768120,-41.68
"05750","F",11591479,5577034,-51.89
"05751","F",130200440,106369625,-18.3
"05752","M",11503404,13957590,21.33
"05753","F",17480522,13663221,-21.84
"05754","F",24966855,27338594,9.5
"05755","F",3175394,4278534,34.74
"05756","F",5120519,5509456,7.6
"05757","F",8071283,11674073,44.64
"05758","F",6909940,8405850,21.65
"05759","F",16594010,53581720,222.9
"05760","M",44009910,40883800,-7.1
"05761","F",20942090,22906544,9.38
"05762","M",60993860,55215950,-9.47
"05763","F",4330084,4661755,7.66
"05764","F",1986332,2899597,45.98
"05765","F",3874857,5244088,35.34
"05766","F",8633707,7716561,-10.62
"05767","F",8799221,7069119,-19.66
"05768","M",26141080,13362190,-48.88
"05769","F",3840657,2793971,-27.25
"05770","F",24681830,21449590,-13.1
"05771","F",2168238,2223260,2.54
"05772","F",6494190,5661325,-12.82
"05773","F",5119104,6454433,26.09
"05774","F",41172747,20369163,-50.53
"05775","F",11173840,5819400,-47.92
"05776","F",11184003,7235462,-35.31
"05777","F",3844762,3530221,-8.18
"05778","F",6053589,7226199,19.37
"05779","F",41416620,39687889,-4.17
"05780","F",5923094,5623569,-5.06
"05781","F",14819290,13933057,-5.98
"05782","F",9945289,11662457,17.27
"05783","M",7522695,8907731,18.41
"05784","F",27888604,22381880,-19.75
"05785","M",3897593,3597800,-7.69
"05786","F",6201291,6098471,-1.66
"05787","F",22564430,31561680,39.87
"05788","F",10421212,5623464,-46.04
"05789","F",9247984,6014350,-34.97
"05790","F",8500860,13022097,53.19
"05791","F",39248040,50329870,28.24
"05792","F",26277169,22311700,-15.09
"05793","F",29038008,32955027,13.49
"05794","F",29035339,19372360,-33.28
"05795","F",8270201,6240441,-24.54
"05796","F",4498866,8346235,85.52
"05797","F",26946930,25147230,-6.68
"05798","F",5875658,4329783,-26.31
"05799","F",5813419,7756183,33.42
"05800","F",6862147,5759880,-16.06
"05801","M",6029060,11259802,86.76
"05802","M",6120910,6754186,10.35
"05803","F",5775321,5870286,1.64
"05804","F",38334676,29679840,-22.58
"05805","F",5308242,8195437,54.39
"05806","F",10556468,11716951,10.99
"05807","F",24394200,13131400,-46.17
"05808","F",36560822,29844192,-18.37
"05809","F",9050746,8210623,-9.28
"05810","F",85130170,55858636,-34.38
"05811","M",16982187,34283317,101.88
"05812","F",9016682,5622819,-37.64
"05813","F",34305589,44145066,28.68
"05814","M",47126650,76437366,62.2
"05815","F",3089775,1771690,-42.66
"05816","F",21632376,104634630,383.69
"05817","M",50578442,28206266,-44.23
"05818","F",5515728,8976223,62.74
"05819","F",21413110,32021030,49.54
"05820","M",23714120,32981650,39.08
"05821","F",6326864,5818343,-8.04
"05822","F",5121991,3202156,-37.48
"05823","F",111996584,88256684,-21.2
"05824","F",79542550,87689070,10.24
"05825","M",133303180,94414260,-29.17
"05826","F",9323610,20901180,124.17
"05827","M",9002669,11416564,26.81
"05828","F",16513750,9246450,-44.01
"05829","F",23769460,24359840,2.48
"05830","M",50056610,52606880,5.09
"05831","F",8938712,9065455,1.42
"05832","M",6155457,7247548,17.74
"05833","F",4082931,5206142,27.51
"05834","F",9146680,9952148,8.81
"05835","F",59524328,88803503,49.19
"05836","F",9425389,8088178,-14.19
"05837","F",11121402,8568296,-22.96
"05838","F",12836706,7105766,-44.64
"05839","F",10693190,39063216,265.31
"05840","M",8228984,12671248,53.98
"05841","F",11323436,6550434,-42.15
"05842","F",44210090,29721120,-32.77
"05843","M",4021603,4904738,21.96
"05844","F",6748221,5048631,-25.19
"05845","F",5912098,9214684,55.86
"05846","F",25668278,60294870,134.9
"05847","F",89734857,69639843,-22.39
"05848","M",10478142,13008530,24.15
"05849","F",7840426,3867914,-50.67
"05850","F",102619440,126691770,23.46
"05851","F",30002460,23528625,-21.58
"05852","F",84319611,31100255,-63.12
"05853","M",49626120,18443980,-62.83
"05854","F",4893645,2373726,-51.49
"05855","F",5799905,7343556,26.62
"05856","F",7454250,7593460,1.87
"05857","F",3870655,5087435,31.44
"05858","F",6633483,5919026,-10.77
"05859","F",6295109,9139710,45.19
"05860","M",10504384,13875411,32.09
"05861","F",43815754,103035846,135.16
"05862","F",8322649,8358572,0.43
"05863","F",13584404,19090411,40.53
"05864","F",2086797,2807920,34.56
"05865","F",8793029,20460365,132.69
"05866","F",4730518,6958783,47.1
"05867","F",12190872,14936679,22.52
"05868","F",34200807,16705237,-51.16
"05869","F",5788054,9859314,70.34
"05870","F",34330540,26818720,-21.88
"05871","F",7193220,8363261,16.27
"05872","F",123234065,84472100,-31.45
"05873","F",6281525,5859896,-6.71
"05874","F",12117140,2768115,-77.16
"05875","F",30464564,40710849,33.63
"05876","M",8918590,10358590,16.15
"05877","F",28969840,32972760,13.82
"05878","F",41757240,45499100,8.96
"05879","M",9376100,9664357,3.07
"05880","M",5343792,8494161,58.95
"05881","M",66633020,57915310,-13.08
"05882","M",5501361,3934310,-28.48
"05883","F",8350467,6492315,-22.25
"05884","F",30261440,25256160,-16.54
"05885","F",8289607,17049600,105.67
"05886","F",16253906,36902020,127.03
"05887","F",3755832,2990740,-20.37
"05888","F",4341150,10145681,133.71
"05889","F",18593072,13667220,-26.49
"05890","F",4374106,5256356,20.17
"05891","F",28993392,27079594,-6.6
"05892","F",8604434,7495562,-12.89
"05893","F",9488562,13173342,38.83
"05894","M",28202270,22906304,-18.78
"05895","F",122211560,161506270,32.15
"05896","F",6272562,7690094,22.6
"05897","M",25146990,22514237,-10.47
"05898","F",8196979,6839600,-16.56
"05899","F",23348787,15011500,-35.71
"05900","F",27125023,47216429,74.07
"05901","F",27749970,25768110,-7.14
"05902","F",9330952,8218268,-11.92
"05903","F",27384230,26398310,-3.6
"05904","F",6078346,5192696,-14.57
"05905","F",7867258,6217131,-20.97
"05906","F",2556342,2913420,13.97
"05907","F",7739670,5088936,-34.25
"05908","F",3093473,4107899,32.79
"05909","F",33731222,33290438,-1.31
"05910","F",8070230,2599640,-67.79
"05911","F",40004477,13437969,-66.41
"05912","F",4893050,5163965,5.54
"05913","M",9834150,11516681,17.11
"05914","F",14894699,16887408,13.38
"05915","F",40364276,37754820,-6.46
"05916","M",144050493,109466602,-24.01
"05917","F",15348887,17022293,10.9
"05918","F",11071890,11401700,2.98
"05919","F",27798087,30099653,8.28
"05920","F",4918305,6692074,36.06
"05921","F",5904089,6045575,2.4
"05922","F",44188198,43425352,-1.73
"05923","M",22350,105650,372.71
"05924","F",40527429,37194840,-8.22
"05925","F",12806871,12382563,-3.31
"05926","F",3883472,3878753,-0.12
"05927","F",27024755,42021394,55.49
"05928","M",7107978,5387358,-24.21
"05929","F",7877755,8509054,8.01
"05930","F",19810225,52023369,162.61
"05931","F",6786149,20334724,199.65
"05932","F",14405965,30256523,110.03
"05933","F",7162778,5401769,-24.59
"05934","F",54564127,67347257,23.43
"05935","F",7044628,8071876,14.58
"05936","F",26000314,34571092,32.96
"05937","F",13292937,8288136,-37.65
"05938","F",51778197,48729920,-5.89
"05939","F",39134534,46734294,19.42
"05940","F",8817278,9719812,10.24
"05941","F",7227370,7792604,7.82
"05942","F",36488273,27869754,-23.62
"05943","F",19388744,18386569,-5.17
"05944","F",97163507,158824750,63.46
"05945","F",12774214,8828449,-30.89
"05946","M",64262074,3353884,-94.78
"05947","F",151011696,147706915,-2.19
"05948","F",108578446,120232400,10.73
"05949","F",3281271,4749564,44.75
"05950","F",28023803,7889624,-71.85
"05951","F",3608765,2870428,-20.46
"05952","F",4077209,3164666,-22.38
"05953","F",26461421,34127381,28.97
"05954","F",19770490,20757861,4.99
"05955","F",4035665,4611124,14.26
"05956","F",136402840,237886620,74.4
"05957","F",48556940,29220181,-39.82
"05958","F",4328330,4300660,-0.64
"05959","F",13011898,17131669,31.66
"05960","F",8599970,16150221,87.79
"05961","F",7926982,5426979,-31.54
"05962","F",4052084,3839786,-5.24
"05963","F",32157504,19280230,-40.04
"05964","F",6902306,8518029,23.41
"05965","F",195462723,154924999,-20.74
"05966","F",16372517,20205200,23.41
"05967","F",83662000,66785677,-20.17
"05968","F",9532674,17634758,84.99
"05969","F",7293420,6469681,-11.29
"05970","F",32782520,38452519,17.3
"05971","F",28157597,27310794,-3.01
"05972","M",6928670,8632766,24.59
"05973","F",11578001,8028465,-30.66
"05974","F",6232568,3273069,-47.48
"05975","F",32669067,29118519,-10.87
"05976","F",34166875,40153160,17.52
"05977","F",23911600,14085002,-41.1
"05978","F",11604742,9775892,-15.76
"05979","F",7082727,9033290,27.54
"05980","F",8014647,8851749,10.44
"05981","F",19033647,6227282,-67.28
"05982","F",7559750,5878828,-22.24
"05983","F",10745687,6722994,-37.44
"05984","F",13894710,7973650,-42.61
"05985","F",5103260,5062600,-0.8
"05986","F",2466268,2139426,-13.25
"05987","F",4920836,4166937,-15.32
"05988","F",28062689,12096125,-56.9
"05989","F",4298573,6598027,53.49
"05990","F",8262750,9349095,13.15
"05991","F",7463583,7256428,-2.78
"05992","F",4358510,4367954,0.22
"05993","F",6861780,4412348,-35.7
"05994","M",1613564,2672057,65.6
"05995","M",8874197,9063967,2.14
"05996","F",10800920,8943240,-17.2
"05997","F",5681040,5025837,-11.53
"05998","F",3585270,5199399,45.02
"05999","F",45366790,49691060,9.53
"06000","F",10997751,11534316,4.88
"06001","M",15801180,17062140,7.98
"06002","F",6521214,5480318,-15.96
"06003","F",7590210,8340371,9.88
"06004","F",13952303,20115196,44.17
"06005","M",37804731,26208960,-30.67
"06006","F",32627096,18669215,-42.78
"06007","F",5327881,5204224,-2.32
"06008","F",109007482,114302864,4.86
"06009","F",4920786,5473182,11.23
"06010","F",3421639,5358487,56.61
"06011","F",32488040,39547760,21.73
"06012","F",297806294,184160484,-38.16
"06013","F",863848,51421189,5852.57
"06014","M",4018421,4608791,14.69
"06015","F",155950080,229293228,47.03
"06016","F",4245161,4352630,2.53
"06017","M",14165225,4441534,-68.64
"06018","F",4033540,5980795,48.28
"06019","F",42796644,68233609,59.44
"06020","F",22189231,21563482,-2.82
"06021","F",21034630,14869706,-29.31
"06022","F",18708190,21606053,15.49
"06023","F",15666940,15575359,-0.58
"06024","F",12155056,55185384,354.01
"06025","M",7657711,9565393,24.91
"06026","F",10859476,11645226,7.24
"06027","M",4352958,6411544,47.29
"06028","M",2218749,3037607,36.91
"06029","F",46192806,58815758,27.33
"06030","F",12150854,8271683,-31.93
"06031","M",6448092,6962532,7.98
"06032","F",7465170,7214105,-3.36
"06033","F",12923195,13731560,6.26
"06034","M",7350175,7577301,3.09
"06035","M",8361890,8710019,4.16
"06036","F",32537268,16976680,-47.82
"06037","F",5480664,4679005,-14.63
"06038","M",38836632,33370283,-14.08
"06039","F",3226300,6436176,99.49
"06040","F",3634451,5719405,57.37
"06041","F",19498006,22150693,13.6
"06042","F",24815872,15323905,-38.25
"06043","F",8045089,8456585,5.11
"06044","F",6143761,6093461,-0.82
"06045","F",5508578,4440290,-19.39
"06046","F",14359233,11681209,-18.65
"06047","F",15895078,12740565,-19.85
"06048","M",5801190,5962966,2.79
"06049","M",4419533,5469978,23.77
"06050","F",10070754,12954233,28.63
"06051","F",21207460,19274190,-9.12
"06052","F",9823009,5748740,-41.48
"06053","F",8905061,5725699,-35.7
"06054","F",12781190,12131775,-5.08
"06055","F",7173143,6790394,-5.34
"06056","F",47380620,33121810,-30.09
"06057","F",2949982,2835733,-3.87
"06058","F",4571776,5786520,26.57
"06059","F",17259321,14160125,-17.96
"06060","M",7559431,9390295,24.22
"06061","F",9839662,9500236,-3.45
"06062","F",4870162,5276973,8.35
"06063","F",8445828,7068332,-16.31
"06064","F",4466972,3906532,-12.55
"06065","F",4382316,2933984,-33.05
"06066","M",9389628,9838205,4.78
"06067","F",28157054,21352416,-24.17
"06068","F",14572080,18389228,26.19
"06069","M",9782534,7076304,-27.66
"06070","F",35699224,32551478,-8.82
"06071","F",17123030,20031559,16.99
"06072","F",35571790,25624285,-27.96
"06073","F",9023638,11749881,30.21
"06074","F",8703351,10649758,22.36
"06075","F",4756048,8622060,81.29
"06076","F",15132665,37038970,144.76
"06077","F",6921113,6302221,-8.94
"06078","F",12968940,13331740,2.8
"06079","F",16312360,21071510,29.18
"06080","F",11196171,23848950,113.01
"06081","F",28578680,60128710,110.4
"06082","F",6041004,6450889,6.79
"06083","F",38520004,45545974,18.24
"06084","F",4499235,4483297,-0.35
"06085","F",6794288,9057781,33.31
"06086","F",10377296,10429112,0.5
"06087","F",25508450,32210620,26.27
"06088","F",25924080,32024286,23.53
"06089","F",5526787,4429051,-19.86
"06090","F",4287123,7380016,72.14
"06091","F",4692300,4263070,-9.15
"06092","M",9102553,16552706,81.85
"06093","F",5717162,4676871,-18.2
"06094","F",7438252,16929763,127.6
"06095","F",9021750,9991044,10.74
"06096","F",41113405,23014800,-44.02
"06097","F",4590751,4855752,5.77
"06098","M",2262860,250384,-88.94
"06099","F",11844487,12877239,8.72
"06100","F",27983312,28380492,1.42
"06101","M",7475463,10018276,34.02
"06102","F",11566950,18914800,63.52
"06103","F",7803143,7696477,-1.37
"06104","F",6999620,6386519,-8.76
"06105","F",4070768,6700960,64.61
"06106","M",6436111,8028630,24.74
"06107","F",30714292,24514000,-20.19
"06108","F",8760715,8178513,-6.65
"06109","F",59808835,65575644,9.64
"06110","F",27420150,41686031,52.03
"06111","F",6590195,4243469,-35.61
