,고객번호,14_1이용금액,14_2이용금액,14_3이용금액,14_4이용금액,15_1이용금액,15_2이용금액,15_3이용금액,15_4이용금액,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4
2074,02098,4454208,3296540,6004119,3837002,1587759,2404858,2642595,2858072,1,1,1,1,1,1,1,1
2075,02099,6956027,4089399,4085458,4475968,1509791,1055730,3157228,954829,1,1,1,1,1,1,1,1
2076,02100,3459123,2321347,4157951,3085227,3234350,3395710,3878689,1706077,1,1,1,1,1,1,1,1
2077,02101,871279,970704,998888,1025543,1266843,1084272,945178,1360659,1,1,1,1,1,1,1,1
2078,02102,3104250,2322830,3183116,1371210,3179880,2793870,2650170,1270320,1,1,1,1,1,1,1,1
2079,02103,2738610,2071960,2082591,2205892,2298941,2032670,1791978,2429114,1,1,1,1,1,1,1,1
2080,02104,1769537,1729295,1243449,1493188,1995224,1934088,1628930,1892262,1,1,1,1,1,1,1,1
2081,02105,5606503,5125705,7022911,9095050,12563970,7986716,4070196,6951320,1,1,1,1,1,1,1,1
2082,02106,2328838,1516434,857896,2395227,1147298,1629698,1848414,1097843,1,1,1,1,1,1,1,1
2083,02107,5097000,2258900,1840850,2551850,2160050,2391160,3059430,3099630,1,1,1,1,1,1,1,1
2084,02108,8017675,59200269,11410565,31480712,25962437,18205791,11121346,12299310,1,1,1,1,1,1,1,1
2085,02109,3991060,2891280,3809680,17906176,1783503,10128950,5972122,6509340,1,1,1,1,1,1,1,1
2086,02110,7288854,5742096,5568840,5425216,3225330,5826766,5871442,6762180,1,1,1,1,1,1,1,1
2087,02111,2226916,1781219,3436384,1765087,1923735,1415880,1571348,1663949,1,1,1,1,1,1,1,1
2088,02112,28251847,28112021,12381515,17351241,36103659,132121144,41981282,10001510,1,1,1,1,1,1,1,1
2089,02113,1092355,1518499,1047354,2246280,1198598,997397,1090843,1851426,1,1,1,1,1,1,1,1
2090,02114,6450280,6591380,17481110,14320918,2533150,3190470,3897610,2671670,1,1,1,1,1,1,1,1
2091,02115,1805168,1793270,1503438,1008388,3264387,1668829,1345571,3849263,1,1,1,1,1,1,1,1
2092,02116,1952370,1648500,3766540,3974046,2490984,2618570,1373300,1758010,1,1,1,1,1,1,1,1
2093,02117,4866583,2544615,3314317,18664841,4206928,3161602,2382658,3721060,1,1,1,1,1,1,1,1
2094,02118,1186658,2016147,1570691,2496500,2051745,1204348,1497686,1279656,1,1,1,1,1,1,1,1
2095,02119,3043730,2349590,567270,20107990,1345290,11152430,12638540,9295260,1,1,1,1,1,1,1,1
2096,02120,2193732,1942481,3787631,1505772,4397525,10288610,2108782,1211225,1,1,1,1,1,1,1,1
2097,02121,4103480,4982150,17033690,6833840,6944470,10444270,5425160,4868320,1,1,1,1,1,1,1,1
2098,02122,7641564,6423620,7874980,8720730,7433390,12596600,7499387,8640630,1,1,1,1,1,1,1,1
2099,02123,19107959,4894670,3197087,3518855,3961398,3145968,1937570,3148840,1,1,1,1,1,1,1,1
2100,02124,5487360,5911691,26742480,5266210,16361000,10600020,18795000,4667180,1,1,1,1,1,1,1,1
2101,02125,4469756,4433266,3369587,3480566,1915461,2862168,4362977,3866147,1,1,1,1,1,1,1,1
2102,02126,36815967,26314400,14015340,44419246,6727421,17131770,17629420,16349774,1,1,1,1,1,1,1,1
2103,02127,1493282,1837762,1115927,1545920,1329719,1743877,858714,1364711,1,1,1,1,1,1,1,1
2104,02128,10078560,11770320,12268430,25666140,8649570,15099380,11221800,19839030,1,1,1,1,1,1,1,1
2105,02129,1579406,2087463,1705048,1878762,1545447,1501158,1197533,1607874,1,1,1,1,1,1,1,1
2106,02130,3267620,1000810,1031846,1561780,2312005,2422710,1636941,2019326,1,1,1,1,1,1,1,1
2107,02131,837444,759275,384633,11247459,1094350,1339166,1649620,2350661,1,1,1,1,1,1,1,1
2108,02132,1516651,1053855,1596117,1300111,2295773,1185436,1841452,1860159,1,1,1,1,1,1,1,1
2109,02133,5630577,3162340,3925951,6095310,7432730,6602190,4617823,11206701,1,1,1,1,1,1,1,1
2110,02134,3379598,3842196,3964275,2880089,3084981,1991447,1969766,4670324,1,1,1,1,1,1,1,1
2111,02135,1418742,1570366,1603169,1672346,1179900,2307751,2047449,1424765,1,1,1,1,1,1,1,1
2112,02136,5792650,947855,4653984,3257032,3638590,2677600,2702737,9634321,1,1,1,1,1,1,1,1
2113,02137,5391360,4624680,3425846,3823730,3777487,4161702,3528064,3958176,1,1,1,1,1,1,1,1
2114,02138,18416980,23037760,8829515,40785428,8167980,13632440,24304300,23262340,1,1,1,1,1,1,1,1
2115,02139,5289290,8794130,6970592,15093948,8226865,13332285,2961754,43346676,1,1,1,1,1,1,1,1
2116,02140,1108190,1289242,1283419,1334869,916583,1405990,1477720,2018378,1,1,1,1,1,1,1,1
2117,02141,1104697,1207322,1008611,2190185,2094883,895527,2377608,1807367,1,1,1,1,1,1,1,1
2118,02142,2534028,868180,841231,679649,1399598,1127659,1029518,2100730,1,1,1,1,1,1,1,1
2119,02143,12725840,7999960,12152804,10336940,8293700,8990020,15741940,31006160,1,1,1,1,1,1,1,1
2120,02144,1471434,3581314,3785003,2482612,3773495,12585448,4858999,6806631,1,1,1,1,1,1,1,1
2121,02145,6385880,22629170,7660910,22954950,6843050,12364790,33304530,27545740,1,1,1,1,1,1,1,1
2122,02146,1367412,1684630,1550893,2695794,1355401,667640,1227082,888339,1,1,1,1,1,1,1,1
2123,02147,19826001,9841444,8882631,10938982,11781192,8340038,6514620,32890470,1,1,1,1,1,1,1,1
2124,02148,3499897,6314980,10323291,8796904,5950252,8653009,7233758,6591584,1,1,1,1,1,1,1,1
2125,02149,666707,1103610,1669770,1897750,1971079,1528605,2409130,2710292,1,1,1,1,1,1,1,1
2126,02150,4251729,4633870,3246260,3031610,2550131,3051040,1164780,1648844,1,1,1,1,1,1,1,1
2127,02151,1979366,1743336,1960046,2046403,1877556,2651629,2432739,2036070,1,1,1,1,1,1,1,1
2128,02152,11044948,5678710,3420386,6474786,12791217,20178172,15600665,11568040,1,1,1,1,1,1,1,1
2129,02153,1308583,779437,1700173,1466663,1911517,1250986,1298400,1508435,1,1,1,1,1,1,1,1
2130,02154,6347194,8161978,3512149,5200582,8028670,7777253,3114835,13043278,1,1,1,1,1,1,1,1
2131,02155,1394420,1306770,2348870,529810,820070,2987070,1235040,3427850,1,1,1,1,1,1,1,1
2132,02156,13267685,16482610,12234944,20614874,9970129,10346130,8504200,25003105,1,1,1,1,1,1,1,1
2133,02157,2351305,2602136,1845405,1896082,1925141,1881448,2127851,4390353,1,1,1,1,1,1,1,1
2134,02158,7350190,7729730,8397130,4659990,8082490,3852070,3119380,22368350,1,1,1,1,1,1,1,1
2135,02159,2791692,5821845,10494244,5952513,872385,4807183,3998443,3356810,1,1,1,1,1,1,1,1
2136,02160,3700580,2607337,1606519,3121828,2046024,1961151,2833350,2175070,1,1,1,1,1,1,1,1
2137,02161,4817519,4056270,3881000,3402600,1966520,2907720,4955750,5363720,1,1,1,1,1,1,1,1
2138,02162,17230014,8406390,5071760,4039050,4640103,7049650,12273121,10164634,1,1,1,1,1,1,1,1
2139,02163,1660741,2554079,1322129,1783277,1767877,2593414,1799049,2286750,1,1,1,1,1,1,1,1
2140,02164,1804167,1436932,2125478,3141369,3032656,2862665,2540888,2333326,1,1,1,1,1,1,1,1
2141,02165,1005005,903078,2813109,888800,892670,1016115,1026811,938116,1,1,1,1,1,1,1,1
2142,02166,1630873,2247727,3013011,1766209,1754231,1996565,2552993,1292446,1,1,1,1,1,1,1,1
2143,02167,1581326,1584344,1829817,1900751,1928500,2806167,2541738,1496648,1,1,1,1,1,1,1,1
2144,02168,22950900,8324438,3766150,17843550,10546900,13239820,12028840,12995370,1,1,1,1,1,1,1,1
2145,02169,2685832,2142687,2568220,2611217,1746870,713510,1640850,2419070,1,1,1,1,1,1,1,1
2146,02170,3215451,1546665,2849264,4769708,5203219,4200813,4329409,3162634,1,1,1,1,1,1,1,1
2147,02171,9337963,6884460,16180350,5022520,2506650,4884580,2169784,857834,1,1,1,1,1,1,1,1
2148,02172,2759690,2279009,15874823,16669696,20168260,3412404,12519600,14370840,1,1,1,1,1,1,1,1
2149,02173,1211505,1965023,1731262,1177550,1679191,1299838,933700,1209828,1,1,1,1,1,1,1,1
2150,02174,2335897,1554651,1910962,1902739,1557233,2262179,1860086,1580276,1,1,1,1,1,1,1,1
2151,02175,377856,1396646,1583520,1582638,1044677,1830471,1854766,3002242,1,1,1,1,1,1,1,1
2152,02176,1958487,1698016,939538,1151996,1025233,1227645,2576525,1260445,1,1,1,1,1,1,1,1
2153,02177,4454616,7188764,7073413,6482710,8097847,9863760,4751520,10783065,1,1,1,1,1,1,1,1
2154,02178,3548420,1997812,9312740,16074900,67201010,10764500,30455210,60314270,1,1,1,1,1,1,1,1
2155,02179,8007420,12078680,12573973,15525798,4996810,9996140,15933530,39799670,1,1,1,1,1,1,1,1
2156,02180,3192783,3017887,3158203,2682061,4687122,3510107,4467648,3519739,1,1,1,1,1,1,1,1
2157,02181,4904717,2639954,4083968,9465668,6262809,4856589,10870433,9872542,1,1,1,1,1,1,1,1
2158,02182,1294999,740499,996550,882893,1311390,1411072,2175531,1445791,1,1,1,1,1,1,1,1
2159,02183,1114126,1664088,1727166,2863321,3031468,2774847,2125729,3146723,1,1,1,1,1,1,1,1
2160,02184,30597540,23054700,13105985,19710850,13058060,21716046,20084060,21552320,1,1,1,1,1,1,1,1
2161,02185,14615424,8397840,6315895,12671470,5910555,6309144,7107520,32423396,1,1,1,1,1,1,1,1
2162,02186,1985541,4514103,3169880,6729840,8347210,4701560,1772830,1891920,1,1,1,1,1,1,1,1
2163,02187,13608490,15043210,35897070,22980180,25725790,16305970,19698588,15043900,1,1,1,1,1,1,1,1
2164,02188,1858951,1484673,1657619,1384423,1748160,1689625,1922291,1625657,1,1,1,1,1,1,1,1
2165,02189,2136068,2954690,1260530,2292830,1314570,4890650,2922910,4348760,1,1,1,1,1,1,1,1
2166,02190,799670,3103890,2298657,2118889,2043184,1881352,3408980,1416663,1,1,1,1,1,1,1,1
2167,02191,1525003,1595328,2458999,1598676,1739507,1999411,1987548,2508507,1,1,1,1,1,1,1,1
2168,02192,1156810,2785040,2755430,3201850,1934720,2176920,2802438,3000602,1,1,1,1,1,1,1,1
2169,02193,2713025,1205655,1449466,1321236,1502120,1397658,1343338,1068275,1,1,1,1,1,1,1,1
2170,02195,5037914,18304632,2637760,5191523,29046720,32672220,5981740,10982650,1,1,1,1,1,1,1,1
2171,02196,845950,2724720,1247339,1810668,1463370,3181103,3217522,1844919,1,1,1,1,1,1,1,1
2172,02197,3898807,7742595,2145150,5400102,4016971,3937840,2690585,4489024,1,1,1,1,1,1,1,1
2173,02198,4355400,3836160,1032560,1447350,3299020,1605530,1835980,1533730,1,1,1,1,1,1,1,1
2174,02199,4338930,3037370,10966480,5159710,3636233,4094270,5525550,6633140,1,1,1,1,1,1,1,1
2175,02200,1825540,1275870,6681690,4653350,1189730,1155000,1475320,3807210,1,1,1,1,1,1,1,1
2176,02201,923539,1427692,1585768,1289314,1630104,1375379,1231667,1439935,1,1,1,1,1,1,1,1
2177,02202,18502584,16380980,11570928,14225350,18081476,31082760,15144982,9810090,1,1,1,1,1,1,1,1
2178,02203,1875135,2087111,2230734,2027926,1343507,1719545,1668209,2000240,1,1,1,1,1,1,1,1
2179,02204,933007,862824,1550498,1106140,1665587,970498,1214907,786238,1,1,1,1,1,1,1,1
2180,02205,20193870,14056520,20542657,4635430,6863120,34361040,13232130,19496400,1,1,1,1,1,1,1,1
2181,02206,5961490,8647020,4026950,8559272,4037950,4251910,15159261,4513148,1,1,1,1,1,1,1,1
2182,02207,11250459,11357822,5779666,6568809,10858283,14200143,17512628,12090447,1,1,1,1,1,1,1,1
2183,02208,1248447,1036304,1267016,929496,1142892,977898,1001471,1199410,1,1,1,1,1,1,1,1
2184,02209,10643884,5137754,7757296,10407180,4684130,6616936,1748145,3470030,1,1,1,1,1,1,1,1
2185,02210,2275548,2052930,3100630,1620314,1569874,738165,1214942,972800,1,1,1,1,1,1,1,1
2186,02211,1223093,1154640,1013800,1105206,835132,985918,1713751,1421825,1,1,1,1,1,1,1,1
2187,02212,1530384,1132317,1280072,825136,1117036,1427239,1312535,1020786,1,1,1,1,1,1,1,1
2188,02213,1224828,1234534,1127972,807200,1154490,1001080,1173790,885510,1,1,1,1,1,1,1,1
2189,02214,3628428,2150568,1836966,3996868,2206862,3811827,2000486,3440889,1,1,1,1,1,1,1,1
2190,02215,1408915,1544568,1319902,586932,1360239,1203913,1197978,1650235,1,1,1,1,1,1,1,1
2191,02216,4661970,7170360,2119550,9683760,4280710,3866170,3566170,14401820,1,1,1,1,1,1,1,1
2192,02217,3541180,5073610,4068670,3720120,3463080,3608630,2720896,8705150,1,1,1,1,1,1,1,1
2193,02218,5235531,5800233,6800891,10055930,9849007,13818546,6566709,7583745,1,1,1,1,1,1,1,1
2194,02219,8710500,12035530,45928330,41538450,4201698,3490700,7073870,12271790,1,1,1,1,1,1,1,1
2195,02220,1843899,3722961,1632317,4054219,2435839,3985993,1647331,3166891,1,1,1,1,1,1,1,1
2196,02221,3176370,5621370,3779350,7432328,9615656,11111148,4499185,4238041,1,1,1,1,1,1,1,1
2197,02222,2362960,1116575,1840489,2288232,1667251,2097634,1865646,1394574,1,1,1,1,1,1,1,1
2198,02223,7145203,13219928,17564160,14152509,17964012,13485789,13784068,34180223,1,1,1,1,1,1,1,1
2199,02224,4770363,3762461,4091611,13328210,7810968,7343730,5102171,17934570,1,1,1,1,1,1,1,1
2200,02225,2939768,4763108,3549347,8161458,2560591,5907910,5154660,6504250,1,1,1,1,1,1,1,1
2201,02226,29759910,9506906,5923103,8238603,7476200,4803911,15983381,6178928,1,1,1,1,1,1,1,1
2202,02227,1482479,5192043,1512879,1640823,1582056,1615654,2679334,3873862,1,1,1,1,1,1,1,1
2203,02228,5141250,5105489,4790309,2817728,9030680,4789060,10197380,2438380,1,1,1,1,1,1,1,1
2204,02229,3663970,4106561,1784638,3123483,3868052,4190736,15205928,9575214,1,1,1,1,1,1,1,1
2205,02230,15745926,13777523,19793980,18817068,10995539,28366321,14694216,28693259,1,1,1,1,1,1,1,1
2206,02231,5757048,10650921,4079550,8499679,5921345,7497452,13346120,9683144,1,1,1,1,1,1,1,1
2207,02232,1485764,1061547,1659403,1769199,1405297,1511741,1184616,1602980,1,1,1,1,1,1,1,1
2208,02233,8579890,6687710,4142370,8223610,3900880,3351250,4657900,4794253,1,1,1,1,1,1,1,1
2209,02234,18708734,7404230,9791710,15884539,2320007,3012180,2873970,1944840,1,1,1,1,1,1,1,1
2210,02235,6433430,7049120,7855482,8855520,5188551,10983227,7135040,6322230,1,1,1,1,1,1,1,1
2211,02236,3801667,771868,896225,1691577,2894228,3209523,4634049,6895708,1,1,1,1,1,1,1,1
2212,02237,11948590,5122370,4560570,4643390,1578080,2970880,2464211,4197890,1,1,1,1,1,1,1,1
2213,02238,6359016,7633763,7557050,10569702,7452916,5358280,9477705,10899102,1,1,1,1,1,1,1,1
2214,02239,41410570,20195570,29863920,20287120,38606160,19377480,19853900,14323789,1,1,1,1,1,1,1,1
2215,02240,2298930,1819224,2694030,2564842,1771520,1266552,1186220,2310333,1,1,1,1,1,1,1,1
2216,02241,5138894,2761806,4350605,10799215,1882800,3335337,2783988,2852480,1,1,1,1,1,1,1,1
2217,02242,3413994,3350893,3837511,3946954,4672031,3366110,2134905,3731272,1,1,1,1,1,1,1,1
2218,02243,744690,2823220,2110629,1004190,1324900,792180,1036920,4704690,1,1,1,1,1,1,1,1
2219,02244,21377418,13372190,2232050,17423600,2841490,31778306,14060340,39719114,1,1,1,1,1,1,1,1
2220,02245,713150,1271130,1409880,1462948,1819280,929560,1445850,1843140,1,1,1,1,1,1,1,1
2221,02246,1337243,976760,1031335,1028978,1099253,1376347,1331001,1117959,1,1,1,1,1,1,1,1
2222,02247,483850,779278,568294,681932,1006116,937129,1047418,692348,1,1,1,1,1,1,1,1
2223,02248,4904560,5053350,2763860,4326050,9966700,3935840,5702890,5266430,1,1,1,1,1,1,1,1
2224,02249,2652519,1852942,4660667,2445767,1760437,2615875,2441625,3953312,1,1,1,1,1,1,1,1
2225,02250,1083215,827099,750976,822507,1009215,932500,925030,1122834,1,1,1,1,1,1,1,1
2226,02251,1152088,1462997,1508818,1270028,1335334,1647446,1262475,1152829,1,1,1,1,1,1,1,1
2227,02252,861055,1491650,1946288,1735375,873560,794012,626912,466199,1,1,1,1,1,1,1,1
2228,02253,1445476,1328400,1286314,1767765,1305767,1692408,1484326,1672570,1,1,1,1,1,1,1,1
2229,02254,2834520,2544900,3458910,8555640,6341730,7633227,6744910,8622420,1,1,1,1,1,1,1,1
2230,02255,718709,862958,585552,660478,962010,998066,1332561,610518,1,1,1,1,1,1,1,1
2231,02256,11512497,14879880,22303777,13164350,30822910,18520820,184635504,54815990,1,1,1,1,1,1,1,1
2232,02257,2049166,1098032,1481095,1940617,1543115,1800840,1724492,2286175,1,1,1,1,1,1,1,1
2233,02258,3500650,3683720,2729060,8337320,5207080,3427610,6126480,9589290,1,1,1,1,1,1,1,1
2234,02259,7040970,12921650,4493280,12520379,13882525,6657874,1804850,22309324,1,1,1,1,1,1,1,1
2235,02260,3810170,6935172,3876780,6791230,3801620,3142690,5520150,6500390,1,1,1,1,1,1,1,1
2236,02261,17573480,26727620,6971980,28281717,13772910,5055640,4837480,7079260,1,1,1,1,1,1,1,1
2237,02262,21382999,16493743,12457453,7603870,8453191,13773990,4904650,8532840,1,1,1,1,1,1,1,1
2238,02263,2721473,1962384,2445615,2204451,1313925,880673,1119777,725441,1,1,1,1,1,1,1,1
2239,02264,662351,384223,1441920,679248,634339,410842,521469,299744,1,1,1,1,1,1,1,1
2240,02265,961238,878280,1856207,2416904,2273269,2662406,2671203,1868610,1,1,1,1,1,1,1,1
2241,02266,22757143,19797178,7841031,30665250,17407140,9742850,16642731,16644260,1,1,1,1,1,1,1,1
2242,02267,1232690,1427798,1278198,1239119,1365561,1697441,1570237,1535215,1,1,1,1,1,1,1,1
2243,02268,2128970,2831654,1902032,3230623,2058965,1729976,3559157,2117042,1,1,1,1,1,1,1,1
2244,02269,3781173,3233767,2894480,3370109,5248061,4120837,5440269,13049827,1,1,1,1,1,1,1,1
2245,02270,613790,853438,1493507,1627590,946260,1964276,1250240,1748860,1,1,1,1,1,1,1,1
2246,02271,1837031,2272744,2355419,1638632,1085491,548112,873893,1059313,1,1,1,1,1,1,1,1
2247,02272,2248108,2120198,3121084,1579758,2133167,2315281,1558708,734240,1,1,1,1,1,1,1,1
2248,02273,227045,199387,424244,1600322,1934990,3152320,2018413,8750428,1,1,1,1,1,1,1,1
2249,02274,10427738,24809747,14057667,20482681,13565642,13505467,19295313,14766127,1,1,1,1,1,1,1,1
2250,02275,6085920,5432210,6039670,5176370,5384010,6749750,11705930,14087850,1,1,1,1,1,1,1,1
2251,02276,4755294,4107430,6013782,2210925,3208026,3229850,2834743,10924029,1,1,1,1,1,1,1,1
2252,02277,3164368,4345452,3913900,4984464,4421320,9590752,9360394,7529180,1,1,1,1,1,1,1,1
2253,02278,2884711,16561096,19170500,7387550,3995365,856230,214500,38800,1,1,1,1,1,1,1,1
2254,02279,55860,100510,1458477,1592906,1161664,1598443,2326891,1989401,1,1,1,1,1,1,1,1
2255,02280,4302126,19216643,7674560,3481386,10111430,9060100,10204480,10479356,1,1,1,1,1,1,1,1
2256,02281,1212937,1115782,1051822,1274505,900111,1018090,916575,1455558,1,1,1,1,1,1,1,1
2257,02282,639492,783763,1022276,1152992,785958,930172,1090148,1014811,1,1,1,1,1,1,1,1
2258,02283,420232,431295,498521,630710,527832,1377096,1469965,1391895,1,1,1,1,1,1,1,1
2259,02284,12698720,15947120,4993880,6794120,16503500,7122310,15324760,6439570,1,1,1,1,1,1,1,1
2260,02285,1893899,3021788,1676046,2592431,2341223,2285035,2430037,2422373,1,1,1,1,1,1,1,1
2261,02286,3947262,3016030,3257093,2554517,2222770,4268450,4033059,3412820,1,1,1,1,1,1,1,1
2262,02287,10273780,6934120,7515650,7397130,9835350,10757890,9791500,11206790,1,1,1,1,1,1,1,1
2263,02288,2233256,3544530,7794476,3064922,10273284,11958910,8277815,9442090,1,1,1,1,1,1,1,1
2264,02289,1974390,2663820,1576750,3921630,1344310,1842370,1746200,4824240,1,1,1,1,1,1,1,1
2265,02290,24913160,113113039,103882160,23373920,54362117,198295573,45261582,106827410,1,1,1,1,1,1,1,1
2266,02291,1529606,1584851,1358120,1406225,1451092,1190039,1430793,1534329,1,1,1,1,1,1,1,1
2267,02292,1193564,587796,3591957,1264080,1077504,1162665,961645,1031723,1,1,1,1,1,1,1,1
2268,02293,6105920,2560300,4019000,8256190,5537800,2828230,4590660,12153060,1,1,1,1,1,1,1,1
2269,02294,868973,1391687,1249512,2036388,1833756,1412425,1281428,1021908,1,1,1,1,1,1,1,1
2270,02295,3604340,2573230,3076220,3140522,3523720,4220620,2986956,1955800,1,1,1,1,1,1,1,1
2271,02296,3503260,2457000,3471760,5540540,2671150,4587880,2887330,2101430,1,1,1,1,1,1,1,1
2272,02297,1967046,3073169,2444082,3043032,1721874,2213059,2520788,2370881,1,1,1,1,1,1,1,1
2273,02298,2228818,1579335,2001936,1408807,2249408,2202461,2228633,1158789,1,1,1,1,1,1,1,1
2274,02299,2097517,1459070,1996094,3938203,2020980,2175524,1750595,2587721,1,1,1,1,1,1,1,1
2275,02300,22330790,9204680,13400710,17259660,28086210,18298970,11322030,17186270,1,1,1,1,1,1,1,1
2276,02301,13967583,31380839,18046789,14569118,7369742,10244210,30157961,31864015,1,1,1,1,1,1,1,1
2277,02302,5782960,4360720,4275510,4858682,5418783,11250366,15751341,8811842,1,1,1,1,1,1,1,1
2278,02303,2767256,1078030,648638,1033900,1467352,1336762,1776939,919907,1,1,1,1,1,1,1,1
2279,02304,2202611,1715663,1920271,1911474,1739733,1608571,1508297,1446618,1,1,1,1,1,1,1,1
2280,02305,576180,1851860,993540,1347150,450390,230390,772060,543410,1,1,1,1,1,1,1,1
2281,02306,2163955,2268536,2797979,2919644,2652372,1499333,1462292,1720423,1,1,1,1,1,1,1,1
2282,02307,984859,1471801,1362996,1073897,1351534,1237192,1694159,1489678,1,1,1,1,1,1,1,1
2283,02308,2383253,994518,1048587,1176986,784514,1127365,757959,1392408,1,1,1,1,1,1,1,1
2284,02309,19384285,9492049,14991370,8807688,7510721,5796911,4982349,16070330,1,1,1,1,1,1,1,1
2285,02310,2395248,10849824,8437810,12839963,14085247,7928453,8806510,12319004,1,1,1,1,1,1,1,1
2286,02311,22491260,23269272,34030820,18610404,18848790,16799410,12690150,22604860,1,1,1,1,1,1,1,1
2287,02312,3786150,1662750,3158610,2646990,2819630,2570790,4472240,3594330,1,1,1,1,1,1,1,1
2288,02313,7644378,6266307,3882200,5493287,9514330,8952520,7791444,4120860,1,1,1,1,1,1,1,1
2289,02314,6536480,5054464,4342750,9329290,4634134,7049270,9967030,1653310,1,1,1,1,1,1,1,1
2290,02315,22635243,11573326,12561605,18342298,18257289,16675377,11689670,35355987,1,1,1,1,1,1,1,1
2291,02316,1243510,983256,978120,1558228,1584250,1874452,1384047,1263583,1,1,1,1,1,1,1,1
2292,02317,716009,1225535,543355,782550,673807,691752,508048,625864,1,1,1,1,1,1,1,1
2293,02318,851309,688178,913079,787198,909700,582102,723753,1462323,1,1,1,1,1,1,1,1
2294,02319,5208870,6799060,5232254,29341652,4342736,8406819,2633367,3945329,1,1,1,1,1,1,1,1
2295,02320,1293280,11709320,2675400,2134246,4990830,3789353,3196283,3438450,1,1,1,1,1,1,1,1
2296,02321,1347498,1321056,826509,2253008,1097218,1999274,1720019,1741920,1,1,1,1,1,1,1,1
2297,02322,1426737,441220,528027,705840,898982,688598,198222,328720,1,1,1,1,1,1,1,1
2298,02323,3937940,826690,2179901,1276120,919410,1712630,1404970,1202130,1,1,1,1,1,1,1,1
2299,02324,1966156,1911841,1280133,2136908,2528304,3040773,4087287,4158661,1,1,1,1,1,1,1,1
2300,02325,3072879,3983662,3309524,3920255,2747702,2533904,2703010,1832249,1,1,1,1,1,1,1,1
2301,02326,1757380,1076668,1105500,1303506,1614517,1861128,2505534,2397021,1,1,1,1,1,1,1,1
2302,02327,1906021,1655870,22442383,5507615,1975324,7208535,3666040,8363523,1,1,1,1,1,1,1,1
2303,02328,1165964,877346,1429614,2043815,1560700,872503,141900,224200,1,1,1,1,1,1,1,1
2304,02329,6133060,13926990,9428130,7186190,2464890,8229390,6899680,9688660,1,1,1,1,1,1,1,1
2305,02330,2437297,3712429,1663147,3427008,2258673,2845506,2430143,2119307,1,1,1,1,1,1,1,1
2306,02331,1043481,1192123,1294021,1041690,1011801,643040,757540,2102969,1,1,1,1,1,1,1,1
2307,02332,1403670,1438910,1820520,2438900,843450,7692120,1946230,4137350,1,1,1,1,1,1,1,1
2308,02333,6773125,3542851,2518136,4557626,1012730,1683960,1454110,3473117,1,1,1,1,1,1,1,1
2309,02334,22025780,2910510,3822579,9857880,6415460,8787360,6790130,3805115,1,1,1,1,1,1,1,1
2310,02335,9587770,5434301,2968330,3421922,6692000,5677780,4077972,5453460,1,1,1,1,1,1,1,1
2311,02336,21267550,12383720,23805039,22688430,7459800,19507200,14971100,27814710,1,1,1,1,1,1,1,1
2312,02337,4438210,12784380,13423840,7495820,8966760,8825240,13902430,9578310,1,1,1,1,1,1,1,1
2313,02338,3509610,3037487,3602740,5050190,2613140,3135340,2652050,4378580,1,1,1,1,1,1,1,1
2314,02339,2030850,2729150,4145450,12136640,9468390,3511606,12060480,3078750,1,1,1,1,1,1,1,1
2315,02340,21453530,9957240,4838660,25334350,20694030,3205021,4611150,9342810,1,1,1,1,1,1,1,1
2316,02341,3586163,3568285,1731750,6426734,2464783,24186593,6826374,5427378,1,1,1,1,1,1,1,1
2317,02342,684293,745929,641222,835387,924376,763990,1264400,1185493,1,1,1,1,1,1,1,1
2318,02343,10604597,12760339,8425897,6594440,6129364,8197694,8816222,14293326,1,1,1,1,1,1,1,1
2319,02344,1530082,1869075,2229691,2410008,2789218,2321362,2630401,2408436,1,1,1,1,1,1,1,1
2320,02345,19674655,6566640,31838359,38767902,20679521,25444896,36257327,28604759,1,1,1,1,1,1,1,1
2321,02346,5882678,4793917,3851398,3631710,2996365,3861069,5297988,3020082,1,1,1,1,1,1,1,1
2322,02347,1635159,1617827,1556366,2374571,2849358,1312763,1693406,351620,1,1,1,1,1,1,1,1
2323,02348,96529049,19194340,6427850,130650628,288915320,270932380,233269750,20836100,1,1,1,1,1,1,1,1
2324,02349,1231881,1649477,981756,2011181,1625524,1377031,1287819,1619880,1,1,1,1,1,1,1,1
2325,02350,2177537,1962055,1925326,1067059,2160869,3286171,3132359,10557589,1,1,1,1,1,1,1,1
2326,02351,1570973,2901922,2555995,3342721,1746946,1349249,2100023,2380074,1,1,1,1,1,1,1,1
2327,02352,1469944,1153348,2492998,1761749,2138105,1617201,2554558,1894171,1,1,1,1,1,1,1,1
2328,02353,1690560,2008539,1220100,1494390,1275932,6621424,2357585,4366600,1,1,1,1,1,1,1,1
2329,02354,15230160,4190930,17254690,16558670,14267900,20603050,21397350,16814090,1,1,1,1,1,1,1,1
2330,02355,2291181,802985,1809702,1315176,2133427,1563131,926801,888718,1,1,1,1,1,1,1,1
2331,02356,2290807,1227990,997466,1546473,820245,867651,1184911,717496,1,1,1,1,1,1,1,1
2332,02357,958849,807043,860225,907779,919017,777674,844636,861350,1,1,1,1,1,1,1,1
2333,02358,4010430,713988,2622702,930454,3416596,758446,2821862,434810,1,1,1,1,1,1,1,1
2334,02359,1603744,1179808,867787,1347680,690495,606712,907232,1399458,1,1,1,1,1,1,1,1
