고객번호,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의약품/의료기기_구매지수,교육/문화용품_구매지수,외식_구매지수,기타_구매지수,디지털/가전_구매지수,가구/인테리어_구매지수,의류_구매지수,전문스포츠/레저_구매지수,패션잡화_구매지수,유아동_구매지수,명품_구매지수
01148,0.3,0.0,1.2999999999999998,1.5,0.0,5.0,0.0,0.0,1.5,6.6,0.0,-0.8,0.0,0.0
01149,0.0,1.0,0.3,0.0,5.0,0.0,3.9,0.0,1.5,5.5,1.7999999999999998,1.7999999999999998,-2.8,0.0
01150,1.2999999999999998,0.3,0.6,7.0,0.0,1.2999999999999998,0.0,4.1,-3.1,0.3,2.1,0.6,-3.2,-4.199999999999999
01151,0.3,0.0,1.0,1.5,0.0,1.2999999999999998,0.0,7.5,7.6,0.3,-4.199999999999999,3.8,1.7999999999999998,1.7999999999999998
01152,1.0,0.0,1.2999999999999998,0.0,0.0,1.0,0.0,2.1,-5.0,-0.7,1.7999999999999998,-4.6000000000000005,0.0,0.0
01153,1.0,0.6,-0.4,0.0,0.0,0.6,0.0,1.5,2.4,0.3,-3.5,0.3,0.0,-1.4
01154,0.3,1.0,2.5999999999999996,0.0,-3.5,2.3,0.0,6.8,7.799999999999999,1.2999999999999998,0.0,1.0,0.0,-4.199999999999999
01155,1.2999999999999998,0.3,0.3,0.0,0.0,0.6,0.0,1.7999999999999998,9.899999999999999,-0.4,8.1,0.6,1.2999999999999998,1.7999999999999998
01156,1.2999999999999998,-0.7,0.6,1.5,0.0,1.7999999999999998,0.0,0.0,0.0,-1.7000000000000002,4.0,3.5999999999999996,0.0,0.0
01157,1.2999999999999998,3.8,0.6,0.0,4.3,1.0,0.0,-1.1,4.2,0.3,-3.8999999999999995,-0.7,1.2999999999999998,4.2
01158,0.0,1.0,1.6,1.7999999999999998,-2.3,0.0,0.0,0.0,6.8,-0.4,1.5,1.4,4.0,0.0
01159,1.0,1.0,1.0,3.9,5.0,1.5,0.0,0.0,5.3,2.1,4.0,1.5,6.0,0.0
01160,1.2999999999999998,1.0,0.6,0.0,0.0,6.8,0.0,0.0,0.0,4.6,7.3,2.6999999999999997,6.5,0.0
01161,1.6,0.3,1.2,-2.4,0.0,0.3,0.0,8.1,2.1,0.6,1.2,1.7999999999999998,-2.0999999999999996,7.6
01162,1.2999999999999998,0.0,1.0,1.5,0.0,-0.4,0.0,1.7999999999999998,3.5999999999999996,-0.4,1.5,2.3,1.5,-4.9
01163,2.0,1.2999999999999998,1.2999999999999998,1.7999999999999998,1.7999999999999998,0.0,0.0,4.2,-0.09999999999999998,0.6,7.199999999999999,-0.09999999999999998,1.2999999999999998,0.0
01164,0.0,1.2999999999999998,-0.4,0.0,0.8999999999999999,0.3,0.0,1.1,-0.5,1.2999999999999998,-4.199999999999999,1.0,7.5,1.7999999999999998
01165,1.0,0.0,0.6,0.0,0.20000000000000007,9.6,0.0,5.1,-2.0,0.0,1.2,-3.3,-2.6999999999999997,0.0
01166,0.0,0.3,1.2999999999999998,0.6,0.0,0.0,0.0,5.0,-0.5999999999999996,0.6,0.4999999999999999,0.4999999999999999,1.7999999999999998,-3.1
01167,0.3,0.8999999999999999,0.3,0.0,0.0,0.6,0.0,2.4,3.3,5.3,0.0,3.0,0.0,0.0
01168,0.3,0.6,1.0,0.0,2.6999999999999997,4.6,9.0,0.0,3.0,0.6,1.5,2.1,1.2,0.0
01169,0.0,0.0,0.0,2.1999999999999997,-0.4,3.5999999999999996,9.0,0.0,1.1,-0.4,0.0,2.1,-2.8,1.7999999999999998
01170,1.6,1.0,1.0,1.7999999999999998,4.0,-0.5,8.0,0.0,-2.6999999999999997,0.6,2.5999999999999996,0.3,8.399999999999999,0.0
01172,0.3,0.6,1.2999999999999998,3.5999999999999996,0.0,0.3,0.0,7.3,6.6,0.3,4.3,1.0,8.1,3.9
01173,2.1,0.3,-0.09999999999999998,0.0,-3.1,-0.7,0.0,11.2,2.1,-0.09999999999999998,0.0,6.3,8.0,0.20000000000000007
01174,1.0,1.2999999999999998,1.2999999999999998,2.6999999999999997,-0.5,6.5,-0.7000000000000002,0.0,-2.9000000000000004,0.7999999999999999,8.1,0.0,-2.5,0.0
01175,1.0,1.2999999999999998,0.0,-0.5999999999999996,0.0,9.2,1.5,0.0,1.7999999999999998,1.2,7.1,0.8999999999999999,6.4,0.0
01176,0.3,1.2999999999999998,0.3,1.7999999999999998,1.5,0.3,0.0,3.7,6.3,0.0,-1.7000000000000002,-4.6000000000000005,-2.8,9.1
01177,1.2999999999999998,0.0,-0.7,0.0,0.0,0.0,0.0,2.1,-3.5,1.6,0.0,1.7999999999999998,0.0,0.0
01178,1.0,0.3,0.8999999999999999,0.0,2.8,0.3,0.0,-2.0999999999999996,10.1,0.3,-4.199999999999999,0.3,0.0,10.399999999999999
01179,1.2999999999999998,1.2999999999999998,0.0,7.0,5.199999999999999,1.2999999999999998,0.0,9.899999999999999,-3.5999999999999996,1.2999999999999998,-3.5,0.8999999999999999,2.1,3.8
01180,0.0,1.2999999999999998,1.0,2.1,4.0,-1.1,7.0,2.1,0.0,0.3,1.7999999999999998,4.6,-2.0999999999999996,0.0
01181,1.0,-0.4,2.0,0.0,0.0,0.3,0.0,7.0,0.0,-1.4,0.0,1.7999999999999998,0.0,6.1
01182,1.0,0.6,2.5999999999999996,3.0,0.0,0.0,-4.9,0.0,0.40000000000000013,0.4999999999999999,3.0,9.0,3.8,0.0
01183,0.0,1.2999999999999998,0.3,-0.09999999999999998,0.0,-3.5,0.0,-1.0,0.0,-1.7000000000000002,2.0,3.3,1.2,0.0
01184,0.0,1.0,1.0,1.2,3.5999999999999996,1.7999999999999998,0.0,1.2,-0.7000000000000002,2.8,0.0,1.7999999999999998,1.0,1.7999999999999998
01185,0.6,0.6,0.6,10.9,2.4,3.3,0.0,1.5,6.1,0.0,3.5999999999999996,3.8,1.7999999999999998,2.1
01186,0.3,0.3,-0.4,-1.7999999999999998,0.09999999999999964,-2.6,2.1,0.0,1.8999999999999997,0.0,2.1,0.40000000000000013,1.7999999999999998,1.7999999999999998
01187,1.2999999999999998,0.8999999999999999,0.6,0.0,0.7999999999999999,0.0,0.0,8.7,2.1,0.6,1.7999999999999998,1.2,1.5,9.1
01188,1.0,1.2999999999999998,1.2999999999999998,0.0,1.2,3.0,0.0,0.0,5.0,-1.7000000000000002,-0.5,5.8,2.5,0.0
01189,0.8999999999999999,2.8,3.5,0.0,0.0,4.1,0.0,5.6,6.3,2.1,1.5,1.7999999999999998,0.0,9.5
01190,1.0,1.0,0.3,0.0,0.0,1.5,0.0,6.0,3.5999999999999996,-0.7,0.40000000000000013,2.8,1.5,0.0
01191,-0.4,2.0,0.6,0.0,-3.5,-0.4,0.0,1.2,-5.6,1.2999999999999998,0.0,4.1000000000000005,2.5,10.1
01192,-1.4,-3.2,-1.1,3.5999999999999996,-2.2,-2.6,3.5999999999999996,1.2,-1.1,-0.8,3.3,-3.2,3.5999999999999996,0.0
01193,1.2999999999999998,1.0,1.2999999999999998,3.3,6.2,0.3,2.1,1.5,-3.3,0.3,3.3,-2.8000000000000003,0.0,6.8
01194,0.0,1.2999999999999998,1.2999999999999998,2.4,0.0,1.2999999999999998,0.0,5.6,3.5999999999999996,0.0,4.8,2.3,-3.5,1.7999999999999998
01195,0.0,0.3,-0.4,0.0,0.0,0.0,0.0,1.5,3.3,-3.2,2.5999999999999996,2.5,1.7999999999999998,0.0
01196,1.0,1.0,1.2999999999999998,6.0,0.0,0.6,1.7999999999999998,1.2,1.5,-0.09999999999999998,5.1,-2.6,0.0,7.5
01197,0.6,1.2999999999999998,2.5,0.0,0.0,3.8,0.0,2.4,6.1,0.3,1.5,3.4,0.0,8.8
01198,0.0,0.0,1.2999999999999998,-3.5,2.1999999999999997,6.5,0.0,-1.7000000000000002,1.4,0.3,8.6,-0.8000000000000003,4.7,0.0
01199,0.0,0.0,1.2999999999999998,6.5,6.3,1.0,0.0,7.799999999999999,2.5999999999999996,1.2999999999999998,0.0,0.3,3.0,6.3
01200,0.3,0.0,1.2999999999999998,0.0,8.0,0.6,1.7999999999999998,6.8,1.1,-0.4,3.0,-5.0,0.6,-2.8000000000000003
01201,2.3,0.3,1.9,0.0,7.5,1.0,0.0,0.0,1.2,-0.4,1.5,-0.4,1.2999999999999998,4.0
01202,1.0,0.0,1.0,6.0,3.4,0.0,0.0,0.0,2.6999999999999997,-0.09999999999999998,6.5,0.3,6.5,1.7999999999999998
01203,0.3,1.0,6.6,1.5,7.799999999999999,1.6,0.0,4.3999999999999995,6.6,-0.09999999999999998,2.1,0.3,0.0,4.5
01204,0.0,0.0,0.0,1.9,1.0,7.799999999999999,0.0,0.0,0.4999999999999999,1.2999999999999998,3.0,0.3,2.6999999999999997,0.0
01205,0.3,-0.4,0.6,-4.199999999999999,2.4,0.0,0.0,3.3,-3.2,0.6,0.0,0.7999999999999999,0.0,0.0
01206,0.6,0.0,1.2999999999999998,-3.5,2.6999999999999997,6.5,2.1,6.5,5.6,2.0,6.0,6.3,4.6,0.0
01207,3.7,1.2999999999999998,4.199999999999999,0.0,0.0,1.0,-2.0,7.0,8.1,0.3,8.1,7.3,2.1999999999999997,8.8
01209,0.0,1.2999999999999998,0.6,0.0,4.7,0.3,3.0,-3.4000000000000004,7.1,0.6,6.3,-0.4,1.2999999999999998,-2.0999999999999996
01210,1.0,1.0,0.3,0.0,0.7999999999999999,7.3,5.3999999999999995,1.7999999999999998,2.3,0.3,3.5999999999999996,9.3,2.3,8.0
01211,0.3,0.0,0.6,0.0,1.2,1.0,0.0,4.2,3.0,0.3,5.9,-4.9,1.7999999999999998,2.1
01212,0.0,0.0,2.0,0.0,0.0,0.3,0.0,7.0,8.8,0.3,0.0,0.8999999999999999,1.7999999999999998,6.6
01213,0.0,1.0,-0.4,7.0,0.0,6.3,0.0,0.0,-2.6999999999999997,1.0,0.0,1.7999999999999998,1.2,7.0
01214,1.6,0.6,1.2999999999999998,0.0,0.0,1.2999999999999998,0.0,9.1,4.5,-0.4,0.0,-4.0,-2.6999999999999997,9.5
01215,1.0,1.0,0.3,0.0,0.0,0.3,0.0,-2.9000000000000004,0.0,-0.4,-1.6,0.6,2.6999999999999997,1.7999999999999998
01216,1.2999999999999998,0.3,0.3,0.0,0.0,0.3,0.0,-1.4,0.0,8.0,1.7999999999999998,2.1,5.0,0.0
01217,1.0,1.0,0.0,6.0,5.199999999999999,0.6,1.7999999999999998,0.0,3.3,0.0,1.7999999999999998,2.1,0.5,5.0
01218,1.0,0.3,5.6,1.5,0.0,1.0,0.0,0.6,0.0,-1.4,0.0,2.9,0.0,1.6
01219,1.0,2.0,0.0,1.5,0.0,2.0,0.0,-2.9000000000000004,-0.09999999999999998,0.6,2.1,3.1,1.5,3.0
01220,1.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.2,0.0,0.0
01221,0.0,0.6,0.6,-3.5,0.0,1.2999999999999998,0.0,0.0,6.5,0.6,0.0,7.0,0.0,3.3
01222,-0.4,0.6,-0.4,0.0,0.0,-4.300000000000001,0.0,-4.300000000000001,-4.300000000000001,-2.0999999999999996,-2.6999999999999997,-4.6000000000000005,2.5999999999999996,-4.300000000000001
01223,0.0,0.3,0.0,4.8999999999999995,-3.2,9.0,0.0,0.0,0.0,2.8,-2.0,3.7,0.0,0.0
01224,0.3,1.7999999999999998,0.6,7.0,4.0,1.0,0.0,-3.1,6.699999999999999,0.0,1.5,0.3,5.0,11.899999999999999
01225,0.0,0.0,1.2999999999999998,2.4,0.0,1.7999999999999998,0.0,6.5,6.8,-0.4,2.5,0.7,1.2,0.0
01226,1.2,0.6,0.6,0.0,4.0,0.3,0.0,2.1,6.0,0.6,3.3,-0.4,1.2,3.5999999999999996
01227,1.0,0.3,0.3,-4.9,5.6,0.3,0.0,0.0,2.8,0.3,0.0,-0.09999999999999998,4.8999999999999995,0.0
01228,0.0,-0.4,1.2999999999999998,-0.5999999999999996,3.3,2.1,6.3,2.5,3.3,7.1,6.8,5.0,-1.9,0.0
01229,-0.4,0.8999999999999999,1.2999999999999998,0.0,7.0,1.0,1.7999999999999998,2.1,-3.5,-0.09999999999999998,-1.7000000000000002,-0.4,-3.8999999999999995,-3.5
01230,1.2999999999999998,0.8999999999999999,0.3,0.0,0.0,0.0,0.0,2.6999999999999997,0.0,-0.09999999999999998,0.0,-0.7,0.0,1.7999999999999998
01231,1.0,1.2999999999999998,0.6,3.3,-2.0,1.4,1.7999999999999998,0.0,4.0,2.1,-1.6,-2.6999999999999997,-3.8999999999999995,0.0
01232,1.2999999999999998,0.3,-0.7,0.0,0.0,1.0,0.0,2.6999999999999997,-2.0999999999999996,-0.4,5.0,2.5999999999999996,0.0,0.0
01233,-1.0,3.5,-2.0,0.0,0.0,1.2999999999999998,0.0,2.1,9.1,-0.4,0.0,-1.1,6.5,10.6
01234,0.0,1.0,1.0,6.0,6.2,0.6,0.0,0.0,4.3,-0.8,1.5,1.8999999999999997,8.2,0.0
01235,1.0,1.0,2.1,-1.9,3.5999999999999996,0.8999999999999999,1.7999999999999998,-4.0,10.0,-0.4,5.0,2.4,0.0,7.3
01236,0.0,0.3,0.3,0.0,1.5,0.0,0.0,0.0,2.1,-2.4,0.0,-4.199999999999999,3.5999999999999996,0.0
01237,0.0,0.3,1.2999999999999998,0.0,-2.5,-2.0,0.0,0.0,-3.5,0.6,9.6,6.6,2.5,1.7999999999999998
01238,2.1999999999999997,0.0,3.1,0.0,7.799999999999999,0.3,0.0,6.0,2.0999999999999996,0.6,-1.1,1.6,-1.7000000000000002,7.799999999999999
01239,0.0,0.0,0.3,0.0,6.2,3.0,1.7999999999999998,0.0,-1.7999999999999998,8.0,0.0,6.8999999999999995,-0.8000000000000003,0.0
01240,0.3,0.0,0.3,1.5,0.0,0.0,0.0,9.1,-2.8000000000000003,0.6,1.7999999999999998,0.8999999999999999,1.5,1.7999999999999998
01241,0.0,0.6,0.3,0.0,5.3,1.7999999999999998,0.0,7.799999999999999,-4.199999999999999,0.0,-1.7000000000000002,-2.9000000000000004,1.5,-2.0
01242,0.0,1.0,1.2999999999999998,0.0,4.0,1.0,0.0,8.3,1.6999999999999997,0.3,6.0,0.6,1.5,8.6
01243,0.3,0.6,-0.4,0.0,0.0,2.9,0.0,0.0,1.4,0.3,2.4,-1.4,0.0,4.5
01244,0.0,0.3,0.3,1.7999999999999998,-3.8999999999999995,0.3,0.0,8.8,3.1,0.3,-3.5,1.2999999999999998,0.0,0.0
01245,1.2999999999999998,1.2999999999999998,0.3,0.0,7.3,0.6,0.0,1.1,7.3,0.0,1.7999999999999998,0.3,2.1,8.1
01246,0.4999999999999999,0.3,-0.4,0.0,0.0,-1.4,0.0,8.1,-1.7999999999999998,-0.4,1.5,0.3,1.5,2.1
01247,1.2999999999999998,1.0,1.2999999999999998,0.0,5.0,1.0,0.0,1.5,3.9,-0.09999999999999998,0.0,2.6999999999999997,0.0,-2.4
01248,1.0,0.3,0.6,1.7999999999999998,0.0,0.0,0.0,1.5,1.5,2.3,6.0,-2.4,-1.6,0.0
01249,0.0,0.6,1.1,0.0,0.0,7.1,0.0,0.0,-2.6999999999999997,1.2999999999999998,3.3,1.2,1.2,0.0
01250,0.0,0.3,0.0,4.8,6.0,-2.0,3.5999999999999996,0.0,0.8999999999999999,1.0,5.5,6.1,2.6999999999999997,0.0
01251,0.0,0.6,1.0,1.5,5.5,0.0,0.0,0.0,0.7,1.5,3.0,-1.5,1.4,0.0
01252,0.0,1.0,1.2999999999999998,0.0,0.8999999999999999,-1.4,0.0,0.0,2.5999999999999996,2.8,3.5999999999999996,2.8,-2.4,-4.199999999999999
01253,1.0,0.0,0.3,1.5,1.5,1.5,0.0,0.0,0.0,4.0,1.2,2.6999999999999997,7.5,0.0
01254,0.6,1.2999999999999998,1.2999999999999998,7.0,2.1,0.0,0.0,-2.3,3.5999999999999996,0.3,6.1,2.3,1.7999999999999998,8.8
01255,1.2999999999999998,0.0,1.0,0.0,0.0,1.2999999999999998,0.0,8.399999999999999,1.7999999999999998,0.3,0.0,2.6999999999999997,-3.5,5.9
01256,2.0,2.0,1.6,0.0,1.5,5.0,1.7999999999999998,0.0,1.5,5.6,1.5,-1.6,0.0,0.0
01257,6.0,2.8,1.0,0.0,5.0,1.0,0.0,2.6999999999999997,1.5,0.3,7.0,7.6,3.1,3.5999999999999996
01258,0.0,0.0,2.0,1.7999999999999998,-1.1,2.4,0.0,-3.5,-2.9000000000000004,2.3,6.2,-1.9,1.7999999999999998,0.0
01259,6.0,1.2,0.6,0.0,0.0,1.2999999999999998,0.0,2.3,2.1,1.0,1.7999999999999998,0.3,0.0,8.1
01260,1.2999999999999998,0.0,0.0,-3.8999999999999995,8.1,7.5,8.8,1.7999999999999998,1.1,6.2,-2.4,6.2,2.0,0.0
01261,0.0,0.3,2.1999999999999997,0.0,1.7999999999999998,1.2999999999999998,0.0,-2.0,0.0,5.9,1.5,0.40000000000000013,4.0,0.0
01263,1.2999999999999998,0.4999999999999999,0.20000000000000007,0.0,-2.6999999999999997,-1.4,0.0,-0.5,4.2,0.3,6.0,8.399999999999999,8.0,9.1
01264,2.0,0.0,0.6,6.6,0.0,2.1,0.0,3.3,8.399999999999999,-0.7,-3.5,0.3,3.3,0.39999999999999947
01265,1.2999999999999998,1.0,1.2999999999999998,6.6,1.2,2.5,0.0,0.0,-2.6999999999999997,6.0,3.5999999999999996,1.2999999999999998,1.2,0.0
01266,1.6,0.8999999999999999,0.3,1.5,1.5,1.0,7.799999999999999,4.5,1.2,-0.4,-4.9,0.3,0.0,1.5
01267,0.6,0.3,0.6,0.0,0.0,0.6,0.0,1.7999999999999998,7.1,-0.4,1.7999999999999998,0.0,1.2,0.7999999999999999
01268,2.3,-0.09999999999999998,0.3,7.0,0.0,1.6,0.0,9.899999999999999,0.0,1.9,0.7999999999999999,2.5,0.0,6.0
01269,0.3,1.4,0.6,0.0,0.0,0.0,0.0,0.0,6.8,0.6,1.7999999999999998,-0.09999999999999998,8.5,7.799999999999999
01270,1.2999999999999998,0.3,0.6,-1.1999999999999997,0.0,3.3,0.0,6.8,1.7999999999999998,0.3,0.0,5.3,0.0,0.0
01271,0.0,0.3,1.0,0.0,0.0,0.3,0.0,1.6,3.9,0.3,0.0,-4.6000000000000005,0.0,6.0
01272,1.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,-2.4,3.0,0.0,3.9,0.8999999999999999,1.7999999999999998,-2.4
01273,1.2999999999999998,1.2999999999999998,0.0,0.0,0.0,0.3,0.0,1.7999999999999998,2.4,-0.7,3.5999999999999996,3.4,-1.7000000000000002,7.1
01274,1.0,-0.4,1.6,0.0,0.0,0.3,0.6,6.3,1.1,-0.7,0.7999999999999999,0.6,6.0,10.2
01275,0.0,0.0,0.8999999999999999,-3.8999999999999995,-4.199999999999999,0.3,0.0,6.0,-4.9,0.0,-4.9,1.6,1.5,1.5
01276,0.0,1.2999999999999998,1.2999999999999998,-0.2999999999999998,0.0,0.0,1.7999999999999998,1.5,2.1,-0.4,3.3,1.2999999999999998,4.0,0.0
01277,1.0,0.3,1.2999999999999998,6.0,-2.0,0.0,0.0,4.2,10.1,0.3,0.0,-0.09999999999999998,2.1,9.4
01278,1.2999999999999998,1.2999999999999998,0.6,-1.7999999999999998,1.5,0.0,1.5,0.0,0.0,1.7999999999999998,1.7999999999999998,6.0,1.2,0.0
01279,1.7999999999999998,1.9,2.1,1.7999999999999998,-2.3,2.1,0.0,0.0,3.0,2.1,3.0,7.3,0.0,3.5
01280,0.0,0.3,0.6,2.1,1.5,0.0,0.0,-1.2999999999999998,-0.09999999999999998,3.1,1.1,1.7999999999999998,2.4,0.0
01281,1.0,0.3,0.0,6.6,0.0,0.0,0.0,-3.5,0.0,2.6999999999999997,0.0,-2.0999999999999996,4.9,0.0
01282,1.0,0.0,0.6,0.8999999999999999,0.7999999999999999,0.6,0.0,9.0,9.899999999999999,0.3,3.3,1.0,7.0,2.1
01283,1.0,-0.7,1.2999999999999998,0.0,-0.3999999999999999,0.6,0.0,2.4,3.9,0.6,1.5,-0.09999999999999998,1.5,-1.7000000000000002
01284,-0.7,-0.7,1.0,0.0,1.5,0.3,0.0,3.3,-2.9,-0.7,0.0,0.6,1.2,1.7999999999999998
01285,-2.2,1.2999999999999998,0.8999999999999999,0.0,0.0,0.0,0.0,6.8,1.7999999999999998,0.0,1.5,1.2999999999999998,3.3,3.4
01286,0.0,0.3,-0.4,1.6,0.0,6.8,0.0,0.0,0.0,1.5,2.4,2.6999999999999997,-1.0,0.0
01287,1.2999999999999998,0.3,0.3,0.0,1.7999999999999998,0.3,0.0,1.7999999999999998,1.7999999999999998,0.6,0.0,1.6,-2.8,1.5
01288,1.2999999999999998,0.3,0.3,0.0,0.0,0.0,0.0,7.699999999999999,3.5999999999999996,-0.4,0.0,6.6,8.8,8.3
01289,1.2999999999999998,-1.4,0.3,0.0,6.0,0.3,7.0,3.5999999999999996,4.8,0.6,0.0,9.4,2.3,1.5
01290,1.2999999999999998,0.3,1.2999999999999998,7.0,2.6999999999999997,1.2999999999999998,0.0,4.8,6.0,1.2999999999999998,3.5999999999999996,2.5999999999999996,0.0,3.9
01291,3.5999999999999996,7.799999999999999,2.3,0.0,1.5,0.8999999999999999,0.0,9.8,4.2,-0.7,-4.9,2.4,8.3,7.6
01292,2.3,0.3,1.2999999999999998,1.5,1.5,0.20000000000000007,0.0,3.4,-2.2,1.6,0.0,0.20000000000000007,2.1,5.199999999999999
01293,1.2999999999999998,0.6,1.2999999999999998,1.5,5.5,0.0,0.0,1.7999999999999998,5.3,-2.0,3.0,5.3,-0.5,0.0
01294,0.3,0.3,-0.09999999999999998,1.5,0.0,1.0,0.0,0.0,6.8,1.1,0.0,4.1,0.0,0.0
01295,1.2999999999999998,0.3,1.9,0.0,-2.4,1.2999999999999998,0.0,-2.4,-0.5999999999999999,-0.4,1.7999999999999998,0.8999999999999999,0.0,3.2
01296,0.0,1.2999999999999998,0.6,0.0,1.5,0.3,0.0,8.0,9.1,-0.09999999999999998,-4.199999999999999,2.1,4.1,7.799999999999999
01297,0.0,0.0,1.2999999999999998,0.0,0.0,1.2999999999999998,1.5,9.3,0.0,3.5999999999999996,1.7999999999999998,-0.4,0.0,1.7999999999999998
01298,0.0,0.6,-0.7,1.5,6.2,1.2999999999999998,0.0,0.0,-3.5,1.2999999999999998,0.0,3.1999999999999997,1.6,-2.0
01299,0.0,1.0,1.0,1.5,6.2,0.0,4.2,0.0,-1.1,-0.2999999999999998,1.7999999999999998,1.9,-3.5,0.0
01300,0.0,0.3,0.0,1.7999999999999998,7.199999999999999,-2.4,0.0,1.7999999999999998,7.5,1.7999999999999998,2.1999999999999997,-0.4,1.2999999999999998,0.0
01301,1.9,1.0,0.6,1.7999999999999998,2.1,0.0,-3.5,5.0,2.5999999999999996,-0.7,2.3,1.0,2.3,4.5
01302,1.2999999999999998,1.2999999999999998,3.0,0.0,0.0,0.0,0.0,1.5,3.9,0.3,3.3,1.2999999999999998,0.0,4.5
01303,1.0,0.0,0.3,-2.4,-1.2999999999999998,1.7999999999999998,0.0,0.0,3.9,2.1,0.0,1.2,0.0,0.0
01304,0.3,0.0,1.0,0.0,7.4,1.0,0.0,1.7999999999999998,5.3,0.0,6.5,6.0,0.8999999999999999,0.0
01305,0.3,1.2999999999999998,0.3,8.1,1.6,0.6,0.0,2.1,4.6,2.1,0.0,2.1,-1.2999999999999998,-2.8000000000000003
01306,1.2999999999999998,1.2999999999999998,-0.4,1.1,1.0,-2.4,4.3,-2.8,2.6999999999999997,-0.09999999999999998,6.5,-1.0,2.0,0.0
01307,1.2999999999999998,1.0,2.5999999999999996,5.0,1.2,0.3,1.7999999999999998,2.4,3.1999999999999997,-0.09999999999999998,-4.9,1.2999999999999998,0.0,7.1
01308,0.0,2.5,0.3,0.0,-1.7000000000000002,1.2999999999999998,0.0,2.9,10.399999999999999,-0.4,1.5,0.3,4.0,3.1999999999999997
01309,1.0,0.3,0.3,0.0,0.8999999999999999,0.0,0.0,3.5999999999999996,1.5,3.5999999999999996,0.0,3.0,0.0,0.0
01310,0.0,-0.4,0.3,1.7999999999999998,6.0,-0.4,0.0,5.3999999999999995,1.2,0.6,6.5,1.6,7.3,5.3
01311,0.3,0.6,1.0,3.5999999999999996,4.0,1.0,7.3,6.0,-0.09999999999999998,0.3,7.1,6.6,1.2,10.1
01312,0.3,0.3,0.3,1.2,9.3,0.3,0.0,9.4,3.1999999999999997,0.6,1.5,0.6,-3.5,-3.5
01313,2.8,1.7999999999999998,0.6,0.0,6.0,1.6,1.7999999999999998,1.7999999999999998,7.0,1.4,6.0,1.6,3.1,2.1
01314,1.0,1.0,1.2999999999999998,-2.4,-1.1999999999999997,6.8999999999999995,6.0,3.3,8.0,7.4,8.1,6.6,1.2,0.0
01315,0.3,0.6,1.6,1.7999999999999998,0.0,0.0,0.0,2.3,4.2,0.3,8.8,0.6,6.3,1.7999999999999998
01316,1.2999999999999998,0.3,1.0,0.0,1.5,1.2999999999999998,2.1,-3.5999999999999996,9.2,0.3,-2.9999999999999996,0.3,1.7999999999999998,-3.5
01317,1.2999999999999998,0.0,1.2999999999999998,0.0,0.0,0.6,1.5,0.0,1.7999999999999998,-0.4,5.0,-0.4,2.3,-4.9
01318,0.3,0.0,0.6,0.0,-3.5,0.3,-3.4000000000000004,0.0,1.7999999999999998,1.1,1.1,6.5,0.0,0.0
01319,0.0,0.0,0.6,0.0,0.0,7.799999999999999,0.0,0.0,-3.5,1.7999999999999998,0.0,10.3,0.0,0.0
01320,0.0,1.0,0.0,0.3,-1.6,0.0,2.1,0.0,3.0,-0.09999999999999998,3.3,0.0,-2.0,0.0
01321,1.0,0.0,0.3,2.1,2.9,1.5,1.5,0.0,3.5999999999999996,6.5,3.0,3.5999999999999996,1.2999999999999998,0.0
01322,0.0,0.6,0.0,2.4,-2.0,1.7999999999999998,7.0,1.5,-2.4,-0.4,-2.4,-2.0,0.0,0.0
01323,-1.1,-2.0999999999999996,1.7999999999999998,0.0,0.0,-2.9000000000000004,0.0,0.0,1.5,3.0,1.5,8.7,0.0,0.0
01324,0.0,1.0,0.0,0.0,1.5,3.3,0.0,0.0,0.0,6.8,3.5999999999999996,1.5,1.2,0.0
01325,1.0,1.0,1.0,1.5,1.2,1.0,-2.6999999999999997,1.7999999999999998,1.5,0.8999999999999999,3.5999999999999996,0.40000000000000013,2.6999999999999997,0.0
01326,1.2999999999999998,0.6,0.0,0.0,2.5,7.5,0.0,3.9,4.3999999999999995,1.9,6.5,3.1,1.2,0.0
01327,1.0,2.3,0.3,0.0,0.3,0.3,0.0,0.6,0.0,0.0,5.0,1.6,9.6,4.5
01328,0.0,0.0,0.3,10.9,-1.0,1.0,0.0,-1.1,-1.4,2.0,1.7999999999999998,-4.6000000000000005,0.8999999999999999,0.0
01329,-1.1,0.0,0.6,0.0,0.0,0.3,0.0,-2.0999999999999996,1.7999999999999998,0.3,1.7999999999999998,-0.09999999999999998,0.0,-4.9
01331,-0.7,0.0,0.0,1.7999999999999998,1.2,0.0,0.0,1.5,0.0,2.6999999999999997,0.0,-2.2,0.0,1.7999999999999998
01332,1.0,1.0,0.8999999999999999,0.0,5.0,7.6,0.0,2.1,6.1,0.3,0.0,1.4,0.0,7.0
01333,1.2999999999999998,0.6,0.8999999999999999,-3.7,5.0,6.8,0.0,1.5,-4.199999999999999,5.3,0.0,1.6,1.2,0.0
01334,0.0,0.3,0.6,-4.199999999999999,0.0,0.3,0.0,6.8,8.1,0.3,1.5,1.4,1.5,0.6
01335,1.0,0.0,1.2999999999999998,-4.199999999999999,0.0,0.6,0.0,0.0,0.0,-0.7,1.7999999999999998,-4.9,0.0,2.1
