고객번호,가공식품_구매지수,신선식품_구매지수,일상용품_구매지수,의약품/의료기기_구매지수,교육/문화용품_구매지수,외식_구매지수,기타_구매지수,디지털/가전_구매지수,가구/인테리어_구매지수,의류_구매지수,전문스포츠/레저_구매지수,패션잡화_구매지수,유아동_구매지수,명품_구매지수
00870,3.6,0.0,0.0,0.0,0.0,1.0,0.0,25.2,0.8,3.6,9.0,1.8,2.8000000000000003,16.8
00871,0.0,0.0,1.8,6.0,0.0,10.8,0.0,9.0,4.0,6.6,9.0,4.800000000000001,5.0,0.0
00872,2.8000000000000003,1.8,2.8000000000000003,0.0,0.0,0.8,9.0,0.0,0.0,9.8,0.0,17.0,20.8,9.0
00873,1.0,1.0,10.0,0.0,9.0,2.6,0.0,2.0,9.0,0.8,0.0,13.6,0.0,2.8000000000000003
00874,1.0,0.0,1.8,0.0,0.0,0.0,0.0,12.6,10.6,5.4,0.0,2.8000000000000003,0.0,21.6
00875,0.0,0.0,6.3999999999999995,12.6,4.6,1.8,11.0,25.2,13.4,1.8,21.6,2.6,2.0,13.4
00876,0.0,0.0,4.4,10.8,0.0,5.800000000000001,0.0,9.0,17.2,0.8,0.0,13.8,7.0,0.0
00877,0.0,1.0,1.0,5.0,2.6,14.0,9.0,0.0,14.0,2.8000000000000003,15.8,9.8,9.0,0.0
00878,1.0,1.8,3.6,14.4,13.8,2.8000000000000003,0.0,13.4,2.8000000000000003,1.8,15.0,3.6,10.0,8.799999999999999
00879,1.8,1.0,2.6,13.0,12.0,0.0,0.0,14.8,17.4,0.0,9.0,1.8,16.8,14.4
00880,1.0,0.0,2.8000000000000003,14.4,5.0,1.8,0.0,0.0,6.0,12.6,0.0,4.0,0.0,9.0
00881,1.0,2.8000000000000003,4.6,0.0,10.8,4.0,0.0,5.6,18.0,11.600000000000001,10.8,17.200000000000003,14.8,0.0
00882,2.0,2.8000000000000003,3.8000000000000003,7.0,1.0,1.0,0.0,25.8,13.6,0.0,6.0,3.8000000000000003,6.0,12.6
00883,3.6,2.6,1.8,0.0,0.0,0.0,16.400000000000002,3.4,27.0,3.6,13.6,2.6,9.0,16.8
00884,0.8,0.0,0.8,13.8,0.0,1.8,0.0,6.4,17.4,0.0,4.800000000000001,2.6,4.8,4.4
00885,0.0,0.0,1.8,0.0,10.8,1.8,0.0,20.0,11.600000000000001,3.6,10.8,3.6,9.4,10.8
00886,0.0,1.8,0.0,0.0,3.4,1.8,0.0,16.0,6.6,3.6,0.0,0.8,2.4000000000000004,12.6
00887,1.0,1.8,2.0,10.8,16.2,3.8000000000000003,0.0,14.4,12.6,3.6,16.2,12.6,21.8,13.4
00888,0.0,0.0,0.0,0.0,18.0,11.8,0.0,0.0,14.8,10.8,0.0,17.6,2.8000000000000003,0.0
00889,0.0,1.8,1.8,16.8,13.0,4.6,16.400000000000002,5.0,5.0,1.8,13.0,2.6,0.0,9.0
00890,0.0,1.0,2.8000000000000003,0.0,9.0,11.0,0.0,15.4,20.400000000000002,1.8,6.8,11.600000000000001,8.799999999999999,10.8
00891,1.0,2.8000000000000003,1.0,0.0,4.0,6.8,0.0,0.0,14.4,2.8000000000000003,10.8,11.600000000000001,0.0,0.0
00892,1.0,0.0,1.8,0.0,5.800000000000001,0.0,0.0,0.0,0.0,4.0,0.0,15.200000000000001,0.0,0.0
00893,0.0,1.0,2.8000000000000003,0.0,0.0,1.0,0.0,6.0,7.6,2.8000000000000003,0.0,10.8,0.0,0.0
00894,2.6,0.0,4.6,10.8,12.2,0.0,0.0,5.6,19.6,0.0,12.6,2.8000000000000003,3.8000000000000003,22.200000000000003
00895,1.8,1.8,1.8,19.8,14.8,3.6,4.0,5.6,25.2,1.8,5.6,22.6,1.8,0.0
00896,1.0,0.0,2.8000000000000003,18.8,4.0,13.0,0.0,0.0,18.0,5.4,9.0,9.0,0.0,0.0
00897,1.0,2.6,2.8000000000000003,0.0,10.8,1.0,9.2,25.2,19.6,1.8,0.0,2.0,1.8,16.8
00898,0.0,2.8000000000000003,3.8000000000000003,10.0,8.2,2.8000000000000003,10.8,1.8,19.8,6.8,0.0,4.6,10.8,9.0
00899,1.0,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,19.0,23.2,1.8,0.0,12.6,9.0,6.6
00900,1.0,2.8000000000000003,2.8000000000000003,18.6,5.4,0.0,5.0,0.0,15.0,4.6,6.8,4.0,4.0,0.0
00901,0.0,0.0,0.0,7.6,9.0,7.800000000000001,0.0,0.0,0.0,9.0,0.0,5.6,4.0,5.6
00902,0.0,1.8,1.8,12.4,0.0,0.0,0.0,15.8,0.0,5.0,4.0,10.8,5.0,0.0
00903,1.8,0.0,2.8000000000000003,12.6,0.0,1.0,12.6,0.0,19.8,2.6,4.4,1.8,5.0,12.6
00904,0.0,0.0,1.8,0.0,0.0,2.8000000000000003,0.0,0.0,4.800000000000001,12.6,10.8,3.6,6.0,15.0
00906,1.0,1.8,4.6,0.0,20.2,8.6,0.0,4.0,11.8,1.0,21.400000000000002,4.4,3.6,0.0
00907,1.0,2.8000000000000003,1.0,0.0,0.0,0.0,0.0,15.8,18.6,1.8,10.8,0.8,0.0,23.400000000000002
00908,0.8,3.6,2.6,21.6,5.8,1.8,0.0,10.8,9.0,13.8,13.0,14.8,10.8,0.0
00909,1.0,0.0,0.0,9.0,11.200000000000001,5.0,5.0,4.0,10.8,11.600000000000001,16.400000000000002,18.0,7.2,0.0
00910,0.0,0.0,1.8,0.0,9.0,6.0,0.0,0.0,9.0,10.8,0.0,14.8,9.0,0.0
00911,1.0,1.8,0.0,8.799999999999999,9.6,2.8000000000000003,6.8,10.8,20.8,1.8,13.0,0.8,10.6,9.0
00912,0.0,1.8,2.6,0.0,7.2,1.0,0.0,22.6,4.8,1.8,15.8,4.4,0.0,0.0
00913,0.0,1.8,1.0,0.0,0.0,2.8000000000000003,0.0,12.6,18.6,0.0,0.0,1.8,0.0,0.0
00914,1.0,0.0,3.6,0.0,9.0,4.6,0.0,4.0,7.2,1.0,0.0,2.6,9.0,9.0
00915,2.0,1.8,1.0,16.8,0.0,1.0,0.0,15.8,4.0,1.0,0.0,7.2,9.0,7.0
00916,1.8,0.8,4.6,0.0,0.0,0.0,0.0,27.0,6.0,0.0,12.6,12.6,4.6,14.6
00917,1.0,0.0,0.0,0.0,18.400000000000002,0.0,0.0,4.0,6.0,4.800000000000001,3.2,10.8,4.0,0.0
00918,2.8000000000000003,1.8,0.0,0.0,18.0,4.6,0.0,0.0,19.6,1.8,14.0,1.8,4.0,16.8
00919,2.0,1.8,2.6,0.0,0.0,1.8,0.0,6.4,19.8,0.8,20.6,13.2,0.0,14.4
00920,0.0,0.0,4.6,0.0,0.0,2.8000000000000003,0.0,0.0,17.2,1.8,0.0,3.6,6.0,0.0
00921,0.0,1.8,0.0,13.4,10.8,5.8,27.6,13.8,17.4,1.6,14.8,11.600000000000001,9.0,0.0
00922,1.0,0.0,1.0,9.0,11.200000000000001,0.0,0.0,0.0,9.0,3.6,11.600000000000001,8.4,9.2,0.0
00923,1.8,0.0,2.8000000000000003,0.0,0.0,1.8,0.0,14.4,7.0,2.8000000000000003,0.0,5.6000000000000005,0.0,6.3999999999999995
00924,10.8,4.6,1.0,0.0,0.0,2.0,0.0,23.200000000000003,4.6,1.8,10.8,7.800000000000001,2.0,16.8
00925,1.0,2.8000000000000003,2.8000000000000003,0.0,0.0,1.0,0.0,17.2,0.0,4.4,10.8,2.6,6.0,11.600000000000001
00926,1.8,2.8000000000000003,2.6,7.800000000000001,7.6,2.8000000000000003,1.8,0.0,15.799999999999999,10.8,0.0,18.0,12.799999999999999,5.0
00927,0.0,1.8,2.8000000000000003,16.8,0.0,1.0,10.8,16.2,21.6,1.8,6.0,1.8,16.0,9.0
00928,1.8,0.0,1.0,12.6,8.2,2.8000000000000003,12.6,10.8,6.0,3.6,10.8,0.0,13.0,23.400000000000002
00929,4.6,3.6,1.0,0.0,12.6,0.0,0.0,2.8000000000000003,17.0,0.0,0.0,6.2,4.0,19.6
00930,1.0,0.8,1.8,4.800000000000001,7.6,0.0,10.8,0.0,3.6,3.6,9.4,4.0,15.6,0.0
00931,1.8,0.8,1.8,0.0,0.0,1.8,0.0,20.8,10.8,0.0,4.800000000000001,3.4,16.0,12.6
00932,0.0,0.0,4.6,0.0,3.2,0.8,0.0,9.0,13.0,10.8,9.0,2.8000000000000003,9.0,0.0
00933,0.0,1.8,1.0,15.0,7.2,14.0,10.8,0.0,13.0,1.8,15.8,8.6,4.0,0.0
00934,0.8,1.0,4.6,15.4,2.8000000000000003,2.8000000000000003,4.0,27.0,5.6000000000000005,4.4,10.8,3.6,5.4,10.6
00935,0.0,2.6,1.8,7.2,5.0,0.8,0.0,12.6,15.0,1.8,9.0,0.8,7.800000000000001,9.0
00936,8.2,2.8000000000000003,5.4,0.0,0.0,1.0,0.0,26.0,5.4,2.8000000000000003,0.0,2.8000000000000003,7.0,14.4
00937,1.8,0.0,2.8000000000000003,4.800000000000001,9.0,2.8000000000000003,0.0,0.0,17.0,1.8,10.8,3.6,3.8000000000000003,14.4
00938,0.0,1.8,1.8,13.4,0.0,4.0,14.0,0.0,10.8,5.2,10.8,13.0,0.0,0.0
00939,2.6,2.6,2.8000000000000003,0.0,7.2,6.6,0.0,5.8,13.6,3.6,15.8,1.8,8.799999999999999,0.0
00940,6.0,4.6,8.799999999999999,5.0,14.0,7.800000000000001,0.0,10.8,10.8,4.4,9.0,12.6,17.8,0.0
00941,1.8,0.8,1.8,12.6,0.0,1.0,0.0,9.8,0.0,1.8,16.8,3.6,8.799999999999999,3.6
00942,1.0,1.8,0.0,11.0,1.8,0.0,0.0,9.0,10.8,17.8,0.8,13.2,9.0,0.0
00943,1.8,0.0,4.6,4.800000000000001,13.2,1.8,0.0,6.0,4.4,1.8,9.8,0.8,2.0,19.8
00944,1.0,0.0,2.8000000000000003,0.0,0.0,1.8,0.0,12.6,12.4,0.0,0.0,2.8000000000000003,10.8,12.6
00945,0.0,2.8000000000000003,2.8000000000000003,18.6,9.0,12.6,6.0,0.0,10.8,7.2,6.0,13.4,16.2,0.0
00946,1.0,2.6,0.8,0.0,0.0,1.8,0.0,22.8,20.6,1.8,4.800000000000001,0.8,0.0,13.8
00947,1.8,2.8000000000000003,1.0,0.0,0.0,1.8,0.0,16.2,9.200000000000001,2.6,16.2,2.0,0.0,27.8
00948,2.8000000000000003,0.0,10.8,0.0,0.0,1.0,0.0,23.400000000000002,9.0,18.0,0.0,13.0,0.0,6.0
00949,2.0,3.6,2.0,0.0,10.0,1.0,0.0,7.0,18.8,13.4,4.0,1.0,17.8,10.8
00950,1.0,0.0,1.8,16.6,5.800000000000001,1.0,0.0,4.0,7.800000000000001,1.8,15.6,13.4,13.0,7.0
00951,6.0,4.8,6.0,9.6,4.0,6.0,2.6,0.0,15.0,7.800000000000001,19.6,9.6,17.6,0.0
00952,0.0,0.0,1.8,11.8,4.0,2.8000000000000003,0.0,14.0,14.8,0.0,0.0,0.8,0.0,10.8
00953,0.0,3.6,1.8,0.0,20.0,1.8,0.0,17.200000000000003,26.6,4.6,0.0,3.6,16.0,14.4
00954,3.6,0.0,2.8000000000000003,0.0,0.0,2.8000000000000003,0.0,1.8,0.0,0.0,0.0,3.6,14.8,0.0
00955,1.0,1.8,4.6,19.6,5.0,1.0,0.0,5.4,18.8,1.8,0.0,18.6,17.0,1.8
00956,0.0,1.8,1.8,10.8,3.2,4.800000000000001,0.0,0.0,16.2,2.6,15.8,7.6,5.0,0.0
00957,1.0,1.8,2.8000000000000003,0.0,0.0,1.8,0.0,11.8,17.8,0.0,0.0,4.4,14.6,12.6
00958,4.4,0.0,3.6,0.0,9.0,1.0,0.0,15.8,16.8,1.8,16.8,13.6,12.6,3.6
00959,1.8,1.8,1.8,19.8,5.6,0.0,0.0,5.4,20.8,2.6,10.8,4.4,8.4,4.800000000000001
00960,1.0,0.8,2.6,9.0,0.0,2.6,0.0,0.0,8.4,4.800000000000001,0.0,6.6,3.2,9.0
00961,0.0,0.8,1.8,10.8,7.2,19.8,0.0,0.0,15.6,18.0,10.8,12.4,14.8,0.0
00962,10.0,4.0,4.6,0.0,0.0,1.8,0.0,21.4,11.600000000000001,3.6,13.8,2.6,19.6,18.200000000000003
00963,4.6,0.8,1.0,0.0,16.0,2.8000000000000003,0.0,19.8,19.8,0.8,11.600000000000001,5.4,7.2,21.6
00964,0.0,0.0,4.6,13.8,6.3999999999999995,13.8,0.0,0.0,4.0,10.600000000000001,10.8,7.2,2.8000000000000003,0.0
00965,3.6,1.0,1.8,16.8,0.0,2.8000000000000003,0.0,1.8,16.2,0.0,9.0,1.8,23.400000000000002,3.6
00966,1.8,0.8,4.6,0.0,0.0,1.8,0.0,16.2,21.4,0.0,10.8,3.6,9.0,17.200000000000003
00967,0.0,0.0,3.6,0.0,0.0,10.8,0.0,0.0,9.0,13.4,5.0,11.600000000000001,4.0,0.0
00968,2.8000000000000003,0.0,2.8000000000000003,0.0,3.6,2.8000000000000003,6.0,5.800000000000001,16.8,1.8,0.0,5.2,1.0,0.0
00969,1.0,1.8,3.8000000000000003,7.2,14.0,3.6,0.0,0.0,9.0,6.0,13.0,14.4,5.0,15.6
00970,1.8,1.8,4.4,0.0,0.0,1.0,0.0,0.0,0.0,3.2,0.0,10.8,0.0,9.0
00971,1.0,0.0,1.8,10.8,7.6000000000000005,2.8000000000000003,0.0,12.6,15.4,0.0,9.0,1.0,4.0,10.8
00972,7.6,2.8000000000000003,1.8,0.0,9.0,3.6,0.0,13.8,16.8,2.6,4.800000000000001,1.8,17.200000000000003,11.8
00973,1.0,1.8,2.8000000000000003,15.200000000000001,0.0,4.6,0.0,3.6,21.6,1.8,0.0,15.4,14.8,10.8
00974,0.8,4.6,1.8,0.0,0.0,1.0,0.0,25.2,4.800000000000001,1.8,0.0,0.0,2.0,10.8
00975,1.8,2.8000000000000003,0.0,0.0,15.200000000000001,14.4,0.0,0.0,7.6,2.8000000000000003,5.8,3.6,3.6,4.800000000000001
00976,0.0,3.6,2.8000000000000003,10.200000000000001,0.0,0.0,0.0,0.0,0.0,6.8,0.0,3.2,3.2,0.0
00977,9.6,5.2,2.6,9.0,0.0,1.0,0.0,0.0,10.6,0.0,22.400000000000002,1.8,10.8,23.200000000000003
00978,4.6,0.8,0.0,0.0,15.8,3.6,0.0,12.6,15.600000000000001,0.0,10.600000000000001,14.4,12.6,6.0
00979,0.0,3.6,2.6,0.0,0.0,0.0,0.0,4.0,14.0,11.8,14.0,12.0,7.2,0.0
00980,1.0,2.8000000000000003,0.0,12.6,7.2,1.6,0.0,4.0,14.8,8.6,6.8,12.200000000000001,0.0,10.8
00981,0.0,1.8,1.0,0.0,0.0,10.8,16.2,0.0,17.6,1.8,10.8,5.800000000000001,2.8000000000000003,0.0
00982,4.6,2.6,4.6,0.0,0.0,3.6,0.0,18.8,19.8,0.0,27.4,13.6,0.0,11.600000000000001
00983,0.0,0.0,1.8,16.8,10.4,10.8,0.0,12.6,4.0,2.8000000000000003,14.0,3.0,7.2,10.8
00984,0.0,3.6,0.0,0.0,0.0,0.0,0.0,13.8,18.000000000000004,1.8,14.0,13.4,4.0,15.8
00986,1.8,2.8000000000000003,1.8,3.2,8.6,1.8,9.0,6.0,2.8000000000000003,1.8,15.6,0.0,14.8,15.6
00987,0.0,1.8,1.8,6.0,0.0,0.0,0.0,4.0,0.0,9.0,7.2,0.0,0.0,0.0
00988,1.8,2.6,1.0,16.8,10.8,9.0,0.0,0.0,15.6,11.600000000000001,16.8,7.6,15.6,0.0
00989,1.0,2.8000000000000003,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.6,0.0,13.4,0.0,12.6
00990,2.6,1.8,3.6,0.0,0.0,5.4,0.0,18.0,19.8,0.8,14.4,5.2,5.8,9.0
00991,0.0,0.0,4.6,14.8,1.0,1.0,0.0,10.8,19.400000000000002,0.0,0.0,12.6,0.0,16.6
00992,0.0,2.8000000000000003,1.0,9.4,0.0,2.8000000000000003,0.0,12.6,4.4,1.8,14.6,2.6,7.2,14.4
00993,11.8,16.2,4.6,0.0,5.0,1.0,0.0,3.6,21.2,0.0,10.8,3.6,10.8,2.8000000000000003
00994,1.8,1.0,3.8000000000000003,10.8,10.8,1.0,0.0,20.6,7.4,0.0,10.8,3.8000000000000003,1.0,17.8
00995,1.8,0.0,1.8,14.4,11.200000000000001,1.0,10.8,0.0,10.4,4.4,9.0,1.0,2.0,0.0
00996,1.8,1.8,1.8,5.4,10.8,0.0,0.0,8.0,14.4,4.4,0.0,4.4,0.0,28.6
00997,0.0,0.0,2.8000000000000003,19.000000000000004,4.0,0.0,0.0,17.200000000000003,15.4,14.4,5.6,7.6,4.6,8.799999999999999
00998,1.0,1.8,3.8000000000000003,12.6,7.2,1.0,0.0,19.400000000000002,14.4,0.0,10.8,3.6,16.2,17.8
00999,9.8,3.6,1.0,9.0,6.0,1.8,10.8,0.0,12.6,3.6,4.800000000000001,0.0,1.0,20.8
01000,2.8000000000000003,0.0,0.0,6.8,7.2,4.0,0.0,4.0,0.0,10.8,0.0,8.4,7.2,0.0
01001,1.8,1.0,1.0,0.0,12.6,1.8,0.0,0.0,5.6,5.4,7.2,10.8,2.8000000000000003,0.0
01002,1.8,0.0,2.8000000000000003,15.6,12.6,0.0,0.0,4.4,17.200000000000003,1.8,0.0,3.6,10.8,18.200000000000003
01003,0.0,3.6,1.8,4.0,3.2,0.0,0.0,0.0,9.0,13.0,4.0,20.400000000000002,0.0,0.0
01004,2.6,3.6,3.6,9.200000000000001,13.0,3.6,10.8,17.2,16.8,1.8,9.8,1.8,13.2,9.0
01005,1.0,2.8000000000000003,2.8000000000000003,0.0,0.0,2.8000000000000003,0.0,14.4,12.6,1.8,9.0,20.400000000000002,12.6,18.6
01006,0.0,0.0,1.0,0.0,7.2,5.6000000000000005,0.0,10.8,10.8,1.8,19.8,7.0,16.0,7.0
01007,9.0,13.4,8.2,0.0,0.0,15.6,0.0,0.0,10.8,6.6,0.0,9.0,7.2,0.0
01008,1.8,2.8000000000000003,0.0,5.0,0.0,4.6,9.0,4.4,9.0,1.8,9.0,1.8,0.0,6.4
01009,0.0,0.0,2.8000000000000003,0.0,9.0,15.0,0.0,0.0,5.800000000000001,10.0,13.8,9.8,11.0,0.0
01010,0.0,2.8000000000000003,1.0,4.4,21.2,10.8,0.0,5.0,10.8,1.0,10.8,12.4,5.0,0.0
01011,6.3999999999999995,11.4,3.6,0.0,0.0,3.8000000000000003,0.0,9.0,7.0,1.8,23.400000000000002,7.0,7.800000000000001,19.0
01012,0.0,1.0,2.8000000000000003,15.200000000000001,0.0,0.0,0.0,5.0,0.0,20.599999999999998,8.8,14.4,0.0,0.0
01013,2.6,0.0,2.8000000000000003,0.0,13.8,0.0,0.0,9.0,9.4,3.6,0.0,2.8000000000000003,0.0,18.200000000000003
01014,1.0,10.600000000000001,1.8,0.0,0.0,0.0,25.2,15.8,6.0,0.0,0.0,4.6,16.8,4.800000000000001
01015,2.8000000000000003,1.8,2.8000000000000003,0.0,0.0,2.8000000000000003,0.0,10.8,5.0,1.8,19.8,12.6,0.0,0.0
01016,1.0,0.0,3.6,4.800000000000001,11.200000000000001,6.6,0.0,0.0,0.0,0.8,10.8,8.4,7.2,15.0
01017,2.8000000000000003,2.8000000000000003,4.6,0.0,0.0,1.8,0.0,20.8,10.8,3.6,0.0,3.6,0.0,15.8
01018,1.0,2.0,2.8000000000000003,0.0,10.8,1.0,0.0,21.6,16.400000000000002,0.0,19.8,6.2,8.0,0.8
01019,1.8,1.0,2.8000000000000003,0.0,7.2,1.8,0.0,16.8,8.6,2.6,9.0,4.4,13.0,5.0
01020,1.8,3.6,4.8,9.0,10.8,1.0,0.0,0.0,10.8,3.6,0.0,2.8000000000000003,4.0,10.8
01021,2.8000000000000003,1.8,2.8000000000000003,0.0,9.8,2.8000000000000003,14.0,0.0,0.0,19.8,0.0,7.2,6.6,0.0
01022,5.4,1.0,1.0,0.0,10.8,1.0,9.0,9.0,17.6,2.8000000000000003,0.0,30.4,10.6,10.8
01023,1.8,2.8000000000000003,1.8,10.8,6.0,15.8,0.0,4.0,0.0,13.4,12.2,8.4,7.0,14.4
01024,1.8,1.8,1.8,5.0,7.800000000000001,2.8000000000000003,0.0,9.0,25.400000000000002,6.3999999999999995,21.6,2.6,15.0,0.0
01025,1.0,1.8,1.8,0.0,3.2,1.8,0.0,9.0,5.6,0.0,10.8,1.8,0.0,12.799999999999999
01026,2.6,1.8,3.2,0.0,0.0,2.8000000000000003,0.0,10.8,12.6,1.8,15.8,3.6,18.400000000000002,25.2
01027,3.6,0.0,0.8,15.6,9.0,1.6,0.0,4.800000000000001,21.6,1.8,10.8,2.6,19.200000000000003,16.6
01028,1.8,1.0,1.0,0.0,13.8,2.8000000000000003,0.0,19.8,7.800000000000001,0.8,0.0,2.6,0.0,9.0
01029,0.0,0.0,1.0,8.799999999999999,7.2,0.0,0.0,0.0,18.0,3.6,4.0,2.6,11.8,0.0
01030,1.0,0.0,2.6,0.0,0.0,1.8,0.0,13.8,0.0,12.6,0.0,11.8,0.0,0.0
01031,0.0,1.8,4.6,0.0,4.0,0.0,0.0,0.0,0.0,10.8,4.0,19.8,0.0,0.0
01032,2.8000000000000003,1.0,1.0,0.0,0.0,1.0,0.0,15.0,8.0,1.8,10.0,0.0,0.0,10.8
01033,0.8,0.0,1.0,6.0,9.0,0.0,9.0,9.0,21.4,0.0,23.400000000000002,3.6,2.0,17.4
01034,3.6,0.0,1.0,17.4,0.0,10.8,0.0,13.0,9.0,7.2,16.2,0.0,3.2,0.0
01035,1.0,0.0,1.0,10.4,9.0,1.8,13.0,4.0,16.2,2.8000000000000003,15.8,15.8,9.0,0.0
01036,2.8000000000000003,1.8,4.6,9.0,0.0,5.4,0.0,0.0,0.0,3.6,10.8,2.6,10.8,6.0
01037,0.0,0.0,0.0,0.0,4.8,14.0,0.0,0.0,0.0,13.6,0.0,14.8,0.0,0.0
01038,2.8000000000000003,1.8,3.6,0.0,0.0,2.8000000000000003,0.0,6.0,15.200000000000001,2.8000000000000003,0.0,2.8000000000000003,2.8000000000000003,13.8
01039,1.0,1.0,2.0,9.6,9.4,1.8,0.0,7.0,14.4,0.8,4.0,1.8,1.0,0.0
01040,5.4,5.4,1.0,0.0,9.0,0.0,0.0,14.4,24.200000000000003,1.8,19.8,3.6,4.6,20.400000000000002
01041,0.0,1.8,1.0,15.8,0.0,13.0,0.0,4.0,9.0,7.2,0.0,10.8,0.0,0.0
01042,2.8000000000000003,4.6,3.6,10.8,5.8,0.0,0.0,14.8,14.8,3.6,23.400000000000002,5.6000000000000005,6.0,15.6
01043,2.8000000000000003,0.0,1.8,0.0,0.0,1.0,0.0,6.0,7.0,1.8,0.0,4.4,7.2,0.0
01044,3.8000000000000003,6.8,1.8,0.0,9.0,1.0,0.0,6.8,10.8,1.8,10.8,1.6,10.8,20.8
01045,1.0,1.0,2.8000000000000003,0.0,6.0,1.8,0.0,14.200000000000001,0.0,2.8000000000000003,6.0,3.6,17.4,12.6
01046,2.8000000000000003,3.6,1.8,0.0,0.0,3.6,0.0,14.6,16.2,1.8,0.0,0.0,0.0,0.0
01047,0.0,1.8,5.4,0.0,0.0,1.8,0.0,9.200000000000001,16.2,3.6,9.0,5.4,15.0,16.400000000000002
01048,1.0,1.8,1.0,0.0,14.0,10.8,0.0,17.4,7.0,16.2,11.8,18.8,7.0,0.0
01049,1.8,2.8000000000000003,0.0,10.8,0.0,2.8000000000000003,0.0,12.200000000000001,10.8,1.8,6.0,0.0,7.2,0.0
01050,0.0,1.8,1.8,0.0,15.200000000000001,11.600000000000001,0.0,0.0,13.0,9.8,9.0,0.0,4.0,0.0
01051,0.0,0.0,3.6,6.0,9.0,10.8,4.0,0.0,4.4,3.6,1.8,7.6,19.000000000000004,0.0
01052,2.8000000000000003,0.0,2.8000000000000003,6.6,16.2,6.6,0.0,0.0,10.8,12.6,6.8,2.6,7.2,0.0
01053,5.4,18.0,3.6,6.0,0.0,3.6,0.0,2.8000000000000003,14.4,0.0,14.8,5.2,10.0,8.799999999999999
01054,0.8,3.4,2.8000000000000003,9.0,5.4,5.8,0.0,0.0,5.0,7.6,10.8,4.800000000000001,12.2,0.0
01055,2.0,1.0,1.0,9.0,9.0,1.8,10.6,0.0,6.6,0.8,10.4,15.8,0.0,4.800000000000001
01056,2.8000000000000003,1.8,4.6,0.0,14.0,1.8,10.8,10.8,19.6,4.6,11.600000000000001,10.0,5.0,5.6
01057,2.0,1.8,7.2,0.0,0.0,0.0,6.4,4.4,19.400000000000002,2.8000000000000003,10.8,4.4,0.0,4.6
01058,4.0,1.8,3.6,0.0,9.0,6.3999999999999995,0.0,6.0,19.6,0.0,3.2,2.6,0.0,12.6
01059,1.8,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.6,0.0,7.3999999999999995,10.0,0.0
01060,2.8000000000000003,1.8,1.0,14.8,10.4,1.0,0.0,9.0,7.800000000000001,4.8,5.0,3.6,9.0,4.800000000000001
01061,1.8,2.8000000000000003,4.6,0.0,10.8,2.8000000000000003,0.0,6.0,11.200000000000001,1.0,20.8,17.8,0.0,12.6
01062,0.0,5.2,2.6,0.0,0.0,3.6,0.0,0.0,6.6,2.8000000000000003,5.0,3.6,0.0,0.0
01063,0.0,1.0,1.0,9.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01064,0.8,0.0,2.8000000000000003,5.4,7.2,16.6,0.0,8.6,15.200000000000001,11.8,7.2,19.6,17.6,0.0
01065,1.0,1.8,1.0,0.0,12.200000000000001,0.0,0.0,6.0,18.8,2.6,14.8,2.6,8.4,0.0
01066,2.8000000000000003,1.0,6.3999999999999995,0.0,0.0,1.8,0.0,22.200000000000003,25.2,0.0,6.0,3.8000000000000003,0.0,16.6
01068,1.0,2.8000000000000003,2.8000000000000003,12.200000000000001,0.0,16.2,0.0,0.0,0.0,12.6,0.0,3.4,2.4000000000000004,0.0
01069,0.0,0.0,3.6,0.0,0.0,0.0,0.0,29.2,11.600000000000001,0.8,10.8,0.8,4.8,16.8
01070,2.8000000000000003,0.0,0.8,0.0,11.200000000000001,14.8,10.8,0.0,13.0,13.0,0.0,4.0,1.0,0.0
01071,1.0,2.8000000000000003,3.8000000000000003,0.0,0.0,1.0,0.0,9.2,19.6,1.8,0.0,4.4,10.8,7.0
01072,0.0,1.8,1.0,10.8,6.8,0.0,0.0,14.4,10.8,0.8,16.8,3.6,0.0,21.6
01073,1.0,1.0,4.6,0.0,0.0,0.0,0.0,11.8,15.0,0.0,2.8000000000000003,8.799999999999999,9.0,24.2
01074,9.8,17.8,8.0,0.0,3.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.2,0.0
01075,0.0,0.0,0.8,0.0,0.0,3.6,0.0,0.0,0.0,1.8,0.0,6.8,0.0,3.2
01076,1.8,0.0,1.0,0.0,13.0,2.8000000000000003,6.0,11.8,4.800000000000001,1.8,16.8,2.8000000000000003,7.2,16.8
01077,0.0,2.8000000000000003,1.8,0.0,20.2,1.8,0.0,19.8,10.0,1.8,21.6,0.8,6.0,0.0
01078,0.0,0.0,2.0,21.6,5.0,2.6,10.8,9.0,6.0,5.0,9.0,15.6,9.0,4.800000000000001
01079,1.8,1.8,1.8,4.0,0.0,5.0,0.0,14.4,3.6,2.6,0.0,10.8,13.2,0.0
01080,0.0,0.0,3.6,5.4,7.2,0.0,0.0,0.0,9.0,5.0,0.0,7.2,9.0,0.0
01081,1.0,1.0,1.8,0.0,3.0,0.0,0.0,0.0,0.0,8.8,10.8,7.2,3.2,0.0
01082,1.8,3.6,3.6,0.0,4.0,0.0,0.0,0.0,4.800000000000001,11.200000000000001,9.0,14.8,4.800000000000001,0.0
