고객번호,가공식품_방문지수,신선식품_방문지수,일상용품_방문지수,의약품/의료기기_방문지수,교육/문화용품_방문지수,외식_방문지수,기타_방문지수,디지털/가전_방문지수,가구/인테리어_방문지수,의류_방문지수,전문스포츠/레저_방문지수,패션잡화_방문지수,유아동_방문지수,명품_방문지수
03847,1.0,4.6,5.4,0.0,4.6,4.6,3.6,1.8,0.0,6.3999999999999995,20.0,8.2,1.8,8.6
03848,4.6,3.8000000000000003,1.8,4.6,3.6,4.4,0.0,0.0,1.8,2.6,6.2,5.6000000000000005,6.3999999999999995,0.0
03849,1.8,0.0,3.6,3.8000000000000003,3.6,8.8,1.0,1.0,5.4,5.4,1.0,10.600000000000001,1.8,2.6
03850,0.0,4.4,7.2,9.8,5.4,5.4,0.0,2.4000000000000004,8.0,3.6,9.8,4.4,4.4,0.0
03851,2.8000000000000003,6.6,3.6,9.2,6.2,2.0,2.6,9.0,6.6,8.0,2.6,3.4,3.4,8.2
03852,2.6,4.4,4.6,4.6,5.8,7.2,6.3999999999999995,0.0,4.2,6.2,9.0,8.2,6.8,0.0
03853,1.8,1.8,8.2,9.4,2.8000000000000003,10.200000000000001,0.0,0.0,0.0,3.6,1.8,7.4,2.6,0.0
03854,2.8000000000000003,5.4,6.6,1.8,1.8,5.2,4.4,1.8,9.6,5.4,6.2,9.8,9.0,0.0
03855,5.2,6.2,3.4,0.0,0.0,5.6000000000000005,0.0,6.8,7.2,4.4,1.8,1.8,5.6000000000000005,7.2
03856,1.8,1.6,6.3999999999999995,1.0,6.3999999999999995,0.0,0.0,0.0,0.0,4.4,0.0,9.6,0.0,0.0
03857,3.6,3.6,5.4,10.600000000000001,0.0,8.0,0.0,9.6,1.8,10.0,2.8000000000000003,13.6,10.200000000000001,7.4
03858,0.0,1.0,3.6,7.2,0.0,2.8000000000000003,3.6,0.0,11.8,5.6000000000000005,4.8,1.6,1.8,0.0
03859,1.0,1.0,5.6000000000000005,0.0,3.6,4.6,0.0,7.2,1.8,5.0,1.6,12.6,1.8,5.4
03860,3.6,4.4,0.8,1.8,6.2,4.6,0.8,6.2,6.3999999999999995,8.8,1.8,9.2,4.6,1.8
03861,3.6,4.6,4.6,3.6,9.0,3.6,9.2,3.6,10.8,1.8,5.6000000000000005,11.0,4.6,0.0
03862,3.4,3.6,3.4,10.600000000000001,2.6,6.3999999999999995,0.0,8.2,8.2,0.0,1.8,4.6,0.8,4.6
03863,2.6,2.6,3.6,9.0,7.2,3.6,0.0,0.0,3.4,9.8,2.6,2.6,7.2,9.0
03864,2.8000000000000003,1.8,3.6,4.8,4.4,11.8,0.0,8.6,11.8,6.2,11.0,6.0,1.8,13.4
03865,4.6,3.6,6.3999999999999995,7.8,13.6,7.0,4.4,3.6,7.2,5.4,3.8000000000000003,5.4,3.6,9.8
03866,4.4,4.4,3.4,3.6,0.0,3.6,0.0,1.8,0.8,6.2,0.0,9.6,1.8,1.0
03867,0.8,0.8,1.8,1.8,0.0,0.0,0.0,0.0,2.6,3.6,0.0,2.6,0.0,0.0
03868,2.6,0.8,4.4,3.6,0.0,6.2,0.0,3.6,5.4,5.4,1.0,12.4,1.0,0.0
03869,4.4,4.6,1.8,4.6,0.8,10.600000000000001,3.4,1.8,16.2,10.0,3.6,7.2,8.6,4.6
03870,0.0,1.8,4.4,3.8000000000000003,2.8000000000000003,1.8,0.0,0.0,4.4,11.8,0.0,6.3999999999999995,8.0,0.0
03871,0.8,0.8,5.4,0.0,1.8,1.8,0.0,0.0,3.6,3.4,1.8,1.8,1.0,0.0
03872,1.8,0.8,2.4000000000000004,1.8,1.8,4.6,0.0,0.0,4.4,10.600000000000001,0.0,4.2,0.0,3.6
03873,3.6,2.6,3.6,0.0,0.0,2.6,0.0,7.2,5.2,3.8000000000000003,0.0,11.0,5.4,1.8
03874,4.6,2.8000000000000003,3.6,10.200000000000001,6.3999999999999995,5.2,1.8,1.8,7.0,3.4,2.8000000000000003,7.0,3.6,0.8
03875,2.0,4.6,1.8,2.0,1.8,3.6,0.0,0.0,10.0,6.3999999999999995,2.0,7.2,1.8,0.0
03876,7.2,9.0,3.6,0.0,0.0,4.6,0.0,3.6,2.6,9.6,3.6,3.0,5.2,0.0
03877,3.8000000000000003,2.8000000000000003,7.0,0.0,1.8,4.6,2.8000000000000003,0.0,0.0,6.2,0.8,7.8,1.8,1.8
03878,2.8000000000000003,3.6,1.8,2.0,1.0,2.8000000000000003,0.0,6.3999999999999995,2.6,2.0,2.8000000000000003,4.8,6.3999999999999995,4.0
03879,3.8000000000000003,1.0,6.6,0.0,0.0,7.4,0.0,1.8,0.0,9.0,2.8000000000000003,6.2,0.0,0.0
03880,0.0,1.8,2.8000000000000003,1.8,1.8,5.2,0.0,7.0,15.4,6.2,10.8,6.3999999999999995,7.2,9.8
03881,6.3999999999999995,2.8000000000000003,3.8000000000000003,0.0,3.4,2.6,0.0,5.2,3.6,6.2,0.0,8.4,0.0,7.8
03882,2.6,2.6,2.6,4.4,3.6,4.6,2.8000000000000003,3.6,7.2,3.6,0.0,1.8,8.2,0.8
03883,4.6,3.6,1.0,1.0,5.4,1.0,0.0,0.8,5.4,8.2,5.4,9.0,0.0,12.4
03884,1.8,1.8,4.6,4.6,0.0,3.6,0.0,1.8,0.0,0.0,5.6000000000000005,3.6,3.6,0.0
03885,2.8000000000000003,1.8,2.6,7.4,8.6,6.3999999999999995,0.0,0.0,4.4,7.6000000000000005,7.4,6.0,4.6,0.0
03886,4.8,6.6,7.4,7.4,6.6,8.0,0.0,6.3999999999999995,9.0,9.6,2.8000000000000003,9.0,1.8,1.0
03887,6.3999999999999995,0.0,6.2,0.0,0.0,3.6,0.0,3.0,6.0,4.4,0.8,3.6,8.8,3.6
03888,3.6,1.0,0.0,1.8,7.0,7.4,0.8,0.0,12.799999999999999,5.2,3.4,9.2,3.6,0.0
03889,1.8,1.8,2.8000000000000003,1.8,5.4,0.0,0.0,0.0,5.4,4.4,0.0,6.0,0.0,0.0
03890,3.6,7.2,6.3999999999999995,0.0,0.0,7.4,1.8,7.2,3.4,6.3999999999999995,7.2,1.0,7.0,14.8
03891,1.8,4.4,4.4,3.6,0.0,5.4,0.0,4.8,7.2,4.2,1.8,8.2,0.0,0.0
03892,0.8,2.6,4.6,0.0,0.0,2.8000000000000003,0.0,5.6000000000000005,9.0,4.4,8.4,3.8000000000000003,7.0,2.8000000000000003
03893,4.6,4.6,6.3999999999999995,0.0,0.0,11.0,0.0,2.0,0.0,8.2,4.6,7.2,1.0,5.4
03894,1.0,1.0,8.4,8.2,1.8,7.4,0.0,5.0,4.4,8.2,9.2,11.0,1.8,0.0
03895,3.4,5.4,5.2,1.8,14.0,5.4,0.8,9.8,5.8,4.8,4.6,5.4,7.2,9.6
03896,1.8,3.6,1.8,4.4,8.0,7.0,0.0,6.8,8.0,3.4,9.2,6.3999999999999995,5.2,7.2
03897,3.6,1.8,0.8,5.2,6.3999999999999995,1.8,0.0,0.0,5.4,4.4,0.0,2.6,3.6,0.0
03898,1.0,6.3999999999999995,7.4,0.0,5.4,5.4,1.8,10.8,5.4,4.6,8.0,11.0,2.6,7.2
03899,6.3999999999999995,2.0,4.4,2.8000000000000003,0.0,5.4,1.8,5.0,16.2,5.4,7.6000000000000005,10.600000000000001,3.6,3.6
03900,4.6,3.6,2.8000000000000003,4.4,0.0,3.6,1.8,0.0,4.2,3.4,5.2,4.4,0.8,0.0
03901,1.8,4.6,3.8000000000000003,12.6,1.8,1.8,1.8,0.8,2.8000000000000003,8.4,1.8,5.4,2.8000000000000003,0.0
03902,4.6,2.8000000000000003,5.4,6.0,11.8,5.6000000000000005,0.0,12.6,5.4,7.0,3.8000000000000003,7.2,2.8000000000000003,3.6
03903,3.6,1.8,4.4,10.0,1.8,1.8,0.0,3.6,0.0,5.4,1.8,5.4,3.6,3.6
03904,3.6,1.8,1.8,6.3999999999999995,9.6,3.4,1.8,1.8,10.600000000000001,7.2,7.2,11.0,1.8,0.0
03905,4.6,3.6,10.0,9.0,9.0,6.3999999999999995,0.0,0.0,10.0,9.4,5.4,11.8,0.0,2.8000000000000003
03906,3.6,4.4,7.4,0.0,0.0,4.4,0.0,1.8,3.6,10.8,1.8,9.8,0.0,1.8
03907,1.8,3.6,2.8000000000000003,9.0,4.4,0.0,1.8,3.4,9.2,6.2,5.2,2.6,1.8,0.0
03908,11.0,9.2,6.2,9.0,1.0,9.6,0.0,7.8,11.8,4.4,1.8,5.4,3.8000000000000003,7.8
03909,2.6,3.4,2.6,0.0,0.0,4.4,0.0,0.8,5.4,8.8,4.6,13.4,0.0,1.8
03910,0.8,1.0,3.6,7.4,8.0,4.4,1.8,0.8,10.600000000000001,6.3999999999999995,5.4,8.4,3.6,0.0
03911,3.6,2.6,6.2,8.0,9.2,7.2,0.0,7.2,15.0,9.0,1.8,7.8,0.8,1.8
03912,5.6000000000000005,4.4,5.6000000000000005,1.8,2.4000000000000004,9.8,1.8,3.2,9.8,7.0,0.0,8.0,1.8,4.800000000000001
03913,1.8,1.0,6.3999999999999995,8.2,10.4,3.8000000000000003,9.0,3.8000000000000003,4.2,3.6,1.0,3.8000000000000003,5.6000000000000005,0.0
03914,1.0,2.8000000000000003,2.0,3.4,0.0,1.8,0.0,0.0,1.8,0.0,0.0,5.4,0.0,0.0
03915,1.8,1.8,1.0,8.4,5.2,1.8,6.6,11.8,2.8000000000000003,5.4,7.2,10.8,6.2,0.0
03916,4.6,1.8,3.6,9.8,0.0,8.2,5.4,1.8,4.4,5.2,11.600000000000001,3.2,2.6,16.4
03917,13.6,9.0,11.8,7.2,3.6,3.6,0.0,1.8,0.0,7.2,0.0,3.6,3.6,0.0
03918,3.6,5.4,3.6,1.0,0.0,4.4,0.0,3.0,9.4,7.2,0.0,6.3999999999999995,4.6,1.8
03919,4.4,4.2,7.0,0.0,1.8,2.6,0.0,5.4,8.8,2.6,7.2,3.4,4.4,0.8
03920,2.6,2.6,3.6,0.8,0.0,5.4,0.0,0.0,1.0,7.0,2.8000000000000003,4.2,0.0,1.0
03921,1.0,2.6,4.6,4.8,6.3999999999999995,12.2,0.0,0.0,6.0,7.8,3.6,7.0,5.6000000000000005,0.0
03922,0.8,0.0,2.6,7.2,7.8,9.8,0.0,1.8,9.6,4.4,7.4,2.6,2.8000000000000003,19.200000000000003
03923,3.6,0.8,1.8,4.6,9.8,3.6,1.8,0.8,9.0,6.3999999999999995,5.4,4.6,3.6,0.0
03924,2.8000000000000003,5.6000000000000005,5.6000000000000005,0.0,0.0,4.8,0.0,1.8,1.8,11.4,5.4,9.2,3.6,5.6000000000000005
03925,1.8,1.8,1.8,1.0,0.0,2.6,0.0,0.0,1.8,9.8,0.0,8.8,1.8,3.6
03926,1.8,5.4,6.3999999999999995,0.0,0.0,6.2,0.0,9.0,6.0,7.0,1.8,8.2,3.6,1.8
03927,1.8,3.6,9.8,4.4,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0
03928,1.8,3.4,1.8,9.8,5.4,0.0,0.0,3.6,6.0,8.4,2.8000000000000003,5.4,1.8,0.0
03929,1.8,1.8,4.6,1.8,3.6,2.0,0.0,1.6,8.2,2.6,8.0,7.2,0.0,0.0
03930,3.6,1.8,0.8,6.3999999999999995,1.8,2.0,0.0,2.8000000000000003,7.4,5.4,0.0,5.6000000000000005,1.8,0.0
03931,2.6,2.6,1.8,1.8,0.0,5.4,0.0,3.8000000000000003,10.4,4.6,3.0,10.200000000000001,8.0,9.0
03932,3.6,1.8,4.4,5.6000000000000005,6.3999999999999995,6.3999999999999995,0.0,1.8,4.2,6.2,2.6,9.2,3.8000000000000003,0.0
03933,2.4000000000000004,3.2,4.4,0.0,0.0,5.2,0.0,7.2,1.8,7.2,0.0,11.600000000000001,1.8,0.0
03934,9.0,7.2,3.6,0.0,0.0,1.8,0.0,5.4,1.8,7.2,0.0,3.6,0.0,11.8
03935,3.4,1.6,7.0,3.4,10.8,18.2,0.0,5.4,0.0,10.600000000000001,1.8,5.4,2.8000000000000003,0.0
03936,3.6,4.4,3.6,0.0,7.2,4.6,0.0,7.2,4.2,4.6,9.0,4.8,10.200000000000001,0.0
03937,3.6,0.0,4.6,1.8,10.0,11.0,3.6,1.8,6.3999999999999995,8.4,1.8,6.2,9.2,1.8
03938,2.8000000000000003,1.8,3.4,2.6,11.0,3.6,0.0,0.0,6.0,7.2,8.0,7.2,4.6,1.0
03939,3.8000000000000003,6.6,3.6,1.8,0.0,6.3999999999999995,0.0,3.6,5.4,3.6,4.6,9.0,1.6,6.2
03940,5.4,2.8000000000000003,1.8,4.6,3.6,3.6,0.0,5.6000000000000005,9.6,1.6,9.0,8.0,3.6,3.6
03941,1.8,2.6,4.4,5.4,0.0,3.6,0.0,4.2,6.8,10.0,1.8,9.0,0.0,0.0
03942,2.6,4.4,4.4,0.0,0.0,2.8000000000000003,0.0,4.6,6.8,0.8,4.6,5.2,3.6,0.0
03943,1.8,2.6,2.6,5.2,12.6,0.0,0.0,0.0,9.2,7.0,3.6,6.3999999999999995,5.6000000000000005,0.0
03944,2.8000000000000003,2.8000000000000003,5.6000000000000005,1.8,9.8,4.4,0.0,0.8,1.0,5.6000000000000005,7.2,8.8,3.6,0.0
03945,1.0,2.6,0.8,3.0,0.0,3.6,0.0,0.0,0.0,5.2,0.0,9.0,1.8,3.6
03946,1.0,2.0,4.6,1.8,11.0,4.0,1.8,0.0,5.4,4.4,1.8,8.2,0.0,0.0
03947,3.6,2.8000000000000003,2.6,7.0,2.8000000000000003,3.4,0.8,0.0,6.2,5.4,0.8,6.2,2.6,3.6
03948,1.6,5.2,5.6000000000000005,8.2,0.0,6.2,1.8,10.0,10.0,5.6000000000000005,0.0,7.2,4.4,7.2
03949,1.0,1.8,4.4,5.4,12.2,4.2,4.8,1.8,5.8,4.4,10.200000000000001,8.8,8.8,0.0
03950,6.0,1.6,4.4,4.4,5.2,4.4,0.0,7.6000000000000005,7.6000000000000005,4.4,2.8000000000000003,6.2,7.2,9.2
03951,2.6,4.4,4.4,3.6,9.8,2.8000000000000003,2.8000000000000003,4.4,3.0,2.8000000000000003,6.3999999999999995,5.6000000000000005,7.0,5.4
03952,2.6,3.6,7.4,5.2,3.6,5.4,1.6,1.8,5.4,9.2,10.200000000000001,4.8,3.6,0.0
03953,5.4,2.6,9.2,3.6,13.6,3.6,0.0,10.0,10.0,8.8,3.6,4.2,5.2,5.2
03954,0.0,2.8000000000000003,3.6,8.2,10.0,1.0,0.0,0.0,3.6,10.8,0.0,13.6,1.8,1.8
03955,1.8,0.8,5.6000000000000005,0.0,3.6,1.6,0.0,1.8,6.2,2.8000000000000003,2.6,8.2,3.6,0.0
03956,3.8000000000000003,2.8000000000000003,4.6,1.8,0.0,6.2,0.0,4.6,4.2,10.4,0.0,5.0,0.0,0.0
03957,4.6,3.6,2.8000000000000003,11.8,3.4,10.4,0.0,5.4,0.0,5.4,8.6,2.8000000000000003,4.4,0.0
03958,1.8,3.6,2.8000000000000003,7.0,6.2,6.8,0.0,0.0,8.0,5.4,7.8,9.8,3.2,0.0
03959,8.8,8.0,6.2,5.4,0.0,14.4,0.0,0.8,0.8,7.8,1.8,4.2,1.8,3.6
03960,2.6,3.2,4.6,3.6,5.0,2.8000000000000003,0.0,0.8,5.4,5.4,1.8,8.0,1.8,0.0
03961,2.6,0.8,2.6,4.4,8.8,0.0,0.0,5.6000000000000005,5.8,11.0,0.8,5.2,0.0,0.0
03962,5.4,3.6,6.2,6.0,9.0,7.2,0.0,0.0,1.8,1.8,0.0,1.8,5.6000000000000005,3.6
03963,4.6,3.6,6.6,0.0,1.8,6.6,0.0,1.8,1.8,7.2,6.3999999999999995,4.0,3.8000000000000003,11.0
03964,3.0,3.8000000000000003,5.6000000000000005,0.8,5.4,7.4,0.0,5.4,1.8,4.4,0.0,6.2,0.0,3.6
03965,5.6000000000000005,7.0,4.4,1.0,2.6,5.6000000000000005,0.0,6.3999999999999995,4.4,4.4,2.8000000000000003,2.6,2.8000000000000003,12.200000000000001
03966,5.6000000000000005,2.6,7.4,1.8,0.0,3.4,0.0,8.6,4.8,7.0,1.8,8.2,3.8000000000000003,10.0
03967,1.8,5.4,1.6,0.0,4.4,5.2,15.799999999999999,0.0,7.6,3.6,11.0,6.2,1.8,0.0
03968,4.6,4.6,5.4,3.6,2.8000000000000003,0.0,0.0,0.0,5.4,5.4,0.0,3.8000000000000003,3.6,0.0
03969,1.8,1.0,2.8000000000000003,3.6,10.600000000000001,3.6,1.8,0.0,1.8,3.6,5.4,11.600000000000001,1.8,0.0
03970,0.0,2.8000000000000003,4.6,4.6,2.6,1.8,0.0,0.0,3.6,7.4,1.8,4.4,3.6,0.0
03971,0.0,1.8,0.0,6.0,4.6,5.6000000000000005,4.6,0.0,9.2,8.4,3.6,2.6,5.4,0.0
03972,3.6,2.0,2.8000000000000003,3.8000000000000003,0.0,1.8,0.0,10.600000000000001,7.8,4.4,2.6,7.4,0.0,8.8
03973,5.2,3.4,7.2,0.0,0.0,6.2,0.0,5.4,10.8,1.6,0.0,9.6,3.6,3.6
03974,4.4,8.0,6.2,0.0,0.0,6.2,0.0,0.0,1.8,9.4,0.8,8.2,0.0,0.0
03975,1.8,1.0,5.4,8.4,3.6,3.6,1.8,7.2,5.4,7.2,5.4,5.6000000000000005,3.6,1.8
03976,2.8000000000000003,2.6,1.8,1.8,0.0,7.2,0.0,2.8000000000000003,9.0,8.0,3.6,2.4000000000000004,3.6,0.0
03977,2.8000000000000003,2.8000000000000003,6.3999999999999995,7.2,1.0,4.6,0.0,0.0,1.0,4.4,9.8,6.8,1.8,0.0
03978,3.6,3.6,0.8,0.0,0.0,5.4,0.0,7.0,6.2,11.0,1.6,16.0,0.0,0.0
03979,1.8,4.4,3.6,9.8,9.8,3.0,0.0,0.0,3.6,3.6,0.0,10.8,10.8,0.0
03980,5.2,4.2,2.6,3.4,5.0,6.3999999999999995,0.0,6.3999999999999995,5.4,1.8,0.0,9.2,16.2,1.0
03981,7.4,12.200000000000001,7.2,0.0,5.0,3.6,0.8,6.8,12.6,3.0,6.8,5.6000000000000005,8.2,3.6
03982,3.6,1.8,2.6,5.4,6.3999999999999995,4.4,2.6,1.8,12.799999999999999,6.3999999999999995,7.2,3.4,6.8,0.0
03983,2.8000000000000003,4.6,4.8,7.4,0.0,7.4,0.0,1.8,5.4,1.8,6.3999999999999995,9.0,0.0,0.0
03984,2.6,3.6,6.2,7.2,12.000000000000002,6.2,0.0,1.8,8.2,4.6,4.8,4.6,6.3999999999999995,13.6
03985,2.8000000000000003,2.8000000000000003,2.6,7.2,7.4,6.3999999999999995,7.0,0.0,10.200000000000001,7.2,1.8,6.2,4.2,0.8
03987,1.8,3.6,4.4,1.8,7.2,1.8,0.0,5.2,4.0,11.600000000000001,5.4,7.2,0.0,1.0
03988,1.0,1.8,7.0,7.4,5.4,5.6000000000000005,0.0,2.6,5.2,3.4,9.0,8.0,0.8,10.0
03989,4.6,2.0,2.8000000000000003,9.0,2.8000000000000003,10.8,1.8,5.800000000000001,9.2,4.6,3.6,8.2,5.6000000000000005,3.8000000000000003
03990,3.6,1.8,1.8,6.3999999999999995,10.0,7.2,0.0,0.0,9.0,3.4,0.0,5.2,0.0,0.0
03991,1.8,1.8,8.2,3.6,3.6,8.0,0.0,1.8,1.8,10.8,1.8,11.0,7.4,1.0
03992,0.8,5.6000000000000005,3.4,0.0,1.8,4.4,0.0,3.4,9.0,4.4,0.0,3.6,2.6,0.0
03993,2.6,4.4,3.4,0.0,9.0,2.4000000000000004,0.0,3.4,18.6,6.0,1.0,11.0,0.0,8.2
03994,2.8000000000000003,10.0,1.8,3.6,1.8,3.6,0.0,7.2,3.6,4.6,16.0,4.6,2.6,0.0
03995,2.6,4.4,3.6,9.0,7.8,8.0,2.6,1.8,10.600000000000001,6.3999999999999995,8.8,4.8,3.6,0.0
03996,0.8,2.6,4.4,0.0,0.0,1.8,0.0,9.0,5.4,7.6000000000000005,1.8,8.0,0.0,5.4
03997,3.6,3.6,4.8,3.6,5.4,4.6,4.6,15.4,9.6,0.8,7.4,9.2,1.0,0.0
03998,2.6,0.8,6.3999999999999995,5.2,0.0,1.8,0.0,5.2,7.4,3.8000000000000003,1.0,10.0,2.8000000000000003,8.2
03999,0.0,3.6,0.8,3.6,6.2,6.3999999999999995,0.8,7.4,7.6,2.6,3.6,4.6,9.6,16.2
04000,3.6,2.6,7.0,4.4,0.0,6.3999999999999995,0.0,0.0,4.2,8.2,0.0,10.600000000000001,0.0,0.8
04001,4.4,2.6,6.2,11.4,1.6,3.6,1.8,3.6,3.6,4.6,9.0,9.4,7.2,0.0
04002,5.6000000000000005,4.4,5.6000000000000005,1.8,0.0,4.4,0.0,0.0,8.2,8.2,3.6,12.4,0.0,1.0
04003,5.4,4.4,2.8000000000000003,1.8,5.6000000000000005,4.4,0.0,3.8000000000000003,3.6,4.4,2.8000000000000003,2.8000000000000003,2.8000000000000003,9.8
04004,1.8,3.6,0.0,7.4,4.4,6.3999999999999995,2.8000000000000003,0.8,10.8,7.4,8.4,7.4,3.6,0.0
04005,3.6,2.8000000000000003,5.4,3.6,0.8,3.6,0.8,0.0,7.4,3.4,5.4,5.4,7.2,0.0
04006,4.0,3.0,5.0,10.0,7.2,7.4,0.0,1.8,4.6,5.6000000000000005,0.0,7.0,2.8000000000000003,5.4
04007,2.6,3.6,1.8,7.0,4.2,1.0,15.200000000000001,0.0,7.2,4.4,2.6,7.8,6.2,0.0
04008,0.0,1.8,3.6,7.8,0.0,1.8,0.0,6.2,14.8,5.800000000000001,0.0,2.6,1.0,0.0
04009,2.8000000000000003,4.4,3.6,0.0,0.0,6.3999999999999995,0.0,1.0,0.0,6.3999999999999995,0.0,7.2,1.8,0.0
04010,3.6,2.8000000000000003,1.8,4.6,2.6,3.6,1.8,0.8,5.2,2.6,7.4,6.6,2.8000000000000003,0.0
04011,4.4,2.6,4.4,6.3999999999999995,3.6,0.0,0.0,0.0,2.8000000000000003,14.8,5.4,7.4,0.0,0.0
04012,1.8,1.8,3.6,1.6,6.2,6.0,1.8,5.6000000000000005,5.2,9.0,6.2,5.2,8.0,0.0
04013,1.8,1.8,4.6,5.2,0.0,3.6,0.0,0.0,0.0,5.6000000000000005,0.0,1.0,0.0,3.6
04014,0.0,2.0,3.6,7.2,5.4,1.8,0.0,0.0,7.0,0.8,2.6,4.6,0.0,0.0
04015,6.2,2.6,1.8,0.0,0.0,7.0,0.0,1.8,7.2,10.0,1.0,5.6000000000000005,0.0,4.4
04016,6.3999999999999995,2.8000000000000003,6.2,0.0,0.0,7.2,0.0,15.4,1.8,7.2,3.6,2.0,4.6,2.6
04017,1.8,3.6,1.8,3.8000000000000003,0.8,4.6,0.0,1.0,5.4,7.2,5.6000000000000005,10.0,1.8,1.0
04018,1.8,0.0,1.8,5.6000000000000005,6.2,3.6,0.0,0.0,2.0,9.0,0.0,7.8,7.2,3.6
04019,3.6,0.0,2.6,5.2,1.8,3.6,0.0,0.0,5.6000000000000005,11.600000000000001,0.0,11.4,1.0,5.4
04020,6.3999999999999995,6.3999999999999995,3.6,7.2,3.6,4.4,0.0,7.2,12.4,9.4,7.2,7.0,0.8,0.0
04021,3.6,4.4,5.4,3.6,8.0,4.2,0.0,0.0,9.8,6.2,3.6,7.0,1.8,4.8
04022,2.6,0.8,0.8,5.6000000000000005,11.600000000000001,5.4,6.3999999999999995,2.8000000000000003,9.6,8.0,3.8000000000000003,6.3999999999999995,8.8,0.0
04023,9.0,10.600000000000001,2.6,0.0,0.0,5.0,0.0,2.0,11.8,7.0,7.2,7.0,1.6,13.0
04024,8.0,4.4,3.6,5.6000000000000005,0.8,0.8,0.0,4.4,5.4,0.8,6.2,5.6000000000000005,3.6,0.0
04025,1.8,6.3999999999999995,5.4,1.8,6.2,6.6,0.0,0.0,6.3999999999999995,7.0,1.8,9.8,4.4,0.0
04026,5.2,4.4,1.6,0.0,1.8,8.0,0.0,8.6,6.2,4.4,0.0,8.8,7.2,3.6
04027,2.6,4.4,1.0,0.0,1.8,3.0,0.0,9.0,4.0,5.4,0.0,13.6,0.0,8.2
04028,0.8,3.6,1.8,7.2,0.0,2.8000000000000003,0.0,0.0,3.6,6.2,6.3999999999999995,3.4,2.8000000000000003,0.0
04029,4.4,2.6,5.4,0.0,0.0,2.6,0.0,4.2,0.8,7.0,1.0,7.4,1.8,9.0
04030,0.0,1.8,2.6,3.6,5.6000000000000005,6.3999999999999995,5.4,0.0,4.6,7.4,7.2,3.8000000000000003,8.4,0.0
04031,4.6,5.4,5.4,0.0,0.0,6.3999999999999995,0.0,2.8000000000000003,11.0,8.2,1.8,6.6,1.8,1.0
04032,3.6,1.0,1.8,4.6,0.0,7.2,0.0,1.8,3.6,14.4,1.8,8.2,1.8,3.6
04033,2.6,5.4,1.8,9.0,3.6,3.8000000000000003,0.0,9.0,9.6,5.4,5.4,10.8,4.6,18.2
04034,1.8,2.8000000000000003,4.4,7.4,0.8,9.0,0.0,0.0,4.2,4.4,1.8,9.8,1.8,9.0
04035,1.8,3.6,2.8000000000000003,3.6,2.8000000000000003,10.8,0.0,0.8,6.6,6.2,5.4,5.4,2.6,0.0
04036,1.8,3.6,3.8000000000000003,3.6,1.8,7.4,4.0,1.8,5.6000000000000005,6.3999999999999995,8.4,5.4,0.8,0.0
04037,3.6,2.6,1.0,3.0,3.6,7.0,0.0,7.2,7.2,9.6,0.0,4.6,1.8,1.0
04038,3.6,2.6,8.2,2.8000000000000003,0.0,1.8,0.0,0.0,0.0,10.8,0.0,4.8,0.0,0.0
04039,0.8,1.6,2.6,9.6,2.4000000000000004,5.6000000000000005,3.6,7.0,12.4,5.4,0.8,6.2,0.0,6.3999999999999995
04040,3.6,1.8,0.0,4.6,1.8,10.200000000000001,0.0,0.0,1.0,8.4,0.0,8.0,3.6,0.0
04041,6.0,11.8,4.4,2.8000000000000003,7.2,6.2,0.0,0.0,2.8000000000000003,4.4,1.8,4.4,2.4000000000000004,15.200000000000001
04042,3.6,3.6,4.6,5.4,8.8,7.4,0.0,0.0,1.8,6.3999999999999995,1.8,9.2,1.8,1.8
04043,3.6,1.8,4.6,4.8,4.2,5.2,0.0,2.8000000000000003,3.6,7.2,10.8,5.6000000000000005,1.0,8.0
04044,4.0,7.6000000000000005,6.8,1.0,6.6,1.8,0.0,0.0,1.0,3.0,2.0,6.3999999999999995,2.8000000000000003,0.0
04045,4.4,5.4,7.0,0.0,3.6,4.6,0.0,11.0,7.2,5.4,1.8,7.2,7.2,5.4
04046,3.4,2.6,2.6,0.0,0.8,6.6,0.0,0.0,2.6,4.6,0.0,3.6,0.0,0.0
04047,1.8,3.8000000000000003,1.8,5.2,5.800000000000001,7.2,1.0,0.8,9.2,8.0,6.2,5.6000000000000005,7.8,0.0
04048,1.8,5.4,2.8000000000000003,6.2,8.8,7.4,5.2,0.0,9.2,2.0,9.8,7.6000000000000005,4.6,0.0
04049,4.4,2.6,4.6,0.8,3.6,5.4,0.0,4.4,1.0,11.8,1.8,7.2,0.0,11.0
04050,1.8,1.8,6.6,9.8,1.8,1.8,0.0,0.0,0.0,4.6,0.0,9.0,0.0,0.0
04051,2.4000000000000004,4.0,7.0,7.2,7.8,0.8,0.0,0.0,7.8,5.8,6.2,7.0,5.4,0.0
04052,3.6,1.8,0.0,9.0,7.0,4.6,0.0,7.4,9.6,0.8,12.000000000000002,7.2,7.0,5.4
04053,3.6,1.8,2.0,10.0,5.6000000000000005,2.8000000000000003,0.0,0.0,12.000000000000002,5.4,11.600000000000001,12.000000000000002,3.6,0.0
04054,3.6,1.8,5.4,3.6,4.8,2.6,0.0,4.6,3.6,11.8,0.0,11.600000000000001,6.3999999999999995,6.0
